Trade #,Type,Signal,Date/Time,Price,Contracts,Profit USD,Profit %,Cum. Profit USD,Cum. Profit %,Run-up USD,Run-up %,Drawdown USD,Drawdown %
1405,Exit Long,Long Profit,2024-09-09 21:30,57290,1,5625.00,2.00,152425.00,0.49,5625.00,2.00,250.00,0.09
1405,Entry Long,Long,2024-09-09 18:15,56165,1,5625.00,2.00,152425.00,0.49,5625.00,2.00,250.00,0.09
1404,Exit Short,Short SL,2024-09-09 17:45,55655,1,-2775.00,-1.01,146800.00,-0.24,475.00,0.17,2775.00,1.01
1404,Entry Short,Short,2024-09-09 16:45,55100,1,-2775.00,-1.01,146800.00,-0.24,475.00,0.17,2775.00,1.01
1403,Exit Short,Short Profit,2024-09-06 20:15,53720,1,5500.00,2.01,149575.00,0.48,5500.00,2.01,1775.00,0.65
1403,Entry Short,Short,2024-09-06 17:00,54820,1,5500.00,2.01,149575.00,0.48,5500.00,2.01,1775.00,0.65
1402,Exit Short,Short SL,2024-09-05 19:45,56710,1,250.00,0.09,144075.00,0.02,4025.00,1.42,350.00,0.12
1402,Entry Short,Short,2024-09-05 17:00,56760,1,250.00,0.09,144075.00,0.02,4025.00,1.42,350.00,0.12
1401,Exit Long,Long Profit,2024-09-04 18:00,58520,1,5750.00,2.00,143825.00,0.51,5750.00,2.00,350.00,0.12
1401,Entry Long,Long,2024-09-04 16:45,57370,1,5750.00,2.00,143825.00,0.51,5750.00,2.00,350.00,0.12
1400,Exit Short,Short SL,2024-09-03 17:15,58155,1,-500.00,-0.17,138075.00,-0.04,1700.00,0.59,1350.00,0.47
1400,Entry Short,Short,2024-09-03 16:15,58055,1,-500.00,-0.17,138075.00,-0.04,1700.00,0.59,1350.00,0.47
1399,Exit Long,Long Profit,2024-09-03 04:00,60140,1,5900.00,2.00,138575.00,0.52,5900.00,2.00,1825.00,0.62
1399,Entry Long,Long,2024-09-02 16:45,58960,1,5900.00,2.00,138575.00,0.52,5900.00,2.00,1825.00,0.62
1398,Exit Short,Short Profit,2024-08-30 18:15,58070,1,5950.00,2.01,132675.00,0.53,5950.00,2.01,275.00,0.09
1398,Entry Short,Short,2024-08-30 16:45,59260,1,5950.00,2.01,132675.00,0.53,5950.00,2.01,275.00,0.09
1397,Exit Short,Short SL,2024-08-29 19:15,60770,1,250.00,0.08,126725.00,0.02,1400.00,0.46,0,0.00
1397,Entry Short,Short,2024-08-29 18:45,60820,1,250.00,0.08,126725.00,0.02,1400.00,0.46,0,0.00
1396,Exit Long,Long SL,2024-08-29 17:45,61325,1,50.00,0.02,126475.00,0.00,1350.00,0.44,850.00,0.28
1396,Entry Long,Long,2024-08-29 16:45,61315,1,50.00,0.02,126475.00,0.00,1350.00,0.44,850.00,0.28
1395,Exit Short,Short Profit,2024-08-28 18:15,58050,1,5925.00,2.00,126425.00,0.53,5925.00,2.00,325.00,0.11
1395,Entry Short,Short,2024-08-28 16:45,59235,1,5925.00,2.00,126425.00,0.53,5925.00,2.00,325.00,0.11
1394,Exit Short,Short SL,2024-08-27 18:00,61710,1,250.00,0.08,120500.00,0.02,1575.00,0.51,100.00,0.03
1394,Entry Short,Short,2024-08-27 17:30,61760,1,250.00,0.08,120500.00,0.02,1575.00,0.51,100.00,0.03
1393,Exit Long,Short,2024-08-27 17:30,61760,1,-1800.00,-0.58,120250.00,-0.16,0,0.00,2200.00,0.71
1393,Entry Long,Long,2024-08-27 16:45,62120,1,-1800.00,-0.58,120250.00,-0.16,0,0.00,2200.00,0.71
1392,Exit Long,Closing Bell,2024-08-26 22:15,63245,1,-3050.00,-0.96,122050.00,-0.27,550.00,0.17,3050.00,0.96
1392,Entry Long,Long,2024-08-26 18:45,63855,1,-3050.00,-0.96,122050.00,-0.27,550.00,0.17,3050.00,0.96
1391,Exit Long,Long SL,2024-08-23 21:00,63245,1,250.00,0.08,125100.00,0.02,2200.00,0.70,1575.00,0.50
1391,Entry Long,Long,2024-08-23 20:00,63195,1,250.00,0.08,125100.00,0.02,2200.00,0.70,1575.00,0.50
1390,Exit Short,Short SL,2024-08-23 17:30,61715,1,-3075.00,-1.01,124850.00,-0.27,500.00,0.16,3075.00,1.01
1390,Entry Short,Short,2024-08-23 17:00,61100,1,-3075.00,-1.01,124850.00,-0.27,500.00,0.16,3075.00,1.01
1389,Exit Long,Long Profit,2024-08-21 21:00,61245,1,6025.00,2.01,127925.00,0.54,6025.00,2.01,3200.00,1.07
1389,Entry Long,Long,2024-08-21 16:45,60040,1,6025.00,2.01,127925.00,0.54,6025.00,2.01,3200.00,1.07
1388,Exit Short,Short SL,2024-08-20 21:45,59720,1,250.00,0.08,121900.00,0.02,5400.00,1.81,925.00,0.31
1388,Entry Short,Short,2024-08-20 16:45,59770,1,250.00,0.08,121900.00,0.02,5400.00,1.81,925.00,0.31
1387,Exit Long,Closing Bell,2024-08-19 22:15,59290,1,2450.00,0.83,121650.00,0.22,3525.00,1.20,1225.00,0.42
1387,Entry Long,Long,2024-08-19 17:00,58800,1,2450.00,0.83,121650.00,0.22,3525.00,1.20,1225.00,0.42
1386,Exit Long,Long Profit,2024-08-16 21:15,60045,1,5900.00,2.00,119200.00,0.53,5900.00,2.00,1525.00,0.52
1386,Entry Long,Long,2024-08-16 18:30,58865,1,5900.00,2.00,119200.00,0.53,5900.00,2.00,1525.00,0.52
1385,Exit Short,Short SL,2024-08-16 18:15,58640,1,-2925.00,-1.01,113300.00,-0.26,875.00,0.30,2925.00,1.01
1385,Entry Short,Short,2024-08-16 17:30,58055,1,-2925.00,-1.01,113300.00,-0.26,875.00,0.30,2925.00,1.01
1384,Exit Short,Short Profit,2024-08-15 20:15,57885,1,5925.00,2.01,116225.00,0.53,5925.00,2.01,0,0.00
1384,Entry Short,Short,2024-08-15 20:00,59070,1,5925.00,2.01,116225.00,0.53,5925.00,2.01,0,0.00
1383,Exit Long,Long SL,2024-08-15 18:45,59760,1,75.00,0.03,110300.00,0.01,1525.00,0.51,1100.00,0.37
1383,Entry Long,Long,2024-08-15 16:45,59745,1,75.00,0.03,110300.00,0.01,1525.00,0.51,1100.00,0.37
1382,Exit Short,Short SL,2024-08-14 21:30,59070,1,0,0.00,110225.00,0.00,1075.00,0.36,2900.00,0.98
1382,Entry Short,Short,2024-08-14 18:45,59070,1,0,0.00,110225.00,0.00,1075.00,0.36,2900.00,0.98
1381,Exit Long,Long SL,2024-08-14 18:15,59295,1,-3000.00,-1.00,110225.00,-0.27,550.00,0.18,3000.00,1.00
1381,Entry Long,Long,2024-08-14 17:45,59895,1,-3000.00,-1.00,110225.00,-0.27,550.00,0.18,3000.00,1.00
1380,Exit Long,Long Profit,2024-08-13 18:45,61215,1,6025.00,2.01,113225.00,0.54,6025.00,2.01,0,0.00
1380,Entry Long,Long,2024-08-13 18:15,60010,1,6025.00,2.01,113225.00,0.54,6025.00,2.01,0,0.00
1379,Exit Short,Short SL,2024-08-12 21:15,59320,1,-400.00,-0.14,107200.00,-0.04,2875.00,0.97,400.00,0.14
1379,Entry Short,Short,2024-08-12 20:45,59240,1,-400.00,-0.14,107200.00,-0.04,2875.00,0.97,400.00,0.14
1378,Exit Long,Long SL,2024-08-12 17:15,59900,1,-3050.00,-1.01,107600.00,-0.27,1300.00,0.43,3050.00,1.01
1378,Entry Long,Long,2024-08-12 16:45,60510,1,-3050.00,-1.01,107600.00,-0.27,1300.00,0.43,3050.00,1.01
1377,Exit Short,Short SL,2024-08-09 17:00,60620,1,-3025.00,-1.01,110650.00,-0.27,0,0.00,4150.00,1.38
1377,Entry Short,Short,2024-08-09 16:45,60015,1,-3025.00,-1.01,110650.00,-0.27,0,0.00,4150.00,1.38
1376,Exit Long,Long Profit,2024-08-08 17:45,59805,1,5875.00,2.00,113675.00,0.53,5875.00,2.00,375.00,0.13
1376,Entry Long,Long,2024-08-08 16:45,58630,1,5875.00,2.00,113675.00,0.53,5875.00,2.00,375.00,0.13
1375,Exit Short,Short SL,2024-08-07 19:45,56150,1,250.00,0.09,107800.00,0.02,2200.00,0.78,2675.00,0.95
1375,Entry Short,Short,2024-08-07 16:45,56200,1,250.00,0.09,107800.00,0.02,2200.00,0.78,2675.00,0.95
1374,Exit Long,Long SL,2024-08-06 19:45,56885,1,-900.00,-0.32,107550.00,-0.08,1175.00,0.41,2325.00,0.81
1374,Entry Long,Long,2024-08-06 18:15,57065,1,-900.00,-0.32,107550.00,-0.08,1175.00,0.41,2325.00,0.81
1373,Exit Short,Short SL,2024-08-06 17:45,56335,1,-125.00,-0.04,108450.00,-0.01,1550.00,0.55,1075.00,0.38
1373,Entry Short,Short,2024-08-06 17:15,56310,1,-125.00,-0.04,108450.00,-0.01,1550.00,0.55,1075.00,0.38
1372,Exit Long,Long SL,2024-08-05 17:00,53930,1,-2725.00,-1.00,108575.00,-0.25,1300.00,0.48,2725.00,1.00
1372,Entry Long,Long,2024-08-05 16:45,54475,1,-2725.00,-1.00,108575.00,-0.25,1300.00,0.48,2725.00,1.00
1371,Exit Short,Short Profit,2024-08-02 17:00,62930,1,6425.00,2.00,111300.00,0.58,6425.00,2.00,925.00,0.29
1371,Entry Short,Short,2024-08-02 16:45,64215,1,6425.00,2.00,111300.00,0.58,6425.00,2.00,925.00,0.29
1370,Exit Short,Short Profit,2024-08-01 17:30,63050,1,6450.00,2.00,104875.00,0.59,6450.00,2.00,200.00,0.06
1370,Entry Short,Short,2024-08-01 17:00,64340,1,6450.00,2.00,104875.00,0.59,6450.00,2.00,200.00,0.06
1369,Exit Short,Closing Bell,2024-07-31 22:15,65535,1,3375.00,1.02,98425.00,0.31,4175.00,1.26,1300.00,0.39
1369,Entry Short,Short,2024-07-31 21:30,66210,1,3375.00,1.02,98425.00,0.31,4175.00,1.26,1300.00,0.39
1368,Exit Long,Long SL,2024-07-31 17:30,66920,1,150.00,0.04,95050.00,0.01,700.00,0.21,0,0.00
1368,Entry Long,Long,2024-07-31 17:15,66890,1,150.00,0.04,95050.00,0.01,700.00,0.21,0,0.00
1367,Exit Long,Long SL,2024-07-30 19:00,66410,1,-3375.00,-1.01,94900.00,-0.31,0,0.00,3375.00,1.01
1367,Entry Long,Long,2024-07-30 18:45,67085,1,-3375.00,-1.01,94900.00,-0.31,0,0.00,3375.00,1.01
1366,Exit Short,Short SL,2024-07-30 17:15,66510,1,250.00,0.08,98275.00,0.02,2650.00,0.80,300.00,0.09
1366,Entry Short,Short,2024-07-30 16:45,66560,1,250.00,0.08,98275.00,0.02,2650.00,0.80,300.00,0.09
1365,Exit Short,Short SL,2024-07-29 17:45,68780,1,-100.00,-0.03,98025.00,-0.01,2450.00,0.71,800.00,0.23
1365,Entry Short,Short,2024-07-29 17:00,68760,1,-100.00,-0.03,98025.00,-0.01,2450.00,0.71,800.00,0.23
1364,Exit Long,Long SL,2024-07-26 22:00,68730,1,250.00,0.07,98125.00,0.02,1725.00,0.50,725.00,0.21
1364,Entry Long,Long,2024-07-26 21:30,68680,1,250.00,0.07,98125.00,0.02,1725.00,0.50,725.00,0.21
1363,Exit Short,Short SL,2024-07-26 21:15,68640,1,-3400.00,-1.00,97875.00,-0.31,300.00,0.09,3400.00,1.00
1363,Entry Short,Short,2024-07-26 16:45,67960,1,-3400.00,-1.00,97875.00,-0.31,300.00,0.09,3400.00,1.00
1362,Exit Long,Long SL,2024-07-25 17:15,65550,1,250.00,0.08,101275.00,0.02,1475.00,0.45,775.00,0.24
1362,Entry Long,Long,2024-07-25 16:45,65500,1,250.00,0.08,101275.00,0.02,1475.00,0.45,775.00,0.24
1361,Exit Short,Short SL,2024-07-24 19:15,66625,1,250.00,0.07,101025.00,0.02,3250.00,0.97,125.00,0.04
1361,Entry Short,Short,2024-07-24 17:15,66675,1,250.00,0.07,101025.00,0.02,3250.00,0.97,125.00,0.04
1360,Exit Long,Long SL,2024-07-24 17:00,66835,1,-700.00,-0.21,100775.00,-0.06,350.00,0.10,725.00,0.22
1360,Entry Long,Long,2024-07-24 16:45,66975,1,-700.00,-0.21,100775.00,-0.06,350.00,0.10,725.00,0.22
1359,Exit Short,Closing Bell,2024-07-23 22:15,65670,1,4050.00,1.22,101475.00,0.37,4925.00,1.48,75.00,0.02
1359,Entry Short,Short,2024-07-23 18:30,66480,1,4050.00,1.22,101475.00,0.37,4925.00,1.48,75.00,0.02
1358,Exit Long,Long SL,2024-07-23 17:15,66765,1,-3375.00,-1.00,97425.00,-0.31,0,0.00,3375.00,1.00
1358,Entry Long,Long,2024-07-23 16:45,67440,1,-3375.00,-1.00,97425.00,-0.31,0,0.00,3375.00,1.00
1357,Exit Long,Closing Bell,2024-07-22 22:15,68365,1,4625.00,1.37,100800.00,0.42,5000.00,1.48,150.00,0.04
1357,Entry Long,Long,2024-07-22 19:30,67440,1,4625.00,1.37,100800.00,0.42,5000.00,1.48,150.00,0.04
1356,Exit Short,Short SL,2024-07-22 19:15,67470,1,-3350.00,-1.00,96175.00,-0.30,650.00,0.19,3350.00,1.00
1356,Entry Short,Short,2024-07-22 17:00,66800,1,-3350.00,-1.00,96175.00,-0.30,650.00,0.19,3350.00,1.00
1355,Exit Long,Long SL,2024-07-19 18:45,66530,1,250.00,0.08,99525.00,0.02,1750.00,0.53,175.00,0.05
1355,Entry Long,Long,2024-07-19 18:15,66480,1,250.00,0.08,99525.00,0.02,1750.00,0.53,175.00,0.05
1354,Exit Short,Short SL,2024-07-19 18:00,66210,1,-3300.00,-1.01,99275.00,-0.30,150.00,0.05,3300.00,1.01
1354,Entry Short,Short,2024-07-19 17:30,65550,1,-3300.00,-1.01,99275.00,-0.30,150.00,0.05,3300.00,1.01
1353,Exit Short,Short SL,2024-07-18 17:30,64115,1,250.00,0.08,102575.00,0.02,2750.00,0.86,375.00,0.12
1353,Entry Short,Short,2024-07-18 16:45,64165,1,250.00,0.08,102575.00,0.02,2750.00,0.86,375.00,0.12
1352,Exit Long,Long Profit,2024-07-16 18:00,65355,1,6425.00,2.01,102325.00,0.59,6425.00,2.01,400.00,0.12
1352,Entry Long,Long,2024-07-16 17:00,64070,1,6425.00,2.01,102325.00,0.59,6425.00,2.01,400.00,0.12
1351,Exit Long,Long SL,2024-07-15 19:00,63560,1,250.00,0.08,95900.00,0.02,2050.00,0.65,1925.00,0.61
1351,Entry Long,Long,2024-07-15 17:00,63510,1,250.00,0.08,95900.00,0.02,2050.00,0.65,1925.00,0.61
1350,Exit Short,Short SL,2024-07-11 18:15,57690,1,-125.00,-0.04,95650.00,-0.01,1425.00,0.49,275.00,0.10
1350,Entry Short,Short,2024-07-11 17:45,57665,1,-125.00,-0.04,95650.00,-0.01,1425.00,0.49,275.00,0.10
1349,Exit Short,Closing Bell,2024-07-10 22:15,57705,1,-575.00,-0.20,95775.00,-0.05,75.00,0.03,750.00,0.26
1349,Entry Short,Short,2024-07-10 21:15,57590,1,-575.00,-0.20,95775.00,-0.05,75.00,0.03,750.00,0.26
1348,Exit Long,Long SL,2024-07-10 18:00,57915,1,-825.00,-0.28,96350.00,-0.08,775.00,0.27,875.00,0.30
1348,Entry Long,Long,2024-07-10 17:30,58080,1,-825.00,-0.28,96350.00,-0.08,775.00,0.27,875.00,0.30
1347,Exit Short,Short SL,2024-07-09 18:15,57970,1,-2975.00,-1.04,97175.00,-0.27,875.00,0.31,2975.00,1.04
1347,Entry Short,Short,2024-07-09 17:00,57375,1,-2975.00,-1.04,97175.00,-0.27,875.00,0.31,2975.00,1.04
1346,Exit Short,Short SL,2024-07-08 19:15,56365,1,-2800.00,-1.00,100150.00,-0.25,575.00,0.21,2800.00,1.00
1346,Entry Short,Short,2024-07-08 18:30,55805,1,-2800.00,-1.00,100150.00,-0.25,575.00,0.21,2800.00,1.00
1345,Exit Short,Short Profit,2024-07-05 05:00,55815,1,5700.00,2.00,102950.00,0.52,6325.00,2.22,675.00,0.24
1345,Entry Short,Short,2024-07-05 04:45,56955,1,5700.00,2.00,102950.00,0.52,6325.00,2.22,675.00,0.24
1344,Exit Long,Long Profit,2024-07-05 00:00,58825,1,6075.00,2.11,97250.00,0.56,6075.00,2.11,500.00,0.17
1344,Entry Long,Long,2024-07-04 17:00,57610,1,6075.00,2.11,97250.00,0.56,6075.00,2.11,500.00,0.17
1343,Exit Short,Short SL,2024-07-02 20:30,62685,1,-3125.00,-1.01,91175.00,-0.29,125.00,0.04,3125.00,1.01
1343,Entry Short,Short,2024-07-02 16:45,62060,1,-3125.00,-1.01,91175.00,-0.29,125.00,0.04,3125.00,1.01
1342,Exit Long,Closing Bell,2024-07-01 22:15,63695,1,1500.00,0.47,94300.00,0.14,4575.00,1.44,1075.00,0.34
1342,Entry Long,Long,2024-07-01 17:15,63395,1,1500.00,0.47,94300.00,0.14,4575.00,1.44,1075.00,0.34
1341,Exit Short,Short SL,2024-06-28 17:30,61300,1,-325.00,-0.11,92800.00,-0.03,950.00,0.31,525.00,0.17
1341,Entry Short,Short,2024-06-28 16:45,61235,1,-325.00,-0.11,92800.00,-0.03,950.00,0.31,525.00,0.17
1340,Exit Short,Short SL,2024-06-26 19:30,61225,1,250.00,0.08,93125.00,0.02,2200.00,0.72,1625.00,0.53
1340,Entry Short,Short,2024-06-26 17:15,61275,1,250.00,0.08,93125.00,0.02,2200.00,0.72,1625.00,0.53
1339,Exit Long,Closing Bell,2024-06-25 22:15,61950,1,-1350.00,-0.43,92875.00,-0.12,1200.00,0.39,2025.00,0.65
1339,Entry Long,Long,2024-06-25 21:00,62220,1,-1350.00,-0.43,92875.00,-0.12,1200.00,0.39,2025.00,0.65
1338,Exit Short,Short Profit,2024-06-24 18:45,59940,1,6125.00,2.00,94225.00,0.56,6125.00,2.00,1050.00,0.34
1338,Entry Short,Short,2024-06-24 16:45,61165,1,6125.00,2.00,94225.00,0.56,6125.00,2.00,1050.00,0.34
1337,Exit Short,Short SL,2024-06-21 20:45,64105,1,-3175.00,-1.00,88100.00,-0.29,225.00,0.07,3175.00,1.00
1337,Entry Short,Short,2024-06-21 17:45,63470,1,-3175.00,-1.00,88100.00,-0.29,225.00,0.07,3175.00,1.00
1336,Exit Long,Long SL,2024-06-21 17:30,63655,1,-3225.00,-1.00,91275.00,-0.29,650.00,0.20,3225.00,1.00
1336,Entry Long,Long,2024-06-21 17:00,64300,1,-3225.00,-1.00,91275.00,-0.29,650.00,0.20,3225.00,1.00
1335,Exit Long,Long SL,2024-06-20 18:00,64860,1,-250.00,-0.08,94500.00,-0.02,1275.00,0.39,375.00,0.12
1335,Entry Long,Long,2024-06-20 16:45,64910,1,-250.00,-0.08,94500.00,-0.02,1275.00,0.39,375.00,0.12
1334,Exit Short,Long,2024-06-20 16:45,64910,1,1100.00,0.34,94750.00,0.10,1300.00,0.40,375.00,0.12
1334,Entry Short,Short,2024-06-20 16:30,65130,1,1100.00,0.34,94750.00,0.10,1300.00,0.40,375.00,0.12
1333,Exit Long,Short,2024-06-20 16:30,65130,1,0,0.00,93650.00,0.00,0,0.00,0,0.00
1333,Entry Long,Long,2024-06-20 16:30,65130,1,0,0.00,93650.00,0.00,0,0.00,0,0.00
1332,Exit Short,Short SL,2024-06-18 17:30,64620,1,250.00,0.08,93650.00,0.02,1550.00,0.48,675.00,0.21
1332,Entry Short,Short,2024-06-18 17:00,64670,1,250.00,0.08,93650.00,0.02,1550.00,0.48,675.00,0.21
1331,Exit Long,Short,2024-06-18 17:00,64670,1,-2900.00,-0.89,93400.00,-0.26,550.00,0.17,3250.00,1.00
1331,Entry Long,Long,2024-06-18 16:45,65250,1,-2900.00,-0.89,93400.00,-0.26,550.00,0.17,3250.00,1.00
1330,Exit Long,Long Profit,2024-06-17 20:00,67160,1,6600.00,2.00,96300.00,0.61,6600.00,2.00,2675.00,0.81
1330,Entry Long,Long,2024-06-17 16:45,65840,1,6600.00,2.00,96300.00,0.61,6600.00,2.00,2675.00,0.81
1329,Exit Short,Short Profit,2024-06-14 19:00,65250,1,6675.00,2.00,89700.00,0.62,6675.00,2.00,450.00,0.14
1329,Entry Short,Short,2024-06-14 18:00,66585,1,6675.00,2.00,89700.00,0.62,6675.00,2.00,450.00,0.14
1328,Exit Short,Short SL,2024-06-13 18:45,67135,1,250.00,0.07,83025.00,0.02,3950.00,1.18,175.00,0.05
1328,Entry Short,Short,2024-06-13 17:30,67185,1,250.00,0.07,83025.00,0.02,3950.00,1.18,175.00,0.05
1327,Exit Short,Short SL,2024-06-12 18:45,69945,1,25.00,0.01,82775.00,0.00,1300.00,0.37,1300.00,0.37
1327,Entry Short,Short,2024-06-12 17:45,69950,1,25.00,0.01,82775.00,0.00,1300.00,0.37,1300.00,0.37
1326,Exit Long,Short,2024-06-12 17:45,69950,1,-2275.00,-0.65,82750.00,-0.21,375.00,0.11,2275.00,0.65
1326,Entry Long,Long,2024-06-12 17:00,70405,1,-2275.00,-0.65,82750.00,-0.21,375.00,0.11,2275.00,0.65
1325,Exit Long,Long SL,2024-06-05 20:45,71520,1,250.00,0.07,85025.00,0.02,4925.00,1.38,725.00,0.20
1325,Entry Long,Long,2024-06-05 16:45,71470,1,250.00,0.07,85025.00,0.02,4925.00,1.38,725.00,0.20
1324,Exit Long,Long SL,2024-06-04 21:30,70825,1,250.00,0.07,84775.00,0.02,4975.00,1.41,125.00,0.04
1324,Entry Long,Long,2024-06-04 17:45,70775,1,250.00,0.07,84775.00,0.02,4975.00,1.41,125.00,0.04
1323,Exit Short,Long,2024-06-04 17:45,70775,1,-3300.00,-0.94,84525.00,-0.30,725.00,0.21,3500.00,1.00
1323,Entry Short,Short,2024-06-04 16:45,70115,1,-3300.00,-0.94,84525.00,-0.30,725.00,0.21,3500.00,1.00
1322,Exit Short,Short SL,2024-06-03 17:15,69720,1,250.00,0.07,87825.00,0.02,3425.00,0.98,525.00,0.15
1322,Entry Short,Short,2024-06-03 16:45,69770,1,250.00,0.07,87825.00,0.02,3425.00,0.98,525.00,0.15
1321,Exit Short,Short SL,2024-05-31 17:30,67865,1,-475.00,-0.14,87575.00,-0.04,1025.00,0.30,850.00,0.25
1321,Entry Short,Short,2024-05-31 16:45,67770,1,-475.00,-0.14,87575.00,-0.04,1025.00,0.30,850.00,0.25
1320,Exit Long,Long SL,2024-05-30 21:15,69610,1,250.00,0.07,88050.00,0.02,3675.00,1.06,375.00,0.11
1320,Entry Long,Long,2024-05-30 19:15,69560,1,250.00,0.07,88050.00,0.02,3675.00,1.06,375.00,0.11
1319,Exit Short,Short SL,2024-05-30 17:30,69060,1,-125.00,-0.04,87800.00,-0.01,1125.00,0.33,350.00,0.10
1319,Entry Short,Short,2024-05-30 17:00,69035,1,-125.00,-0.04,87800.00,-0.01,1125.00,0.33,350.00,0.10
1318,Exit Short,Short SL,2024-05-29 18:30,67560,1,250.00,0.07,87925.00,0.02,2325.00,0.69,1275.00,0.38
1318,Entry Short,Short,2024-05-29 17:00,67610,1,250.00,0.07,87925.00,0.02,2325.00,0.69,1275.00,0.38
1317,Exit Long,Long SL,2024-05-28 18:30,67830,1,250.00,0.07,87675.00,0.02,3475.00,1.03,475.00,0.14
1317,Entry Long,Long,2024-05-28 16:45,67780,1,250.00,0.07,87675.00,0.02,3475.00,1.03,475.00,0.14
1316,Exit Short,Long,2024-05-28 16:45,67780,1,1000.00,0.29,87425.00,0.09,1225.00,0.36,925.00,0.27
1316,Entry Short,Short,2024-05-28 16:30,67980,1,1000.00,0.29,87425.00,0.09,1225.00,0.36,925.00,0.27
1315,Exit Long,Short,2024-05-28 16:30,67980,1,0,0.00,86425.00,0.00,0,0.00,0,0.00
1315,Entry Long,Long,2024-05-28 16:30,67980,1,0,0.00,86425.00,0.00,0,0.00,0,0.00
1314,Exit Long,Long SL,2024-05-24 18:15,68305,1,-450.00,-0.13,86425.00,-0.04,1275.00,0.37,525.00,0.15
1314,Entry Long,Long,2024-05-24 17:15,68395,1,-450.00,-0.13,86425.00,-0.04,1275.00,0.37,525.00,0.15
1313,Exit Short,Short Profit,2024-05-23 22:00,66595,1,6800.00,2.00,86875.00,0.63,6800.00,2.00,2525.00,0.74
1313,Entry Short,Short,2024-05-23 16:45,67955,1,6800.00,2.00,86875.00,0.63,6800.00,2.00,2525.00,0.74
1312,Exit Short,Closing Bell,2024-05-22 22:15,70025,1,-1800.00,-0.52,80075.00,-0.17,1275.00,0.37,2100.00,0.60
1312,Entry Short,Short,2024-05-22 20:30,69665,1,-1800.00,-0.52,80075.00,-0.17,1275.00,0.37,2100.00,0.60
1311,Exit Long,Long SL,2024-05-22 19:00,70455,1,250.00,0.07,81875.00,0.02,3025.00,0.86,1025.00,0.29
1311,Entry Long,Long,2024-05-22 17:00,70405,1,250.00,0.07,81875.00,0.02,3025.00,0.86,1025.00,0.29
1310,Exit Short,Short SL,2024-05-21 18:15,70435,1,250.00,0.07,81625.00,0.02,2900.00,0.82,1375.00,0.39
1310,Entry Short,Short,2024-05-21 17:00,70485,1,250.00,0.07,81625.00,0.02,2900.00,0.82,1375.00,0.39
1309,Exit Long,Long SL,2024-05-17 19:00,67240,1,250.00,0.07,81375.00,0.02,3375.00,1.00,1450.00,0.43
1309,Entry Long,Long,2024-05-17 17:00,67190,1,250.00,0.07,81375.00,0.02,3375.00,1.00,1450.00,0.43
1308,Exit Short,Closing Bell,2024-05-16 22:15,65380,1,2750.00,0.83,81125.00,0.26,5200.00,1.58,1625.00,0.49
1308,Entry Short,Short,2024-05-16 17:00,65930,1,2750.00,0.83,81125.00,0.26,5200.00,1.58,1625.00,0.49
1307,Exit Long,Long Profit,2024-05-15 20:45,66025,1,6475.00,2.00,78375.00,0.60,6475.00,2.00,250.00,0.08
1307,Entry Long,Long,2024-05-15 16:45,64730,1,6475.00,2.00,78375.00,0.60,6475.00,2.00,250.00,0.08
1306,Exit Short,Short Profit,2024-05-10 18:00,60780,1,6225.00,2.01,71900.00,0.58,6225.00,2.01,125.00,0.04
1306,Entry Short,Short,2024-05-10 16:45,62025,1,6225.00,2.01,71900.00,0.58,6225.00,2.01,125.00,0.04
1305,Exit Short,Short SL,2024-05-08 20:00,63035,1,-3125.00,-1.00,65675.00,-0.29,625.00,0.20,3125.00,1.00
1305,Entry Short,Short,2024-05-08 17:30,62410,1,-3125.00,-1.00,65675.00,-0.29,625.00,0.20,3125.00,1.00
1304,Exit Long,Long SL,2024-05-08 17:15,62445,1,-3175.00,-1.01,68800.00,-0.30,575.00,0.18,3175.00,1.01
1304,Entry Long,Long,2024-05-08 16:45,63080,1,-3175.00,-1.01,68800.00,-0.30,575.00,0.18,3175.00,1.01
1303,Exit Short,Short SL,2024-05-06 17:45,64060,1,250.00,0.08,71975.00,0.02,4025.00,1.26,550.00,0.17
1303,Entry Short,Short,2024-05-06 16:45,64110,1,250.00,0.08,71975.00,0.02,4025.00,1.26,550.00,0.17
1302,Exit Long,Closing Bell,2024-05-03 22:15,62700,1,1025.00,0.33,71725.00,0.10,1200.00,0.38,2275.00,0.73
1302,Entry Long,Long,2024-05-03 18:30,62495,1,1025.00,0.33,71725.00,0.10,1200.00,0.38,2275.00,0.73
1301,Exit Short,Short SL,2024-05-03 18:15,62510,1,-3100.00,-1.00,70700.00,-0.29,200.00,0.06,3100.00,1.00
1301,Entry Short,Short,2024-05-03 17:30,61890,1,-3100.00,-1.00,70700.00,-0.29,200.00,0.06,3100.00,1.00
1300,Exit Long,Long SL,2024-05-02 17:45,59730,1,250.00,0.08,73800.00,0.02,1300.00,0.44,1275.00,0.43
1300,Entry Long,Long,2024-05-02 16:45,59680,1,250.00,0.08,73800.00,0.02,1300.00,0.44,1275.00,0.43
1299,Exit Long,Long Profit,2024-05-01 20:30,58965,1,5800.00,2.01,73550.00,0.54,5800.00,2.01,750.00,0.26
1299,Entry Long,Long,2024-05-01 20:00,57805,1,5800.00,2.01,73550.00,0.54,5800.00,2.01,750.00,0.26
