Trade #,Type,Signal,Date/Time,Price,Contracts,Profit USD,Profit %,Cum. Profit USD,Cum. Profit %,Run-up USD,Run-up %,Drawdown USD,Drawdown %
1093,Entry Short,Short,2023-05-22 17:15,26900,1,150.00,0.11,44725.00,0.01,500.00,0.37,300.00,0.22
1092,Exit Short,Short Profit,2023-05-18 19:30,26655,1,2725.00,2.00,44575.00,0.26,2725.00,2.00,625.00,0.46
1092,Entry Short,Short,2023-05-18 16:45,27200,1,2725.00,2.00,44575.00,0.26,2725.00,2.00,625.00,0.46
1091,Exit Short,Short SL,2023-05-12 18:15,26385,1,250.00,0.19,41850.00,0.02,900.00,0.68,0,0.00
1091,Entry Short,Short,2023-05-12 16:45,26435,1,250.00,0.19,41850.00,0.02,900.00,0.68,0,0.00
1090,Exit Short,Closing Bell,2023-05-11 22:15,26910,1,1225.00,0.90,41600.00,0.12,2125.00,1.57,525.00,0.39
1090,Entry Short,Short,2023-05-11 16:45,27155,1,1225.00,0.90,41600.00,0.12,2125.00,1.57,525.00,0.39
1089,Exit Long,Long SL,2023-05-10 19:00,28040,1,-1425.00,-1.01,40375.00,-0.14,450.00,0.32,1425.00,1.01
1089,Entry Long,Long,2023-05-10 18:15,28325,1,-1425.00,-1.01,40375.00,-0.14,450.00,0.32,1425.00,1.01
1088,Exit Short,Long,2023-05-10 18:15,28325,1,-650.00,-0.46,41800.00,-0.06,300.00,0.21,825.00,0.59
1088,Entry Short,Short,2023-05-10 16:45,28195,1,-650.00,-0.46,41800.00,-0.06,300.00,0.21,825.00,0.59
1087,Exit Long,Closing Bell,2023-05-09 22:15,27700,1,-350.00,-0.25,42450.00,-0.03,325.00,0.23,1025.00,0.74
1087,Entry Long,Long,2023-05-09 19:00,27770,1,-350.00,-0.25,42450.00,-0.03,325.00,0.23,1025.00,0.74
1086,Exit Short,Short SL,2023-05-09 18:45,27710,1,-1375.00,-1.00,42800.00,-0.13,175.00,0.13,1375.00,1.00
1086,Entry Short,Short,2023-05-09 18:00,27435,1,-1375.00,-1.00,42800.00,-0.13,175.00,0.13,1375.00,1.00
1085,Exit Short,Closing Bell,2023-05-04 22:15,28995,1,-975.00,-0.68,44175.00,-0.09,125.00,0.09,1175.00,0.82
1085,Entry Short,Short,2023-05-04 20:30,28800,1,-975.00,-0.68,44175.00,-0.09,125.00,0.09,1175.00,0.82
1084,Exit Long,Short,2023-05-04 20:30,28800,1,-1375.00,-0.95,45150.00,-0.13,175.00,0.12,1375.00,0.95
1084,Entry Long,Long,2023-05-04 18:30,29075,1,-1375.00,-0.95,45150.00,-0.13,175.00,0.12,1375.00,0.95
1083,Exit Long,Long SL,2023-05-03 19:45,28565,1,250.00,0.18,46525.00,0.02,1825.00,1.28,425.00,0.30
1083,Entry Long,Long,2023-05-03 18:30,28515,1,250.00,0.18,46525.00,0.02,1825.00,1.28,425.00,0.30
1082,Exit Short,Short SL,2023-05-03 18:15,28555,1,-1425.00,-1.01,46275.00,-0.14,250.00,0.18,1425.00,1.01
1082,Entry Short,Short,2023-05-03 17:00,28270,1,-1425.00,-1.01,46275.00,-0.14,250.00,0.18,1425.00,1.01
1081,Exit Long,Long SL,2023-05-02 18:00,28700,1,75.00,0.05,47700.00,0.01,1200.00,0.84,825.00,0.58
1081,Entry Long,Long,2023-05-02 17:30,28685,1,75.00,0.05,47700.00,0.01,1200.00,0.84,825.00,0.58
1080,Exit Short,Short SL,2023-05-01 18:45,28405,1,250.00,0.18,47625.00,0.02,1900.00,1.34,100.00,0.07
1080,Entry Short,Short,2023-05-01 17:15,28455,1,250.00,0.18,47625.00,0.02,1900.00,1.34,100.00,0.07
1079,Exit Long,Closing Bell,2023-04-28 22:15,29485,1,100.00,0.07,47375.00,0.01,675.00,0.46,875.00,0.59
1079,Entry Long,Long,2023-04-28 19:00,29465,1,100.00,0.07,47375.00,0.01,675.00,0.46,875.00,0.59
1078,Exit Short,Short SL,2023-04-28 17:30,29220,1,250.00,0.17,47275.00,0.02,875.00,0.60,675.00,0.46
1078,Entry Short,Short,2023-04-28 16:45,29270,1,250.00,0.17,47275.00,0.02,875.00,0.60,675.00,0.46
1077,Exit Long,Long SL,2023-04-27 17:45,29190,1,-1700.00,-1.15,47025.00,-0.16,500.00,0.34,1700.00,1.15
1077,Entry Long,Long,2023-04-27 17:30,29530,1,-1700.00,-1.15,47025.00,-0.16,500.00,0.34,1700.00,1.15
1076,Exit Short,Short Profit,2023-04-26 21:45,28280,1,4100.00,2.82,48725.00,0.39,4650.00,3.20,275.00,0.19
1076,Entry Short,Short,2023-04-26 21:30,29100,1,4100.00,2.82,48725.00,0.39,4650.00,3.20,275.00,0.19
1075,Exit Long,Long SL,2023-04-26 21:15,29520,1,-1500.00,-1.01,44625.00,-0.14,475.00,0.32,1500.00,1.01
1075,Entry Long,Long,2023-04-26 17:45,29820,1,-1500.00,-1.01,44625.00,-0.14,475.00,0.32,1500.00,1.01
1074,Exit Short,Short SL,2023-04-24 19:15,27275,1,225.00,0.16,46125.00,0.02,1700.00,1.24,600.00,0.44
1074,Entry Short,Short,2023-04-24 16:45,27320,1,225.00,0.16,46125.00,0.02,1700.00,1.24,600.00,0.44
1073,Exit Short,Short Profit,2023-04-21 21:00,27400,1,2800.00,2.00,45900.00,0.27,2800.00,2.00,650.00,0.46
1073,Entry Short,Short,2023-04-21 18:30,27960,1,2800.00,2.00,45900.00,0.27,2800.00,2.00,650.00,0.46
1072,Exit Short,Short SL,2023-04-18 20:15,30170,1,250.00,0.17,43100.00,0.02,1000.00,0.66,675.00,0.45
1072,Entry Short,Short,2023-04-18 17:45,30220,1,250.00,0.17,43100.00,0.02,1000.00,0.66,675.00,0.45
1071,Exit Short,Closing Bell,2023-04-14 22:15,30485,1,325.00,0.21,42850.00,0.03,2425.00,1.59,275.00,0.18
1071,Entry Short,Short,2023-04-14 17:15,30550,1,325.00,0.21,42850.00,0.03,2425.00,1.59,275.00,0.18
1070,Exit Long,Closing Bell,2023-04-13 22:15,30415,1,-1225.00,-0.80,42525.00,-0.12,1200.00,0.78,1500.00,0.98
1070,Entry Long,Long,2023-04-13 16:45,30660,1,-1225.00,-0.80,42525.00,-0.12,1200.00,0.78,1500.00,0.98
1069,Exit Short,Short SL,2023-04-12 17:45,30165,1,250.00,0.17,43750.00,0.02,2075.00,1.37,175.00,0.12
1069,Entry Short,Short,2023-04-12 17:00,30215,1,250.00,0.17,43750.00,0.02,2075.00,1.37,175.00,0.12
1068,Exit Long,Closing Bell,2023-04-05 22:15,28365,1,-400.00,-0.28,43500.00,-0.04,25.00,0.02,675.00,0.47
1068,Entry Long,Long,2023-04-05 21:45,28445,1,-400.00,-0.28,43500.00,-0.04,25.00,0.02,675.00,0.47
1067,Exit Short,Short SL,2023-04-05 19:15,28180,1,250.00,0.18,43900.00,0.02,1475.00,1.04,125.00,0.09
1067,Entry Short,Short,2023-04-05 17:00,28230,1,250.00,0.18,43900.00,0.02,1475.00,1.04,125.00,0.09
1066,Exit Long,Closing Bell,2023-04-04 22:15,28365,1,-225.00,-0.16,43650.00,-0.02,200.00,0.14,900.00,0.63
1066,Entry Long,Long,2023-04-04 20:00,28410,1,-225.00,-0.16,43650.00,-0.02,200.00,0.14,900.00,0.63
1065,Exit Short,Long,2023-04-04 20:00,28410,1,-850.00,-0.60,43875.00,-0.08,750.00,0.53,925.00,0.66
1065,Entry Short,Short,2023-04-04 17:15,28240,1,-850.00,-0.60,43875.00,-0.08,750.00,0.53,925.00,0.66
1064,Exit Short,Closing Bell,2023-03-31 22:15,28675,1,-325.00,-0.23,44725.00,-0.03,375.00,0.26,925.00,0.65
1064,Entry Short,Short,2023-03-31 19:45,28610,1,-325.00,-0.23,44725.00,-0.03,375.00,0.26,925.00,0.65
1063,Exit Long,Short,2023-03-31 19:45,28610,1,-1175.00,-0.81,45050.00,-0.11,625.00,0.43,1275.00,0.88
1063,Entry Long,Long,2023-03-31 16:45,28845,1,-1175.00,-0.81,45050.00,-0.11,625.00,0.43,1275.00,0.88
1062,Exit Short,Closing Bell,2023-03-30 22:15,28160,1,1575.00,1.11,46225.00,0.15,2800.00,1.97,325.00,0.23
1062,Entry Short,Short,2023-03-30 18:15,28475,1,1575.00,1.11,46225.00,0.15,2800.00,1.97,325.00,0.23
1061,Exit Short,Short SL,2023-03-29 19:15,28310,1,125.00,0.09,44650.00,0.01,875.00,0.62,1050.00,0.74
1061,Entry Short,Short,2023-03-29 17:00,28335,1,125.00,0.09,44650.00,0.01,875.00,0.62,1050.00,0.74
1060,Exit Short,Short SL,2023-03-27 17:30,26980,1,-100.00,-0.07,44525.00,-0.01,2200.00,1.63,200.00,0.15
1060,Entry Short,Short,2023-03-27 17:00,26960,1,-100.00,-0.07,44525.00,-0.01,2200.00,1.63,200.00,0.15
1059,Exit Short,Short SL,2023-03-24 20:15,27930,1,250.00,0.18,44625.00,0.02,1700.00,1.22,1125.00,0.80
1059,Entry Short,Short,2023-03-24 16:15,27980,1,250.00,0.18,44625.00,0.02,1700.00,1.22,1125.00,0.80
1058,Exit Long,Long Profit,2023-03-23 16:15,28745,1,2825.00,2.00,44375.00,0.27,2825.00,2.00,325.00,0.23
1058,Entry Long,Long,2023-03-23 16:00,28180,1,2825.00,2.00,44375.00,0.27,2825.00,2.00,325.00,0.23
1057,Exit Short,Short SL,2023-03-22 19:00,28805,1,-1450.00,-1.02,41550.00,-0.14,925.00,0.65,1450.00,1.02
1057,Entry Short,Short,2023-03-22 18:30,28515,1,-1450.00,-1.02,41550.00,-0.14,925.00,0.65,1450.00,1.02
1056,Exit Long,Long SL,2023-03-22 16:45,28775,1,75.00,0.05,43000.00,0.01,750.00,0.52,50.00,0.03
1056,Entry Long,Long,2023-03-22 16:00,28760,1,75.00,0.05,43000.00,0.01,750.00,0.52,50.00,0.03
1055,Exit Long,Long SL,2023-03-21 18:45,28205,1,250.00,0.18,42925.00,0.02,2625.00,1.86,225.00,0.16
1055,Entry Long,Long,2023-03-21 16:15,28155,1,250.00,0.18,42925.00,0.02,2625.00,1.86,225.00,0.16
1054,Exit Short,Short SL,2023-03-20 18:15,27900,1,-125.00,-0.09,42675.00,-0.01,1075.00,0.77,475.00,0.34
1054,Entry Short,Short,2023-03-20 17:00,27875,1,-125.00,-0.09,42675.00,-0.01,1075.00,0.77,475.00,0.34
1053,Exit Long,Long SL,2023-03-20 16:45,27975,1,-1425.00,-1.01,42800.00,-0.14,400.00,0.28,1425.00,1.01
1053,Entry Long,Long,2023-03-20 16:00,28260,1,-1425.00,-1.01,42800.00,-0.14,400.00,0.28,1425.00,1.01
1052,Exit Long,Long SL,2023-03-17 19:00,26580,1,-1350.00,-1.01,44225.00,-0.13,250.00,0.19,1350.00,1.01
1052,Entry Long,Long,2023-03-17 18:15,26850,1,-1350.00,-1.01,44225.00,-0.13,250.00,0.19,1350.00,1.01
1051,Exit Short,Short SL,2023-03-17 16:00,26555,1,-1325.00,-1.01,45575.00,-0.13,25.00,0.02,1325.00,1.01
1051,Entry Short,Short,2023-03-17 15:45,26290,1,-1325.00,-1.01,45575.00,-0.13,25.00,0.02,1325.00,1.01
1050,Exit Short,Short SL,2023-03-16 20:15,25030,1,-1250.00,-1.01,46900.00,-0.12,125.00,0.10,1250.00,1.01
1050,Entry Short,Short,2023-03-16 19:15,24780,1,-1250.00,-1.01,46900.00,-0.12,125.00,0.10,1250.00,1.01
1049,Exit Long,Long SL,2023-03-16 18:15,24745,1,-1250.00,-1.00,48150.00,-0.12,975.00,0.78,1250.00,1.00
1049,Entry Long,Long,2023-03-16 15:45,24995,1,-1250.00,-1.00,48150.00,-0.12,975.00,0.78,1250.00,1.00
1048,Exit Short,Short SL,2023-03-15 16:00,24990,1,-1250.00,-1.01,49400.00,-0.12,325.00,0.26,1300.00,1.05
1048,Entry Short,Short,2023-03-15 15:45,24740,1,-1250.00,-1.01,49400.00,-0.12,325.00,0.26,1300.00,1.05
1047,Exit Short,Short Profit,2023-03-14 19:45,25325,1,2600.00,2.01,50650.00,0.25,2600.00,2.01,175.00,0.14
1047,Entry Short,Short,2023-03-14 18:45,25845,1,2600.00,2.01,50650.00,0.25,2600.00,2.01,175.00,0.14
1046,Exit Long,Long SL,2023-03-14 18:15,25860,1,-1325.00,-1.01,48050.00,-0.13,100.00,0.08,1400.00,1.07
1046,Entry Long,Long,2023-03-14 17:15,26125,1,-1325.00,-1.01,48050.00,-0.13,100.00,0.08,1400.00,1.07
1045,Exit Long,Long SL,2023-03-13 16:45,24215,1,125.00,0.10,49375.00,0.01,2150.00,1.78,800.00,0.66
1045,Entry Long,Long,2023-03-13 16:15,24190,1,125.00,0.10,49375.00,0.01,2150.00,1.78,800.00,0.66
1044,Exit Long,Long SL,2023-03-10 17:15,19915,1,250.00,0.25,49250.00,0.02,800.00,0.81,125.00,0.13
1044,Entry Long,Long,2023-03-10 16:45,19865,1,250.00,0.25,49250.00,0.02,800.00,0.81,125.00,0.13
1043,Exit Short,Closing Bell,2023-03-08 22:15,22105,1,-625.00,-0.57,49000.00,-0.06,75.00,0.07,900.00,0.82
1043,Entry Short,Short,2023-03-08 19:30,21980,1,-625.00,-0.57,49000.00,-0.06,75.00,0.07,900.00,0.82
1042,Exit Short,Short SL,2023-03-02 19:45,23580,1,-1175.00,-1.01,49625.00,-0.11,125.00,0.11,1175.00,1.01
1042,Entry Short,Short,2023-03-02 18:15,23345,1,-1175.00,-1.01,49625.00,-0.11,125.00,0.11,1175.00,1.01
1041,Exit Long,Short,2023-03-02 18:15,23345,1,-675.00,-0.57,50800.00,-0.06,175.00,0.15,675.00,0.57
1041,Entry Long,Long,2023-03-02 17:00,23480,1,-675.00,-0.57,50800.00,-0.06,175.00,0.15,675.00,0.57
1040,Exit Short,Closing Bell,2023-03-01 22:15,23530,1,-350.00,-0.30,51475.00,-0.03,175.00,0.15,650.00,0.55
1040,Entry Short,Short,2023-03-01 21:00,23460,1,-350.00,-0.30,51475.00,-0.03,175.00,0.15,650.00,0.55
1039,Exit Long,Long SL,2023-03-01 20:45,23665,1,-1200.00,-1.00,51825.00,-0.11,25.00,0.02,1200.00,1.00
1039,Entry Long,Long,2023-03-01 16:45,23905,1,-1200.00,-1.00,51825.00,-0.11,25.00,0.02,1200.00,1.00
1038,Exit Short,Closing Bell,2023-02-28 22:15,23315,1,250.00,0.21,53025.00,0.02,625.00,0.53,525.00,0.45
1038,Entry Short,Short,2023-02-28 20:30,23365,1,250.00,0.21,53025.00,0.02,625.00,0.53,525.00,0.45
1037,Exit Short,Short Profit,2023-02-24 17:00,23095,1,2375.00,2.02,52775.00,0.23,2375.00,2.02,225.00,0.19
1037,Entry Short,Short,2023-02-24 16:45,23570,1,2375.00,2.02,52775.00,0.23,2375.00,2.02,225.00,0.19
1036,Exit Short,Short SL,2023-02-22 20:00,23860,1,-1200.00,-1.02,50400.00,-0.11,0,0.00,1200.00,1.02
1036,Entry Short,Short,2023-02-22 18:15,23620,1,-1200.00,-1.02,50400.00,-0.11,0,0.00,1200.00,1.02
1035,Exit Short,Short SL,2023-02-21 18:45,24630,1,-1225.00,-1.00,51600.00,-0.12,425.00,0.35,1225.00,1.00
1035,Entry Short,Short,2023-02-21 17:30,24385,1,-1225.00,-1.00,51600.00,-0.12,425.00,0.35,1225.00,1.00
1034,Exit Long,Long SL,2023-02-21 17:15,24365,1,-1250.00,-1.02,52825.00,-0.12,200.00,0.16,1250.00,1.02
1034,Entry Long,Long,2023-02-21 16:45,24615,1,-1250.00,-1.02,52825.00,-0.12,200.00,0.16,1250.00,1.02
1033,Exit Short,Closing Bell,2023-02-20 22:15,24820,1,425.00,0.34,54075.00,0.04,1100.00,0.88,350.00,0.28
1033,Entry Short,Short,2023-02-20 17:15,24905,1,425.00,0.34,54075.00,0.04,1100.00,0.88,350.00,0.28
1032,Exit Long,Short,2023-02-20 17:15,24905,1,-675.00,-0.54,53650.00,-0.06,0,0.00,875.00,0.70
1032,Entry Long,Long,2023-02-20 16:45,25040,1,-675.00,-0.54,53650.00,-0.06,0,0.00,875.00,0.70
1031,Exit Long,Long SL,2023-02-17 17:30,24075,1,-1300.00,-1.07,54325.00,-0.12,50.00,0.04,1525.00,1.25
1031,Entry Long,Long,2023-02-17 17:15,24335,1,-1300.00,-1.07,54325.00,-0.12,50.00,0.04,1525.00,1.25
1030,Exit Short,Closing Bell,2023-02-16 22:15,24640,1,-650.00,-0.53,55625.00,-0.06,0,0.00,1025.00,0.84
1030,Entry Short,Short,2023-02-16 21:30,24510,1,-650.00,-0.53,55625.00,-0.06,0,0.00,1025.00,0.84
1029,Exit Long,Long Profit,2023-02-16 17:00,25340,1,2500.00,2.01,56275.00,0.24,2500.00,2.01,25.00,0.02
1029,Entry Long,Long,2023-02-16 16:45,24840,1,2500.00,2.01,56275.00,0.24,2500.00,2.01,25.00,0.02
1028,Exit Short,Short SL,2023-02-14 20:15,22255,1,-1125.00,-1.02,53775.00,-0.11,450.00,0.41,1125.00,1.02
1028,Entry Short,Short,2023-02-14 16:45,22030,1,-1125.00,-1.02,53775.00,-0.11,450.00,0.41,1125.00,1.02
1027,Exit Short,Short SL,2023-02-10 18:45,21705,1,250.00,0.23,54900.00,0.02,925.00,0.85,150.00,0.14
1027,Entry Short,Short,2023-02-10 16:45,21755,1,250.00,0.23,54900.00,0.02,925.00,0.85,150.00,0.14
1026,Exit Short,Short Profit,2023-02-09 20:15,22160,1,2275.00,2.01,54650.00,0.22,2275.00,2.01,400.00,0.35
1026,Entry Short,Short,2023-02-09 16:45,22615,1,2275.00,2.01,54650.00,0.22,2275.00,2.01,400.00,0.35
1025,Exit Short,Closing Bell,2023-02-03 22:15,23500,1,725.00,0.61,52375.00,0.07,1525.00,1.29,125.00,0.11
1025,Entry Short,Short,2023-02-03 19:00,23645,1,725.00,0.61,52375.00,0.07,1525.00,1.29,125.00,0.11
1024,Exit Long,Long SL,2023-02-02 20:00,24055,1,250.00,0.21,51650.00,0.02,1650.00,1.37,300.00,0.25
1024,Entry Long,Long,2023-02-02 16:45,24005,1,250.00,0.21,51650.00,0.02,1650.00,1.37,300.00,0.25
1023,Exit Short,Short Profit,2023-01-30 20:00,22790,1,2350.00,2.02,51400.00,0.22,2350.00,2.02,850.00,0.73
1023,Entry Short,Short,2023-01-30 16:45,23260,1,2350.00,2.02,51400.00,0.22,2350.00,2.02,850.00,0.73
1022,Exit Short,Short SL,2023-01-27 17:15,23300,1,-1175.00,-1.02,49050.00,-0.11,25.00,0.02,1175.00,1.02
1022,Entry Short,Short,2023-01-27 17:00,23065,1,-1175.00,-1.02,49050.00,-0.11,25.00,0.02,1175.00,1.02
1021,Exit Long,Short,2023-01-27 17:00,23065,1,-1475.00,-1.26,50225.00,-0.14,100.00,0.09,1500.00,1.28
1021,Entry Long,Long,2023-01-27 16:45,23360,1,-1475.00,-1.26,50225.00,-0.14,100.00,0.09,1500.00,1.28
1020,Exit Short,Closing Bell,2023-01-26 22:15,23230,1,150.00,0.13,51700.00,0.01,900.00,0.77,550.00,0.47
1020,Entry Short,Short,2023-01-26 16:45,23260,1,150.00,0.13,51700.00,0.01,900.00,0.77,550.00,0.47
1019,Exit Long,Long Profit,2023-01-25 22:00,23040,1,2275.00,2.01,51550.00,0.22,2275.00,2.01,275.00,0.24
1019,Entry Long,Long,2023-01-25 16:45,22585,1,2275.00,2.01,51550.00,0.22,2275.00,2.01,275.00,0.24
1018,Exit Short,Short SL,2023-01-23 21:45,23025,1,-1150.00,-1.01,49275.00,-0.11,475.00,0.42,1150.00,1.01
1018,Entry Short,Short,2023-01-23 20:45,22795,1,-1150.00,-1.01,49275.00,-0.11,475.00,0.42,1150.00,1.01
1017,Exit Long,Long SL,2023-01-23 19:45,23000,1,250.00,0.22,50425.00,0.02,1450.00,1.26,525.00,0.46
1017,Entry Long,Long,2023-01-23 17:00,22950,1,250.00,0.22,50425.00,0.02,1450.00,1.26,525.00,0.46
1016,Exit Long,Long Profit,2023-01-20 21:00,21850,1,2150.00,2.01,50175.00,0.21,2150.00,2.01,200.00,0.19
1016,Entry Long,Long,2023-01-20 17:45,21420,1,2150.00,2.01,50175.00,0.21,2150.00,2.01,200.00,0.19
1015,Exit Long,Long SL,2023-01-19 22:00,21100,1,250.00,0.24,48025.00,0.02,1125.00,1.07,0,0.00
1015,Entry Long,Long,2023-01-19 19:45,21050,1,250.00,0.24,48025.00,0.02,1125.00,1.07,0,0.00
1014,Exit Short,Short Profit,2023-01-18 17:00,20930,1,2150.00,2.01,47775.00,0.21,2250.00,2.11,150.00,0.14
1014,Entry Short,Short,2023-01-18 16:45,21360,1,2150.00,2.01,47775.00,0.21,2250.00,2.11,150.00,0.14
1013,Exit Long,Closing Bell,2023-01-17 22:15,21415,1,-250.00,-0.23,45625.00,-0.02,325.00,0.30,525.00,0.49
1013,Entry Long,Long,2023-01-17 20:00,21465,1,-250.00,-0.23,45625.00,-0.02,325.00,0.30,525.00,0.49
1012,Exit Short,Short SL,2023-01-17 19:30,21400,1,-1075.00,-1.01,45875.00,-0.10,275.00,0.26,1075.00,1.01
1012,Entry Short,Short,2023-01-17 16:45,21185,1,-1075.00,-1.01,45875.00,-0.10,275.00,0.26,1075.00,1.01
1011,Exit Long,Long Profit,2023-01-16 20:00,21460,1,2125.00,2.02,46950.00,0.20,2125.00,2.02,150.00,0.14
1011,Entry Long,Long,2023-01-16 16:45,21035,1,2125.00,2.02,46950.00,0.20,2125.00,2.02,150.00,0.14
1010,Exit Long,Long SL,2023-01-13 22:00,19465,1,250.00,0.26,44825.00,0.02,800.00,0.82,675.00,0.70
1010,Entry Long,Long,2023-01-13 18:30,19415,1,250.00,0.26,44825.00,0.02,800.00,0.82,675.00,0.70
1009,Exit Long,Long Profit,2023-01-12 18:30,18590,1,1825.00,2.00,44575.00,0.18,1825.00,2.00,0,0.00
1009,Entry Long,Long,2023-01-12 18:15,18225,1,1825.00,2.00,44575.00,0.18,1825.00,2.00,0,0.00
1008,Exit Long,Closing Bell,2022-12-30 22:15,16565,1,475.00,0.58,42750.00,0.05,800.00,0.97,75.00,0.09
1008,Entry Long,Long,2022-12-30 16:45,16470,1,475.00,0.58,42750.00,0.05,800.00,0.97,75.00,0.09
1007,Exit Short,Closing Bell,2022-12-28 22:15,16560,1,125.00,0.15,42275.00,0.01,375.00,0.45,275.00,0.33
1007,Entry Short,Short,2022-12-28 16:45,16585,1,125.00,0.15,42275.00,0.01,375.00,0.45,275.00,0.33
1006,Exit Short,Closing Bell,2022-12-20 22:15,16810,1,425.00,0.50,42150.00,0.04,850.00,1.01,100.00,0.12
1006,Entry Short,Short,2022-12-20 17:00,16895,1,425.00,0.50,42150.00,0.04,850.00,1.01,100.00,0.12
1005,Exit Short,Closing Bell,2022-12-15 22:15,17395,1,-100.00,-0.12,41725.00,-0.01,425.00,0.49,425.00,0.49
1005,Entry Short,Short,2022-12-15 17:45,17375,1,-100.00,-0.12,41725.00,-0.01,425.00,0.49,425.00,0.49
1004,Exit Short,Short SL,2022-12-14 21:00,17910,1,250.00,0.28,41825.00,0.02,1250.00,1.39,150.00,0.17
1004,Entry Short,Short,2022-12-14 20:15,17960,1,250.00,0.28,41825.00,0.02,1250.00,1.39,150.00,0.17
1003,Exit Long,Long SL,2022-12-14 19:45,18235,1,250.00,0.27,41575.00,0.02,1175.00,1.29,450.00,0.49
1003,Entry Long,Long,2022-12-14 17:30,18185,1,250.00,0.27,41575.00,0.02,1175.00,1.29,450.00,0.49
1002,Exit Short,Short SL,2022-12-13 19:15,17680,1,250.00,0.28,41325.00,0.02,675.00,0.76,550.00,0.62
1002,Entry Short,Short,2022-12-13 17:00,17730,1,250.00,0.28,41325.00,0.02,675.00,0.76,550.00,0.62
1001,Exit Short,Closing Bell,2022-12-06 22:15,16930,1,-425.00,-0.50,41075.00,-0.04,225.00,0.27,575.00,0.68
1001,Entry Short,Short,2022-12-06 19:15,16845,1,-425.00,-0.50,41075.00,-0.04,225.00,0.27,575.00,0.68
1000,Exit Long,Long SL,2022-11-28 17:15,15685,1,-800.00,-1.01,41500.00,-0.08,125.00,0.16,800.00,1.01
1000,Entry Long,Long,2022-11-28 16:45,15845,1,-800.00,-1.01,41500.00,-0.08,125.00,0.16,800.00,1.01
999,Exit Short,Long,2022-11-28 16:45,15845,1,100.00,0.13,42300.00,0.01,175.00,0.22,25.00,0.03
999,Entry Short,Short,2022-11-28 16:30,15865,1,100.00,0.13,42300.00,0.01,175.00,0.22,25.00,0.03
998,Exit Long,Short,2022-11-28 16:30,15865,1,0,0.00,42200.00,0.00,0,0.00,0,0.00
998,Entry Long,Long,2022-11-28 16:30,15865,1,0,0.00,42200.00,0.00,0,0.00,0,0.00
997,Exit Short,Closing Bell,2022-11-22 22:15,16010,1,500.00,0.62,42200.00,0.05,650.00,0.81,500.00,0.62
997,Entry Short,Short,2022-11-22 18:15,16110,1,500.00,0.62,42200.00,0.05,650.00,0.81,500.00,0.62
996,Exit Long,Closing Bell,2022-11-17 22:15,16580,1,125.00,0.15,41700.00,0.01,275.00,0.33,550.00,0.66
996,Entry Long,Long,2022-11-17 19:00,16555,1,125.00,0.15,41700.00,0.01,275.00,0.33,550.00,0.66
995,Exit Short,Short SL,2022-11-15 20:00,16570,1,250.00,0.30,41575.00,0.02,1150.00,1.38,100.00,0.12
995,Entry Short,Short,2022-11-15 19:30,16620,1,250.00,0.30,41575.00,0.02,1150.00,1.38,100.00,0.12
994,Exit Long,Long SL,2022-11-15 17:45,16690,1,-850.00,-1.01,41325.00,-0.08,25.00,0.03,850.00,1.01
994,Entry Long,Long,2022-11-15 16:45,16860,1,-850.00,-1.01,41325.00,-0.08,25.00,0.03,850.00,1.01
993,Exit Short,Short SL,2022-11-14 19:00,16230,1,-825.00,-1.03,42175.00,-0.08,1100.00,1.37,825.00,1.03
993,Entry Short,Short,2022-11-14 17:30,16065,1,-825.00,-1.03,42175.00,-0.08,1100.00,1.37,825.00,1.03
992,Exit Short,Short SL,2022-11-11 17:30,16120,1,250.00,0.31,43000.00,0.02,1150.00,1.42,775.00,0.96
992,Entry Short,Short,2022-11-11 16:45,16170,1,250.00,0.31,43000.00,0.02,1150.00,1.42,775.00,0.96
991,Exit Short,Short SL,2022-11-10 19:00,17060,1,-850.00,-1.01,42750.00,-0.08,850.00,1.01,850.00,1.01
991,Entry Short,Short,2022-11-10 18:45,16890,1,-850.00,-1.01,42750.00,-0.08,850.00,1.01,850.00,1.01
990,Exit Long,Long Profit,2022-11-10 17:30,17475,1,1725.00,2.01,43600.00,0.17,1725.00,2.01,300.00,0.35
990,Entry Long,Long,2022-11-10 17:15,17130,1,1725.00,2.01,43600.00,0.17,1725.00,2.01,300.00,0.35
989,Exit Short,Short Profit,2022-11-09 17:15,16640,1,1700.00,2.00,41875.00,0.16,1700.00,2.00,925.00,1.09
989,Entry Short,Short,2022-11-09 16:45,16980,1,1700.00,2.00,41875.00,0.16,1700.00,2.00,925.00,1.09
988,Exit Short,Short Profit,2022-11-08 19:30,18610,1,1900.00,2.00,40175.00,0.18,3250.00,3.42,0,0.00
988,Entry Short,Short,2022-11-08 19:15,18990,1,1900.00,2.00,40175.00,0.18,3250.00,3.42,0,0.00
987,Exit Long,Long Profit,2022-11-08 17:15,20200,1,3575.00,3.67,38275.00,0.35,3775.00,3.87,175.00,0.18
987,Entry Long,Long,2022-11-08 17:00,19485,1,3575.00,3.67,38275.00,0.35,3775.00,3.87,175.00,0.18
986,Exit Short,Short SL,2022-11-04 18:45,20870,1,250.00,0.24,34700.00,0.02,975.00,0.93,325.00,0.31
986,Entry Short,Short,2022-11-04 17:00,20920,1,250.00,0.24,34700.00,0.02,975.00,0.93,325.00,0.31
985,Exit Short,Closing Bell,2022-11-03 21:15,20250,1,-75.00,-0.07,34450.00,-0.01,250.00,0.25,350.00,0.35
