Trade #,Type,Signal,Date/Time,Price USD,Contracts,Profit USD,Profit %,Cum. Profit USD,Cum. Profit %,Run-up USD,Run-up %,Drawdown USD,Drawdown %
1243,Exit Long,Long Profit,2022-01-31 17:45,38115,1,748.00,2.00,-11392.00,0.08,748.00,2.00,155.00,0.41
1243,Entry Long,Long,2022-01-31 15:15,37367,1,748.00,2.00,-11392.00,0.08,748.00,2.00,155.00,0.41
1242,Exit Long,Long SL,2022-01-29 15:45,37812,1,-382.00,-1.00,-12140.00,-0.04,31.00,0.08,382.00,1.00
1242,Entry Long,Long,2022-01-29 15:00,38194,1,-382.00,-1.00,-12140.00,-0.04,31.00,0.08,382.00,1.00
1241,Exit Long,Long SL,2022-01-28 15:45,36694,1,-382.00,-1.03,-11758.00,-0.04,38.00,0.10,403.00,1.09
1241,Entry Long,Long,2022-01-28 15:30,37076,1,-382.00,-1.03,-11758.00,-0.04,38.00,0.10,403.00,1.09
1240,Exit Long,Long SL,2022-01-27 15:30,36903,1,50.00,0.14,-11376.00,0.01,187.00,0.51,76.00,0.21
1240,Entry Long,Long,2022-01-27 15:00,36853,1,50.00,0.14,-11376.00,0.01,187.00,0.51,76.00,0.21
1239,Exit Long,Long SL,2022-01-25 15:30,36569,1,50.00,0.14,-11426.00,0.01,386.00,1.06,102.00,0.28
1239,Entry Long,Long,2022-01-25 15:00,36519,1,50.00,0.14,-11426.00,0.01,386.00,1.06,102.00,0.28
1238,Exit Long,Long SL,2022-01-24 16:00,33375,1,-338.00,-1.00,-11476.00,-0.03,114.00,0.34,338.00,1.00
1238,Entry Long,Long,2022-01-24 15:45,33713,1,-338.00,-1.00,-11476.00,-0.03,114.00,0.34,338.00,1.00
1237,Exit Long,Long SL,2022-01-21 17:45,38672,1,-108.00,-0.28,-11138.00,-0.01,288.00,0.74,141.00,0.36
1237,Entry Long,Long,2022-01-21 16:45,38780,1,-108.00,-0.28,-11138.00,-0.01,288.00,0.74,141.00,0.36
1236,Exit Long,Long Profit,2022-01-20 16:00,43380,1,851.00,2.00,-11030.00,0.09,851.00,2.00,118.00,0.28
1236,Entry Long,Long,2022-01-20 15:15,42529,1,851.00,2.00,-11030.00,0.09,851.00,2.00,118.00,0.28
1235,Exit Long,Long SL,2022-01-19 16:30,42085,1,-426.00,-1.00,-11881.00,-0.04,79.00,0.19,426.00,1.00
1235,Entry Long,Long,2022-01-19 15:45,42511,1,-426.00,-1.00,-11881.00,-0.04,79.00,0.19,426.00,1.00
1234,Exit Long,Long SL,2022-01-18 16:45,41728,1,50.00,0.12,-11455.00,0.01,181.00,0.43,388.00,0.93
1234,Entry Long,Long,2022-01-18 15:00,41678,1,50.00,0.12,-11455.00,0.01,181.00,0.43,388.00,0.93
1233,Exit Long,Long SL,2022-01-16 16:00,43220,1,50.00,0.12,-11505.00,0.01,282.00,0.65,90.00,0.21
1233,Entry Long,Long,2022-01-16 15:00,43170,1,50.00,0.12,-11505.00,0.01,282.00,0.65,90.00,0.21
1232,Exit Long,Long SL,2022-01-13 15:45,44077,1,50.00,0.11,-11555.00,0.01,429.00,0.97,47.00,0.11
1232,Entry Long,Long,2022-01-13 15:15,44027,1,50.00,0.11,-11555.00,0.01,429.00,0.97,47.00,0.11
1231,Exit Long,Long SL,2022-01-11 16:30,41555,1,-420.00,-1.00,-11605.00,-0.04,14.00,0.03,420.00,1.00
1231,Entry Long,Long,2022-01-11 16:15,41975,1,-420.00,-1.00,-11605.00,-0.04,14.00,0.03,420.00,1.00
1230,Exit Long,Long Profit,2022-01-10 17:15,41831,1,821.00,2.00,-11185.00,0.08,821.00,2.00,251.00,0.61
1230,Entry Long,Long,2022-01-10 16:45,41010,1,821.00,2.00,-11185.00,0.08,821.00,2.00,251.00,0.61
1229,Exit Long,Long SL,2022-01-09 16:15,41300,1,-418.00,-1.00,-12006.00,-0.04,0,0.00,418.00,1.00
1229,Entry Long,Long,2022-01-09 15:45,41718,1,-418.00,-1.00,-12006.00,-0.04,0,0.00,418.00,1.00
1228,Exit Long,Closing Bell,2021-12-29 18:15,47667,1,231.00,0.49,-11588.00,0.02,617.00,1.30,180.00,0.38
1228,Entry Long,Long,2021-12-29 15:00,47436,1,231.00,0.49,-11588.00,0.02,617.00,1.30,180.00,0.38
1227,Exit Long,Long SL,2021-12-24 15:45,50763,1,-513.00,-1.00,-11819.00,-0.05,0,0.00,513.00,1.00
1227,Entry Long,Long,2021-12-24 15:15,51276,1,-513.00,-1.00,-11819.00,-0.05,0,0.00,513.00,1.00
1226,Exit Long,Long SL,2021-12-19 15:15,47181,1,-477.00,-1.00,-11306.00,-0.05,649.00,1.36,618.00,1.30
1226,Entry Long,Long,2021-12-19 15:00,47658,1,-477.00,-1.00,-11306.00,-0.05,649.00,1.36,618.00,1.30
1225,Exit Long,Closing Bell,2021-12-18 18:15,46852,1,-240.00,-0.51,-10829.00,-0.02,140.00,0.30,324.00,0.69
1225,Entry Long,Long,2021-12-18 16:15,47092,1,-240.00,-0.51,-10829.00,-0.02,140.00,0.30,324.00,0.69
1224,Exit Long,Long SL,2021-12-16 16:00,48518,1,-491.00,-1.00,-10589.00,-0.05,0,0.00,491.00,1.00
1224,Entry Long,Long,2021-12-16 15:00,49009,1,-491.00,-1.00,-10589.00,-0.05,0,0.00,491.00,1.00
1223,Exit Long,Long SL,2021-12-14 16:45,47001,1,-475.00,-1.00,-10098.00,-0.05,71.00,0.15,475.00,1.00
1223,Entry Long,Long,2021-12-14 16:30,47476,1,-475.00,-1.00,-10098.00,-0.05,71.00,0.15,475.00,1.00
1222,Exit Long,Long SL,2021-12-08 17:30,50408,1,50.00,0.10,-9623.00,0.01,891.00,1.77,415.00,0.82
1222,Entry Long,Long,2021-12-08 15:30,50358,1,50.00,0.10,-9623.00,0.01,891.00,1.77,415.00,0.82
1221,Exit Long,Long SL,2021-12-07 16:30,51497,1,38.00,0.07,-9673.00,0.00,310.00,0.60,134.00,0.26
1221,Entry Long,Long,2021-12-07 15:45,51459,1,38.00,0.07,-9673.00,0.00,310.00,0.60,134.00,0.26
1220,Exit Long,Long Profit,2021-12-04 16:00,48573,1,953.00,2.00,-9711.00,0.10,953.00,2.00,278.00,0.58
1220,Entry Long,Long,2021-12-04 15:15,47620,1,953.00,2.00,-9711.00,0.10,953.00,2.00,278.00,0.58
1219,Exit Long,Closing Bell,2021-12-01 18:15,58518,1,500.00,0.86,-10664.00,0.05,1082.00,1.86,0,0.00
1219,Entry Long,Long,2021-12-01 15:15,58018,1,500.00,0.86,-10664.00,0.05,1082.00,1.86,0,0.00
1218,Exit Long,Long SL,2021-11-30 16:45,58423,1,50.00,0.09,-11164.00,0.01,877.00,1.50,277.00,0.47
1218,Entry Long,Long,2021-11-30 15:00,58373,1,50.00,0.09,-11164.00,0.01,877.00,1.50,277.00,0.47
1217,Exit Long,Long SL,2021-11-27 16:00,54672,1,-553.00,-1.00,-11214.00,-0.06,44.00,0.08,553.00,1.00
1217,Entry Long,Long,2021-11-27 15:15,55225,1,-553.00,-1.00,-11214.00,-0.06,44.00,0.08,553.00,1.00
1216,Exit Long,Closing Bell,2021-11-24 18:15,56743,1,12.00,0.02,-10661.00,0.00,165.00,0.29,167.00,0.29
1216,Entry Long,Long,2021-11-24 17:00,56731,1,12.00,0.02,-10661.00,0.00,165.00,0.29,167.00,0.29
1215,Exit Long,Long SL,2021-11-19 17:00,57968,1,34.00,0.06,-10673.00,0.00,312.00,0.54,342.00,0.59
1215,Entry Long,Long,2021-11-19 15:15,57934,1,34.00,0.06,-10673.00,0.00,312.00,0.54,342.00,0.59
1214,Exit Long,Long SL,2021-11-16 17:00,60592,1,-613.00,-1.00,-10707.00,-0.06,205.00,0.33,613.00,1.00
1214,Entry Long,Long,2021-11-16 15:45,61205,1,-613.00,-1.00,-10707.00,-0.06,205.00,0.33,613.00,1.00
1213,Exit Long,Long SL,2021-11-12 16:00,63362,1,-641.00,-1.00,-10094.00,-0.06,174.00,0.27,641.00,1.00
1213,Entry Long,Long,2021-11-12 15:00,64003,1,-641.00,-1.00,-10094.00,-0.06,174.00,0.27,641.00,1.00
1212,Exit Long,Closing Bell,2021-11-11 18:15,65176,1,-153.00,-0.23,-9453.00,-0.02,139.00,0.21,627.00,0.96
1212,Entry Long,Long,2021-11-11 15:45,65329,1,-153.00,-0.23,-9453.00,-0.02,139.00,0.21,627.00,0.96
1211,Exit Long,Closing Bell,2021-11-10 18:15,68546,1,546.00,0.80,-9300.00,0.06,1000.00,1.47,77.00,0.11
1211,Entry Long,Long,2021-11-10 15:00,68000,1,546.00,0.80,-9300.00,0.06,1000.00,1.47,77.00,0.11
1210,Exit Long,Long SL,2021-11-08 17:15,66220,1,50.00,0.08,-9846.00,0.01,385.00,0.58,75.00,0.11
1210,Entry Long,Long,2021-11-08 16:45,66170,1,50.00,0.08,-9846.00,0.01,385.00,0.58,75.00,0.11
1209,Exit Long,Long SL,2021-11-04 15:30,62069,1,-70.00,-0.11,-9896.00,-0.01,302.00,0.49,92.00,0.15
1209,Entry Long,Long,2021-11-04 15:00,62139,1,-70.00,-0.11,-9896.00,-0.01,302.00,0.49,92.00,0.15
1208,Exit Long,Long SL,2021-10-31 15:45,60311,1,-87.00,-0.14,-9826.00,-0.01,362.00,0.60,197.00,0.33
1208,Entry Long,Long,2021-10-31 15:00,60398,1,-87.00,-0.14,-9826.00,-0.01,362.00,0.60,197.00,0.33
1207,Exit Long,Closing Bell,2021-10-29 19:15,62513,1,606.00,0.98,-9739.00,0.06,1065.00,1.72,213.00,0.34
1207,Entry Long,Long,2021-10-29 17:15,61907,1,606.00,0.98,-9739.00,0.06,1065.00,1.72,213.00,0.34
1206,Exit Long,Long SL,2021-10-27 18:00,58755,1,-594.00,-1.00,-10345.00,-0.06,5.00,0.01,594.00,1.00
1206,Entry Long,Long,2021-10-27 17:15,59349,1,-594.00,-1.00,-10345.00,-0.06,5.00,0.01,594.00,1.00
1205,Exit Long,Long SL,2021-10-26 18:00,61922,1,-626.00,-1.00,-9751.00,-0.06,266.00,0.43,626.00,1.00
1205,Entry Long,Long,2021-10-26 17:45,62548,1,-626.00,-1.00,-9751.00,-0.06,266.00,0.43,626.00,1.00
1204,Exit Long,Long SL,2021-10-25 18:15,63458,1,50.00,0.08,-9125.00,0.01,237.00,0.37,42.00,0.07
1204,Entry Long,Long,2021-10-25 17:45,63408,1,50.00,0.08,-9125.00,0.01,237.00,0.37,42.00,0.07
1203,Exit Long,Closing Bell,2021-10-20 19:15,66222,1,191.00,0.29,-9175.00,0.02,986.00,1.49,286.00,0.43
1203,Entry Long,Long,2021-10-20 16:00,66031,1,191.00,0.29,-9175.00,0.02,986.00,1.49,286.00,0.43
1202,Exit Long,Long SL,2021-10-18 16:30,61912,1,50.00,0.08,-9366.00,0.01,358.00,0.58,89.00,0.14
1202,Entry Long,Long,2021-10-18 16:00,61862,1,50.00,0.08,-9366.00,0.01,358.00,0.58,89.00,0.14
1201,Exit Long,Long SL,2021-10-16 18:45,60572,1,-612.00,-1.00,-9416.00,-0.06,25.00,0.04,612.00,1.00
1201,Entry Long,Long,2021-10-16 16:15,61184,1,-612.00,-1.00,-9416.00,-0.06,25.00,0.04,612.00,1.00
1200,Exit Long,Long SL,2021-10-11 17:00,57454,1,50.00,0.09,-8804.00,0.01,274.00,0.48,54.00,0.09
1200,Entry Long,Long,2021-10-11 16:30,57404,1,50.00,0.09,-8804.00,0.01,274.00,0.48,54.00,0.09
1199,Exit Long,Long SL,2021-10-06 18:00,54668,1,50.00,0.09,-8854.00,0.01,552.00,1.01,18.00,0.03
1199,Entry Long,Long,2021-10-06 17:30,54618,1,50.00,0.09,-8854.00,0.01,552.00,1.01,18.00,0.03
1198,Exit Long,Long SL,2021-10-05 16:30,49733,1,-503.00,-1.00,-8904.00,-0.05,141.00,0.28,503.00,1.00
1198,Entry Long,Long,2021-10-05 16:00,50236,1,-503.00,-1.00,-8904.00,-0.05,141.00,0.28,503.00,1.00
1197,Exit Long,Long SL,2021-10-04 16:30,47678,1,-482.00,-1.00,-8401.00,-0.05,364.00,0.76,482.00,1.00
1197,Entry Long,Long,2021-10-04 16:00,48160,1,-482.00,-1.00,-8401.00,-0.05,364.00,0.76,482.00,1.00
1196,Exit Long,Long SL,2021-10-01 18:45,47431,1,50.00,0.11,-7919.00,0.01,502.00,1.06,261.00,0.55
1196,Entry Long,Long,2021-10-01 17:15,47381,1,50.00,0.11,-7919.00,0.01,502.00,1.06,261.00,0.55
1195,Exit Long,Long SL,2021-09-29 17:30,41743,1,-422.00,-1.00,-7969.00,-0.04,109.00,0.26,422.00,1.00
1195,Entry Long,Long,2021-09-29 16:15,42165,1,-422.00,-1.00,-7969.00,-0.04,109.00,0.26,422.00,1.00
1194,Exit Long,Closing Bell,2021-09-26 19:15,43300,1,-52.00,-0.12,-7547.00,-0.01,209.00,0.48,191.00,0.44
1194,Entry Long,Long,2021-09-26 17:00,43352,1,-52.00,-0.12,-7547.00,-0.01,209.00,0.48,191.00,0.44
1193,Exit Long,Closing Bell,2021-09-25 19:15,42589,1,-113.00,-0.26,-7495.00,-0.01,93.00,0.22,314.00,0.74
1193,Entry Long,Long,2021-09-25 17:30,42702,1,-113.00,-0.26,-7495.00,-0.01,93.00,0.22,314.00,0.74
1192,Exit Long,Long SL,2021-09-24 17:00,42255,1,50.00,0.12,-7382.00,0.01,513.00,1.22,191.00,0.45
1192,Entry Long,Long,2021-09-24 16:15,42205,1,50.00,0.12,-7382.00,0.01,513.00,1.22,191.00,0.45
1191,Exit Long,Long SL,2021-09-23 17:45,43728,1,-442.00,-1.00,-7432.00,-0.04,65.00,0.15,442.00,1.00
1191,Entry Long,Long,2021-09-23 17:00,44170,1,-442.00,-1.00,-7432.00,-0.04,65.00,0.15,442.00,1.00
1190,Exit Long,Long SL,2021-09-22 16:45,42441,1,50.00,0.12,-6990.00,0.01,207.00,0.49,89.00,0.21
1190,Entry Long,Long,2021-09-22 16:00,42391,1,50.00,0.12,-6990.00,0.01,207.00,0.49,89.00,0.21
1189,Exit Long,Long SL,2021-09-20 17:00,43591,1,-441.00,-1.00,-7040.00,-0.04,119.00,0.27,441.00,1.00
1189,Entry Long,Long,2021-09-20 16:00,44032,1,-441.00,-1.00,-7040.00,-0.04,119.00,0.27,441.00,1.00
1188,Exit Long,Long SL,2021-09-17 18:00,47542,1,49.00,0.10,-6599.00,0.00,143.00,0.30,157.00,0.33
1188,Entry Long,Long,2021-09-17 16:15,47493,1,49.00,0.10,-6599.00,0.00,143.00,0.30,157.00,0.33
1187,Exit Long,Closing Bell,2021-09-16 19:15,47999,1,-125.00,-0.26,-6648.00,-0.01,143.00,0.30,290.00,0.60
1187,Entry Long,Long,2021-09-16 17:30,48124,1,-125.00,-0.26,-6648.00,-0.01,143.00,0.30,290.00,0.60
1186,Exit Long,Long SL,2021-09-15 16:30,47791,1,30.00,0.06,-6523.00,0.00,139.00,0.29,3.00,0.01
1186,Entry Long,Long,2021-09-15 16:00,47761,1,30.00,0.06,-6523.00,0.00,139.00,0.29,3.00,0.01
1185,Exit Long,Closing Bell,2021-09-14 19:15,46548,1,-332.00,-0.71,-6553.00,-0.03,85.00,0.18,363.00,0.77
1185,Entry Long,Long,2021-09-14 17:15,46880,1,-332.00,-0.71,-6553.00,-0.03,85.00,0.18,363.00,0.77
1184,Exit Long,Closing Bell,2021-09-09 19:15,47194,1,-38.00,-0.08,-6221.00,0.00,43.00,0.09,117.00,0.25
1184,Entry Long,Long,2021-09-09 19:00,47232,1,-38.00,-0.08,-6221.00,0.00,43.00,0.09,117.00,0.25
1183,Exit Long,Long SL,2021-09-06 18:00,51512,1,50.00,0.10,-6183.00,0.01,283.00,0.55,24.00,0.05
1183,Entry Long,Long,2021-09-06 16:00,51462,1,50.00,0.10,-6183.00,0.01,283.00,0.55,24.00,0.05
1182,Exit Long,Long SL,2021-08-30 16:30,47836,1,50.00,0.10,-6233.00,0.01,161.00,0.34,38.00,0.08
1182,Entry Long,Long,2021-08-30 16:00,47786,1,50.00,0.10,-6233.00,0.01,161.00,0.34,38.00,0.08
1181,Exit Long,Long Profit,2021-08-27 16:45,48245,1,946.00,2.00,-6283.00,0.10,946.00,2.00,92.00,0.19
1181,Entry Long,Long,2021-08-27 16:00,47299,1,946.00,2.00,-6283.00,0.10,946.00,2.00,92.00,0.19
1180,Exit Long,Long SL,2021-08-26 16:45,46877,1,-474.00,-1.00,-7229.00,-0.05,10.00,0.02,474.00,1.00
1180,Entry Long,Long,2021-08-26 16:15,47351,1,-474.00,-1.00,-7229.00,-0.05,10.00,0.02,474.00,1.00
1179,Exit Long,Long Profit,2021-08-20 17:45,48737,1,956.00,2.00,-6755.00,0.10,956.00,2.00,111.00,0.23
1179,Entry Long,Long,2021-08-20 16:00,47781,1,956.00,2.00,-6755.00,0.10,956.00,2.00,111.00,0.23
1178,Exit Long,Long Profit,2021-08-19 18:00,45900,1,900.00,2.00,-7711.00,0.09,900.00,2.00,0,0.00
1178,Entry Long,Long,2021-08-19 16:00,45000,1,900.00,2.00,-7711.00,0.09,900.00,2.00,0,0.00
1177,Exit Long,Closing Bell,2021-08-18 19:15,45839,1,-10.00,-0.02,-8611.00,0.00,101.00,0.22,230.00,0.50
1177,Entry Long,Long,2021-08-18 18:00,45849,1,-10.00,-0.02,-8611.00,0.00,101.00,0.22,230.00,0.50
1176,Exit Long,Long SL,2021-08-15 16:45,46129,1,50.00,0.11,-8601.00,0.01,445.00,0.97,102.00,0.22
1176,Entry Long,Long,2021-08-15 16:00,46079,1,50.00,0.11,-8601.00,0.01,445.00,0.97,102.00,0.22
1175,Exit Long,Closing Bell,2021-08-07 19:15,43573,1,-188.00,-0.43,-8651.00,-0.02,77.00,0.18,296.00,0.68
1175,Entry Long,Long,2021-08-07 19:00,43761,1,-188.00,-0.43,-8651.00,-0.02,77.00,0.18,296.00,0.68
1174,Exit Long,Long Profit,2021-08-05 16:45,38805,1,761.00,2.00,-8463.00,0.08,761.00,2.00,165.00,0.43
1174,Entry Long,Long,2021-08-05 16:00,38044,1,761.00,2.00,-8463.00,0.08,761.00,2.00,165.00,0.43
1173,Exit Long,Closing Bell,2021-08-04 19:15,39395,1,-71.00,-0.18,-9224.00,-0.01,153.00,0.39,266.00,0.67
1173,Entry Long,Long,2021-08-04 17:15,39466,1,-71.00,-0.18,-9224.00,-0.01,153.00,0.39,266.00,0.67
1172,Exit Long,Long SL,2021-08-02 17:30,39649,1,50.00,0.13,-9153.00,0.01,236.00,0.60,74.00,0.19
1172,Entry Long,Long,2021-08-02 16:00,39599,1,50.00,0.13,-9153.00,0.01,236.00,0.60,74.00,0.19
1171,Exit Long,Closing Bell,2021-07-31 19:15,41372,1,-212.00,-0.51,-9203.00,-0.02,0,0.00,334.00,0.80
1171,Entry Long,Long,2021-07-31 18:15,41584,1,-212.00,-0.51,-9203.00,-0.02,0,0.00,334.00,0.80
1170,Exit Long,Closing Bell,2021-07-30 19:15,39023,1,-86.00,-0.22,-8991.00,-0.01,105.00,0.27,217.00,0.55
1170,Entry Long,Long,2021-07-30 16:15,39109,1,-86.00,-0.22,-8991.00,-0.01,105.00,0.27,217.00,0.55
1169,Exit Long,Closing Bell,2021-07-29 19:15,39833,1,-176.00,-0.44,-8905.00,-0.02,154.00,0.38,359.00,0.90
1169,Entry Long,Long,2021-07-29 17:30,40009,1,-176.00,-0.44,-8905.00,-0.02,154.00,0.38,359.00,0.90
1168,Exit Long,Long SL,2021-07-28 18:45,39842,1,17.00,0.04,-8729.00,0.00,175.00,0.44,231.00,0.58
1168,Entry Long,Long,2021-07-28 17:45,39825,1,17.00,0.04,-8729.00,0.00,175.00,0.44,231.00,0.58
1167,Exit Long,Long Profit,2021-07-26 18:15,39211,1,769.00,2.00,-8746.00,0.08,769.00,2.00,278.00,0.72
1167,Entry Long,Long,2021-07-26 16:15,38442,1,769.00,2.00,-8746.00,0.08,769.00,2.00,278.00,0.72
1166,Exit Long,Long SL,2021-07-20 18:45,29679,1,50.00,0.17,-9515.00,0.01,371.00,1.25,333.00,1.12
1166,Entry Long,Long,2021-07-20 16:15,29629,1,50.00,0.17,-9515.00,0.01,371.00,1.25,333.00,1.12
1165,Exit Long,Long SL,2021-07-19 17:30,30759,1,-50.00,-0.16,-9565.00,-0.01,174.00,0.56,77.00,0.25
1165,Entry Long,Long,2021-07-19 17:00,30809,1,-50.00,-0.16,-9565.00,-0.01,174.00,0.56,77.00,0.25
1164,Exit Long,Long SL,2021-07-17 18:45,31728,1,50.00,0.16,-9515.00,0.01,200.00,0.63,220.00,0.69
1164,Entry Long,Long,2021-07-17 16:15,31678,1,50.00,0.16,-9515.00,0.01,200.00,0.63,220.00,0.69
1163,Exit Long,Closing Bell,2021-07-16 19:15,32066,1,-52.00,-0.16,-9565.00,-0.01,147.00,0.46,306.00,0.95
1163,Entry Long,Long,2021-07-16 17:45,32118,1,-52.00,-0.16,-9565.00,-0.01,147.00,0.46,306.00,0.95
1162,Exit Long,Long SL,2021-07-12 18:00,33244,1,-336.00,-1.00,-9513.00,-0.03,0,0.00,336.00,1.00
1162,Entry Long,Long,2021-07-12 16:00,33580,1,-336.00,-1.00,-9513.00,-0.03,0,0.00,336.00,1.00
1161,Exit Long,Long SL,2021-07-10 19:00,33888,1,50.00,0.15,-9177.00,0.01,362.00,1.07,33.00,0.10
1161,Entry Long,Long,2021-07-10 17:00,33838,1,50.00,0.15,-9177.00,0.01,362.00,1.07,33.00,0.10
1160,Exit Long,Closing Bell,2021-07-09 19:15,33518,1,-25.00,-0.07,-9227.00,0.00,152.00,0.45,115.00,0.34
1160,Entry Long,Long,2021-07-09 17:00,33543,1,-25.00,-0.07,-9227.00,0.00,152.00,0.45,115.00,0.34
1159,Exit Long,Closing Bell,2021-07-08 19:15,32825,1,213.00,0.65,-9202.00,0.02,424.00,1.30,112.00,0.34
1159,Entry Long,Long,2021-07-08 16:15,32612,1,213.00,0.65,-9202.00,0.02,424.00,1.30,112.00,0.34
1158,Exit Long,Long SL,2021-07-02 17:15,33540,1,48.00,0.14,-9415.00,0.00,246.00,0.73,187.00,0.56
1158,Entry Long,Long,2021-07-02 16:00,33492,1,48.00,0.14,-9415.00,0.00,246.00,0.73,187.00,0.56
1157,Exit Long,Long SL,2021-06-28 18:15,34712,1,50.00,0.14,-9463.00,0.01,372.00,1.07,17.00,0.05
1157,Entry Long,Long,2021-06-28 17:45,34662,1,50.00,0.14,-9463.00,0.01,372.00,1.07,17.00,0.05
1156,Exit Long,Long SL,2021-06-26 18:15,31060,1,-489.00,-1.55,-9513.00,-0.05,0,0.00,489.00,1.55
1156,Entry Long,Long,2021-06-26 18:00,31549,1,-489.00,-1.55,-9513.00,-0.05,0,0.00,489.00,1.55
1155,Exit Long,Long SL,2021-06-25 16:30,33106,1,-335.00,-1.00,-9024.00,-0.03,14.00,0.04,335.00,1.00
1155,Entry Long,Long,2021-06-25 16:15,33441,1,-335.00,-1.00,-9024.00,-0.03,14.00,0.04,335.00,1.00
1154,Exit Long,Long SL,2021-06-24 17:45,34122,1,50.00,0.15,-8689.00,0.01,528.00,1.55,227.00,0.67
1154,Entry Long,Long,2021-06-24 16:00,34072,1,50.00,0.15,-8689.00,0.01,528.00,1.55,227.00,0.67
1153,Exit Long,Long Profit,2021-06-22 17:00,30571,1,635.00,2.12,-8739.00,0.06,822.00,2.75,184.00,0.61
1153,Entry Long,Long,2021-06-22 16:45,29936,1,635.00,2.12,-8739.00,0.06,822.00,2.75,184.00,0.61
1152,Exit Long,Long SL,2021-06-21 16:15,32842,1,-332.00,-1.00,-9374.00,-0.03,46.00,0.14,332.00,1.00
1152,Entry Long,Long,2021-06-21 16:00,33174,1,-332.00,-1.00,-9374.00,-0.03,46.00,0.14,332.00,1.00
1151,Exit Long,Closing Bell,2021-06-20 19:15,34668,1,584.00,1.71,-9042.00,0.06,608.00,1.78,21.00,0.06
1151,Entry Long,Long,2021-06-20 16:15,34084,1,584.00,1.71,-9042.00,0.06,608.00,1.78,21.00,0.06
1150,Exit Long,Long SL,2021-06-17 18:15,38845,1,-50.00,-0.13,-9626.00,-0.01,239.00,0.61,125.00,0.32
1150,Entry Long,Long,2021-06-17 17:00,38895,1,-50.00,-0.13,-9626.00,-0.01,239.00,0.61,125.00,0.32
1149,Exit Long,Long SL,2021-06-14 16:45,40537,1,-410.00,-1.00,-9576.00,-0.04,94.00,0.23,410.00,1.00
1149,Entry Long,Long,2021-06-14 16:30,40947,1,-410.00,-1.00,-9576.00,-0.04,94.00,0.23,410.00,1.00
1148,Exit Long,Closing Bell,2021-06-13 19:15,37063,1,580.00,1.59,-9166.00,0.06,717.00,1.97,48.00,0.13
1148,Entry Long,Long,2021-06-13 18:15,36483,1,580.00,1.59,-9166.00,0.06,717.00,1.97,48.00,0.13
1147,Exit Long,Long SL,2021-06-10 16:15,37478,1,-411.00,-1.08,-9746.00,-0.04,312.00,0.82,866.00,2.29
1147,Entry Long,Long,2021-06-10 16:00,37889,1,-411.00,-1.08,-9746.00,-0.04,312.00,0.82,866.00,2.29
1146,Exit Long,Long SL,2021-06-09 16:30,34990,1,-106.00,-0.30,-9335.00,-0.01,289.00,0.82,184.00,0.52
1146,Entry Long,Long,2021-06-09 16:00,35096,1,-106.00,-0.30,-9335.00,-0.01,289.00,0.82,184.00,0.52
1145,Exit Long,Long SL,2021-06-05 18:15,36124,1,18.00,0.05,-9229.00,0.00,327.00,0.91,70.00,0.19
1145,Entry Long,Long,2021-06-05 17:45,36106,1,18.00,0.05,-9229.00,0.00,327.00,0.91,70.00,0.19
1144,Exit Long,Closing Bell,2021-06-04 19:15,37016,1,6.00,0.02,-9247.00,0.00,80.00,0.22,245.00,0.66
1144,Entry Long,Long,2021-06-04 17:45,37010,1,6.00,0.02,-9247.00,0.00,80.00,0.22,245.00,0.66
1143,Exit Long,Long SL,2021-06-02 18:00,37923,1,50.00,0.13,-9253.00,0.01,383.00,1.01,109.00,0.29
1143,Entry Long,Long,2021-06-02 16:30,37873,1,50.00,0.13,-9253.00,0.01,383.00,1.01,109.00,0.29
1142,Exit Long,Closing Bell,2021-05-31 19:15,37047,1,-123.00,-0.33,-9303.00,-0.01,316.00,0.85,319.00,0.86
1142,Entry Long,Long,2021-05-31 18:15,37170,1,-123.00,-0.33,-9303.00,-0.01,316.00,0.85,319.00,0.86
1141,Exit Long,Closing Bell,2021-05-30 19:15,35839,1,-32.00,-0.09,-9180.00,0.00,0,0.00,241.00,0.67
1141,Entry Long,Long,2021-05-30 18:30,35871,1,-32.00,-0.09,-9180.00,0.00,0,0.00,241.00,0.67
1140,Exit Long,Long SL,2021-05-29 16:30,34796,1,-119.00,-0.34,-9148.00,-0.01,367.00,1.05,274.00,0.78
1140,Entry Long,Long,2021-05-29 16:00,34915,1,-119.00,-0.34,-9148.00,-0.01,367.00,1.05,274.00,0.78
1139,Exit Long,Long SL,2021-05-25 16:45,37649,1,-381.00,-1.00,-9029.00,-0.04,141.00,0.37,381.00,1.00
1139,Entry Long,Long,2021-05-25 16:30,38030,1,-381.00,-1.00,-9029.00,-0.04,141.00,0.37,381.00,1.00
1138,Exit Long,Long SL,2021-05-23 16:15,33330,1,-337.00,-1.00,-8648.00,-0.03,82.00,0.24,418.00,1.24
1138,Entry Long,Long,2021-05-23 16:00,33667,1,-337.00,-1.00,-8648.00,-0.03,82.00,0.24,418.00,1.24
1137,Exit Long,Long SL,2021-05-19 17:15,37226,1,-404.00,-1.07,-8311.00,-0.04,11.00,0.03,929.00,2.47
1137,Entry Long,Long,2021-05-19 17:00,37630,1,-404.00,-1.07,-8311.00,-0.04,11.00,0.03,929.00,2.47
1136,Exit Long,Long SL,2021-05-16 16:15,48466,1,-490.00,-1.00,-7907.00,-0.05,0,0.00,490.00,1.00
