Trade #,Type,Signal,Date/Time,Price USD,Contracts,Profit USD,Profit %,Cum. Profit USD,Cum. Profit %,Run-up USD,Run-up %,Drawdown USD,Drawdown %
1507,Exit Long,Long SL,2024-09-09 16:15,55136,1,-557.00,-1.00,-8745.00,-0.06,53.00,0.10,557.00,1.00
1507,Entry Long,Long,2024-09-09 16:00,55693,1,-557.00,-1.00,-8745.00,-0.06,53.00,0.10,557.00,1.00
1506,Exit Long,Long SL,2024-09-07 17:45,54727,1,50.00,0.09,-8188.00,0.01,136.00,0.25,57.00,0.10
1506,Entry Long,Long,2024-09-07 17:15,54677,1,50.00,0.09,-8188.00,0.01,136.00,0.25,57.00,0.10
1505,Exit Long,Long Profit,2024-09-04 18:00,58231,1,1142.00,2.00,-8238.00,0.12,1142.00,2.00,51.00,0.09
1505,Entry Long,Long,2024-09-04 16:45,57089,1,1142.00,2.00,-8238.00,0.12,1142.00,2.00,51.00,0.09
1504,Exit Long,Long SL,2024-08-29 16:30,60661,1,17.00,0.03,-9380.00,0.00,201.00,0.33,176.00,0.29
1504,Entry Long,Long,2024-08-29 16:00,60644,1,17.00,0.03,-9380.00,0.00,201.00,0.33,176.00,0.29
1503,Exit Long,Long SL,2024-08-23 16:45,61485,1,-622.00,-1.00,-9397.00,-0.06,216.00,0.35,683.00,1.10
1503,Entry Long,Long,2024-08-23 16:15,62107,1,-622.00,-1.00,-9397.00,-0.06,216.00,0.35,683.00,1.10
1502,Exit Long,Long SL,2024-08-21 16:15,59367,1,-600.00,-1.00,-8775.00,-0.06,246.00,0.41,600.00,1.00
1502,Entry Long,Long,2024-08-21 16:00,59967,1,-600.00,-1.00,-8775.00,-0.06,246.00,0.41,600.00,1.00
1501,Exit Long,Long SL,2024-08-20 16:15,60308,1,-610.00,-1.00,-8175.00,-0.06,13.00,0.02,719.00,1.18
1501,Entry Long,Long,2024-08-20 16:00,60918,1,-610.00,-1.00,-8175.00,-0.06,13.00,0.02,719.00,1.18
1500,Exit Long,Long SL,2024-08-15 17:45,59561,1,50.00,0.08,-7565.00,0.01,257.00,0.43,221.00,0.37
1500,Entry Long,Long,2024-08-15 16:45,59511,1,50.00,0.08,-7565.00,0.01,257.00,0.43,221.00,0.37
1499,Exit Long,Long SL,2024-08-13 16:30,59469,1,50.00,0.08,-7615.00,0.01,285.00,0.48,102.00,0.17
1499,Entry Long,Long,2024-08-13 16:00,59419,1,50.00,0.08,-7615.00,0.01,285.00,0.48,102.00,0.17
1498,Exit Long,Long SL,2024-08-12 17:15,59647,1,-603.00,-1.00,-7665.00,-0.06,272.00,0.45,603.00,1.00
1498,Entry Long,Long,2024-08-12 16:45,60250,1,-603.00,-1.00,-7665.00,-0.06,272.00,0.45,603.00,1.00
1497,Exit Long,Long SL,2024-08-09 16:30,60355,1,-122.00,-0.20,-7062.00,-0.01,648.00,1.07,126.00,0.21
1497,Entry Long,Long,2024-08-09 16:00,60477,1,-122.00,-0.20,-7062.00,-0.01,648.00,1.07,126.00,0.21
1496,Exit Long,Long Profit,2024-08-08 17:30,59370,1,1165.00,2.00,-6940.00,0.12,1165.00,2.00,74.00,0.13
1496,Entry Long,Long,2024-08-08 16:30,58205,1,1165.00,2.00,-6940.00,0.12,1165.00,2.00,74.00,0.13
1495,Exit Long,Long SL,2024-08-06 17:00,56146,1,-10.00,-0.02,-8105.00,0.00,478.00,0.85,256.00,0.46
1495,Entry Long,Long,2024-08-06 16:15,56156,1,-10.00,-0.02,-8105.00,0.00,478.00,0.85,256.00,0.46
1494,Exit Long,Long Profit,2024-08-05 16:30,54079,1,1061.00,2.00,-8095.00,0.11,1061.00,2.00,417.00,0.79
1494,Entry Long,Long,2024-08-05 16:15,53018,1,1061.00,2.00,-8095.00,0.11,1061.00,2.00,417.00,0.79
1493,Exit Long,Closing Bell,2024-07-27 19:15,68693,1,-548.00,-0.79,-9156.00,-0.06,163.00,0.24,629.00,0.91
1493,Entry Long,Long,2024-07-27 16:00,69241,1,-548.00,-0.79,-9156.00,-0.06,163.00,0.24,629.00,0.91
1492,Exit Long,Long SL,2024-07-26 16:30,67191,1,-679.00,-1.00,-8608.00,-0.07,121.00,0.18,679.00,1.00
1492,Entry Long,Long,2024-07-26 16:00,67870,1,-679.00,-1.00,-8608.00,-0.07,121.00,0.18,679.00,1.00
1491,Exit Long,Long SL,2024-07-25 17:30,64652,1,-79.00,-0.12,-7929.00,-0.01,270.00,0.42,150.00,0.23
1491,Entry Long,Long,2024-07-25 16:45,64731,1,-79.00,-0.12,-7929.00,-0.01,270.00,0.42,150.00,0.23
1490,Exit Long,Long SL,2024-07-23 17:00,66899,1,50.00,0.07,-7850.00,0.01,512.00,0.77,60.00,0.09
1490,Entry Long,Long,2024-07-23 16:30,66849,1,50.00,0.07,-7850.00,0.01,512.00,0.77,60.00,0.09
1489,Exit Long,Long SL,2024-07-20 18:45,66767,1,50.00,0.07,-7900.00,0.01,336.00,0.50,125.00,0.19
1489,Entry Long,Long,2024-07-20 16:45,66717,1,50.00,0.07,-7900.00,0.01,336.00,0.50,125.00,0.19
1488,Exit Long,Long Profit,2024-07-19 18:15,66467,1,1304.00,2.00,-7950.00,0.13,1304.00,2.00,144.00,0.22
1488,Entry Long,Long,2024-07-19 16:00,65163,1,1304.00,2.00,-7950.00,0.13,1304.00,2.00,144.00,0.22
1487,Exit Long,Long SL,2024-07-17 18:00,64505,1,-652.00,-1.00,-9254.00,-0.07,256.00,0.39,652.00,1.00
1487,Entry Long,Long,2024-07-17 16:00,65157,1,-652.00,-1.00,-9254.00,-0.07,256.00,0.39,652.00,1.00
1486,Exit Long,Long SL,2024-07-16 18:45,64279,1,50.00,0.08,-8602.00,0.01,993.00,1.55,61.00,0.09
1486,Entry Long,Long,2024-07-16 17:15,64229,1,50.00,0.08,-8602.00,0.01,993.00,1.55,61.00,0.09
1485,Exit Long,Long SL,2024-07-15 17:15,63001,1,38.00,0.06,-8652.00,0.00,393.00,0.62,183.00,0.29
1485,Entry Long,Long,2024-07-15 16:15,62963,1,38.00,0.06,-8652.00,0.00,393.00,0.62,183.00,0.29
1484,Exit Long,Long SL,2024-07-12 17:45,57949,1,50.00,0.09,-8690.00,0.01,322.00,0.56,199.00,0.34
1484,Entry Long,Long,2024-07-12 16:00,57899,1,50.00,0.09,-8690.00,0.01,322.00,0.56,199.00,0.34
1483,Exit Long,Long SL,2024-07-09 16:45,57243,1,-579.00,-1.00,-8740.00,-0.06,280.00,0.48,579.00,1.00
1483,Entry Long,Long,2024-07-09 16:15,57822,1,-579.00,-1.00,-8740.00,-0.06,280.00,0.48,579.00,1.00
1482,Exit Long,Long SL,2024-07-05 18:30,56331,1,50.00,0.09,-8161.00,0.01,644.00,1.14,44.00,0.08
1482,Entry Long,Long,2024-07-05 17:15,56281,1,50.00,0.09,-8161.00,0.01,644.00,1.14,44.00,0.08
1481,Exit Long,Long SL,2024-07-04 17:30,57416,1,50.00,0.09,-8211.00,0.01,225.00,0.39,550.00,0.96
1481,Entry Long,Long,2024-07-04 16:00,57366,1,50.00,0.09,-8211.00,0.01,225.00,0.39,550.00,0.96
1480,Exit Long,Long SL,2024-07-03 17:00,59909,1,-606.00,-1.00,-8261.00,-0.06,109.00,0.18,606.00,1.00
1480,Entry Long,Long,2024-07-03 16:00,60515,1,-606.00,-1.00,-8261.00,-0.06,109.00,0.18,606.00,1.00
1479,Exit Long,Long SL,2024-07-01 18:30,63092,1,50.00,0.08,-7655.00,0.01,198.00,0.31,161.00,0.26
1479,Entry Long,Long,2024-07-01 18:00,63042,1,50.00,0.08,-7655.00,0.01,198.00,0.31,161.00,0.26
1478,Exit Long,Long SL,2024-06-27 16:30,61993,1,50.00,0.08,-7705.00,0.01,380.00,0.61,10.00,0.02
1478,Entry Long,Long,2024-06-27 16:00,61943,1,50.00,0.08,-7705.00,0.01,380.00,0.61,10.00,0.02
1477,Exit Long,Long SL,2024-06-25 19:00,61320,1,50.00,0.08,-7755.00,0.01,831.00,1.36,8.00,0.01
1477,Entry Long,Long,2024-06-25 16:15,61270,1,50.00,0.08,-7755.00,0.01,831.00,1.36,8.00,0.01
1476,Exit Long,Long SL,2024-06-24 17:45,60896,1,-616.00,-1.00,-7805.00,-0.06,149.00,0.24,616.00,1.00
1476,Entry Long,Long,2024-06-24 16:00,61512,1,-616.00,-1.00,-7805.00,-0.06,149.00,0.24,616.00,1.00
1475,Exit Long,Long SL,2024-06-21 17:15,64029,1,50.00,0.08,-7189.00,0.01,330.00,0.52,0,0.00
1475,Entry Long,Long,2024-06-21 16:30,63979,1,50.00,0.08,-7189.00,0.01,330.00,0.52,0,0.00
1474,Exit Long,Long SL,2024-06-18 17:00,64400,1,-651.00,-1.00,-7239.00,-0.07,313.00,0.48,651.00,1.00
1474,Entry Long,Long,2024-06-18 16:30,65051,1,-651.00,-1.00,-7239.00,-0.07,313.00,0.48,651.00,1.00
1473,Exit Long,Closing Bell,2024-06-17 19:15,66039,1,379.00,0.58,-6588.00,0.04,430.00,0.65,510.00,0.78
1473,Entry Long,Long,2024-06-17 16:45,65660,1,379.00,0.58,-6588.00,0.04,430.00,0.65,510.00,0.78
1472,Exit Long,Long SL,2024-06-12 17:30,69633,1,50.00,0.07,-6967.00,0.01,424.00,0.61,35.00,0.05
1472,Entry Long,Long,2024-06-12 16:15,69583,1,50.00,0.07,-6967.00,0.01,424.00,0.61,35.00,0.05
1471,Exit Long,Long SL,2024-06-06 18:30,70862,1,-716.00,-1.00,-7017.00,-0.07,38.00,0.05,716.00,1.00
1471,Entry Long,Long,2024-06-06 17:30,71578,1,-716.00,-1.00,-7017.00,-0.07,38.00,0.05,716.00,1.00
1470,Exit Long,Closing Bell,2024-06-05 19:15,71556,1,-13.00,-0.02,-6301.00,0.00,190.00,0.27,307.00,0.43
1470,Entry Long,Long,2024-06-05 17:30,71569,1,-13.00,-0.02,-6301.00,0.00,190.00,0.27,307.00,0.43
1469,Exit Long,Closing Bell,2024-06-04 19:15,70698,1,894.00,1.28,-6288.00,0.09,1227.00,1.76,482.00,0.69
1469,Entry Long,Long,2024-06-04 16:15,69804,1,894.00,1.28,-6288.00,0.09,1227.00,1.76,482.00,0.69
1468,Exit Long,Long SL,2024-06-03 16:30,69345,1,-701.00,-1.00,-7182.00,-0.07,29.00,0.04,701.00,1.00
1468,Entry Long,Long,2024-06-03 16:15,70046,1,-701.00,-1.00,-7182.00,-0.07,29.00,0.04,701.00,1.00
1467,Exit Long,Long SL,2024-05-22 19:00,70130,1,50.00,0.07,-6481.00,0.01,569.00,0.81,173.00,0.25
1467,Entry Long,Long,2024-05-22 17:00,70080,1,50.00,0.07,-6481.00,0.01,569.00,0.81,173.00,0.25
1466,Exit Long,Closing Bell,2024-05-20 19:15,68432,1,1162.00,1.73,-6531.00,0.12,1201.00,1.79,103.00,0.15
1466,Entry Long,Long,2024-05-20 17:30,67270,1,1162.00,1.73,-6531.00,0.12,1201.00,1.79,103.00,0.15
1465,Exit Long,Long SL,2024-05-17 19:00,66895,1,50.00,0.07,-7693.00,0.01,637.00,0.95,246.00,0.37
1465,Entry Long,Long,2024-05-17 17:00,66845,1,50.00,0.07,-7693.00,0.01,637.00,0.95,246.00,0.37
1464,Exit Long,Long SL,2024-05-16 16:45,65686,1,-664.00,-1.00,-7743.00,-0.07,59.00,0.09,664.00,1.00
1464,Entry Long,Long,2024-05-16 16:00,66350,1,-664.00,-1.00,-7743.00,-0.07,59.00,0.09,664.00,1.00
1463,Exit Long,Long SL,2024-05-15 18:30,64860,1,-40.00,-0.06,-7079.00,0.00,244.00,0.38,269.00,0.41
1463,Entry Long,Long,2024-05-15 17:15,64900,1,-40.00,-0.06,-7079.00,0.00,244.00,0.38,269.00,0.41
1462,Exit Long,Closing Bell,2024-05-09 19:15,61931,1,404.00,0.66,-7039.00,0.04,1126.00,1.83,88.00,0.14
1462,Entry Long,Long,2024-05-09 17:00,61527,1,404.00,0.66,-7039.00,0.04,1126.00,1.83,88.00,0.14
1461,Exit Long,Long SL,2024-05-08 17:00,62466,1,50.00,0.08,-7443.00,0.01,378.00,0.61,256.00,0.41
1461,Entry Long,Long,2024-05-08 16:00,62416,1,50.00,0.08,-7443.00,0.01,378.00,0.61,256.00,0.41
1460,Exit Long,Long SL,2024-05-06 16:45,63471,1,-642.00,-1.00,-7493.00,-0.06,108.00,0.17,642.00,1.00
1460,Entry Long,Long,2024-05-06 16:15,64113,1,-642.00,-1.00,-7493.00,-0.06,108.00,0.17,642.00,1.00
1459,Exit Long,Long SL,2024-05-05 18:15,64374,1,50.00,0.08,-6851.00,0.01,301.00,0.47,173.00,0.27
1459,Entry Long,Long,2024-05-05 17:30,64324,1,50.00,0.08,-6851.00,0.01,301.00,0.47,173.00,0.27
1458,Exit Long,Closing Bell,2024-05-04 19:15,63662,1,-168.00,-0.26,-6901.00,-0.02,17.00,0.03,406.00,0.64
1458,Entry Long,Long,2024-05-04 17:00,63830,1,-168.00,-0.26,-6901.00,-0.02,17.00,0.03,406.00,0.64
1457,Exit Long,Long SL,2024-05-03 18:45,61875,1,50.00,0.08,-6733.00,0.01,371.00,0.60,462.00,0.75
1457,Entry Long,Long,2024-05-03 16:45,61825,1,50.00,0.08,-6733.00,0.01,371.00,0.60,462.00,0.75
1456,Exit Long,Long SL,2024-05-02 17:45,59253,1,50.00,0.08,-6783.00,0.01,262.00,0.44,235.00,0.40
1456,Entry Long,Long,2024-05-02 16:45,59203,1,50.00,0.08,-6783.00,0.01,262.00,0.44,235.00,0.40
1455,Exit Long,Long SL,2024-04-29 18:30,62843,1,50.00,0.08,-6833.00,0.01,343.00,0.55,110.00,0.18
1455,Entry Long,Long,2024-04-29 16:30,62793,1,50.00,0.08,-6833.00,0.01,343.00,0.55,110.00,0.18
1454,Exit Long,Long SL,2024-04-26 16:30,64376,1,-110.00,-0.17,-6883.00,-0.01,307.00,0.48,176.00,0.27
1454,Entry Long,Long,2024-04-26 16:00,64486,1,-110.00,-0.17,-6883.00,-0.01,307.00,0.48,176.00,0.27
1453,Exit Long,Closing Bell,2024-04-25 19:15,64591,1,867.00,1.36,-6773.00,0.09,1085.00,1.70,515.00,0.81
1453,Entry Long,Long,2024-04-25 16:15,63724,1,867.00,1.36,-6773.00,0.09,1085.00,1.70,515.00,0.81
1452,Exit Long,Long SL,2024-04-23 17:15,66607,1,50.00,0.08,-7640.00,0.01,609.00,0.92,110.00,0.17
1452,Entry Long,Long,2024-04-23 16:00,66557,1,50.00,0.08,-7640.00,0.01,609.00,0.92,110.00,0.17
1451,Exit Long,Long SL,2024-04-22 16:45,66195,1,50.00,0.08,-7690.00,0.01,401.00,0.61,40.00,0.06
1451,Entry Long,Long,2024-04-22 16:00,66145,1,50.00,0.08,-7690.00,0.01,401.00,0.61,40.00,0.06
1450,Exit Long,Long Profit,2024-04-18 17:00,64106,1,1257.00,2.00,-7740.00,0.13,1257.00,2.00,225.00,0.36
1450,Entry Long,Long,2024-04-18 16:00,62849,1,1257.00,2.00,-7740.00,0.13,1257.00,2.00,225.00,0.36
1449,Exit Long,Long Profit,2024-04-10 18:45,69573,1,1365.00,2.00,-8997.00,0.14,1365.00,2.00,254.00,0.37
1449,Entry Long,Long,2024-04-10 16:00,68208,1,1365.00,2.00,-8997.00,0.14,1365.00,2.00,254.00,0.37
1448,Exit Long,Long SL,2024-04-05 16:30,67556,1,28.00,0.04,-10362.00,0.00,452.00,0.67,161.00,0.24
1448,Entry Long,Long,2024-04-05 16:00,67528,1,28.00,0.04,-10362.00,0.00,452.00,0.67,161.00,0.24
1447,Exit Long,Long SL,2024-04-03 16:45,66514,1,-165.00,-0.25,-10390.00,-0.02,263.00,0.39,213.00,0.32
1447,Entry Long,Long,2024-04-03 16:15,66679,1,-165.00,-0.25,-10390.00,-0.02,263.00,0.39,213.00,0.32
1446,Exit Long,Long SL,2024-04-02 17:45,65266,1,50.00,0.08,-10225.00,0.01,1056.00,1.62,43.00,0.07
1446,Entry Long,Long,2024-04-02 16:00,65216,1,50.00,0.08,-10225.00,0.01,1056.00,1.62,43.00,0.07
1445,Exit Long,Long SL,2024-03-28 17:00,70814,1,-716.00,-1.00,-10275.00,-0.07,55.00,0.08,716.00,1.00
1445,Entry Long,Long,2024-03-28 16:00,71530,1,-716.00,-1.00,-10275.00,-0.07,55.00,0.08,716.00,1.00
1444,Exit Long,Long Profit,2024-03-25 15:15,69373,1,1361.00,2.00,-9559.00,0.14,1361.00,2.00,301.00,0.44
1444,Entry Long,Long,2024-03-25 15:00,68012,1,1361.00,2.00,-9559.00,0.14,1361.00,2.00,301.00,0.44
1443,Exit Long,Long SL,2024-03-20 16:15,63852,1,50.00,0.08,-10920.00,0.01,588.00,0.92,0,0.00
1443,Entry Long,Long,2024-03-20 15:15,63802,1,50.00,0.08,-10920.00,0.01,588.00,0.92,0,0.00
1442,Exit Long,Long Profit,2024-03-19 18:00,65129,1,1278.00,2.00,-10970.00,0.13,1278.00,2.00,225.00,0.35
1442,Entry Long,Long,2024-03-19 16:45,63851,1,1278.00,2.00,-10970.00,0.13,1278.00,2.00,225.00,0.35
1441,Exit Long,Closing Bell,2024-03-16 18:15,68107,1,-209.00,-0.31,-12248.00,-0.02,72.00,0.11,249.00,0.36
1441,Entry Long,Long,2024-03-16 17:00,68316,1,-209.00,-0.31,-12248.00,-0.02,72.00,0.11,249.00,0.36
1440,Exit Long,Long SL,2024-03-15 16:15,68482,1,50.00,0.07,-12039.00,0.01,299.00,0.44,590.00,0.86
1440,Entry Long,Long,2024-03-15 15:00,68432,1,50.00,0.07,-12039.00,0.01,299.00,0.44,590.00,0.86
1439,Exit Long,Closing Bell,2024-03-13 18:15,73037,1,210.00,0.29,-12089.00,0.02,461.00,0.63,415.00,0.57
1439,Entry Long,Long,2024-03-13 16:45,72827,1,210.00,0.29,-12089.00,0.02,461.00,0.63,415.00,0.57
1438,Exit Long,Closing Bell,2024-03-11 18:15,72304,1,-226.00,-0.31,-12299.00,-0.02,237.00,0.33,650.00,0.90
1438,Entry Long,Long,2024-03-11 16:15,72530,1,-226.00,-0.31,-12299.00,-0.02,237.00,0.33,650.00,0.90
1437,Exit Long,Long Profit,2024-03-08 16:15,69243,1,1358.00,2.00,-12073.00,0.14,1358.00,2.00,222.00,0.33
1437,Entry Long,Long,2024-03-08 15:00,67885,1,1358.00,2.00,-12073.00,0.14,1358.00,2.00,222.00,0.33
1436,Exit Long,Long SL,2024-03-07 15:45,67161,1,50.00,0.07,-13431.00,0.01,889.00,1.32,88.00,0.13
1436,Entry Long,Long,2024-03-07 15:15,67111,1,50.00,0.07,-13431.00,0.01,889.00,1.32,88.00,0.13
1435,Exit Long,Long SL,2024-03-06 15:30,66396,1,50.00,0.08,-13481.00,0.01,903.00,1.36,0,0.00
1435,Entry Long,Long,2024-03-06 15:00,66346,1,50.00,0.08,-13481.00,0.01,903.00,1.36,0,0.00
1434,Exit Long,Long SL,2024-03-05 16:00,67734,1,-685.00,-1.00,-13531.00,-0.07,791.00,1.16,685.00,1.00
1434,Entry Long,Long,2024-03-05 15:45,68419,1,-685.00,-1.00,-13531.00,-0.07,791.00,1.16,685.00,1.00
1433,Exit Long,Long SL,2024-03-04 16:30,66250,1,50.00,0.08,-12846.00,0.01,283.00,0.43,330.00,0.50
1433,Entry Long,Long,2024-03-04 15:45,66200,1,50.00,0.08,-12846.00,0.01,283.00,0.43,330.00,0.50
1432,Exit Long,Long SL,2024-02-29 15:45,63014,1,-86.00,-0.14,-12896.00,-0.01,488.00,0.77,154.00,0.24
1432,Entry Long,Long,2024-02-29 15:15,63100,1,-86.00,-0.14,-12896.00,-0.01,488.00,0.77,154.00,0.24
1431,Exit Long,Long SL,2024-02-28 16:30,61061,1,50.00,0.08,-12810.00,0.01,378.00,0.62,391.00,0.64
1431,Entry Long,Long,2024-02-28 16:00,61011,1,50.00,0.08,-12810.00,0.01,378.00,0.62,391.00,0.64
1430,Exit Long,Long SL,2024-02-22 17:30,51420,1,-122.00,-0.24,-12860.00,-0.01,188.00,0.36,148.00,0.29
1430,Entry Long,Long,2024-02-22 16:45,51542,1,-122.00,-0.24,-12860.00,-0.01,188.00,0.36,148.00,0.29
1429,Exit Long,Closing Bell,2024-02-21 18:15,51299,1,114.00,0.22,-12738.00,0.01,244.00,0.48,415.00,0.81
1429,Entry Long,Long,2024-02-21 15:00,51185,1,114.00,0.22,-12738.00,0.01,244.00,0.48,415.00,0.81
1428,Exit Long,Long SL,2024-02-02 17:30,43142,1,-26.00,-0.06,-12852.00,0.00,283.00,0.66,69.00,0.16
1428,Entry Long,Long,2024-02-02 16:45,43168,1,-26.00,-0.06,-12852.00,0.00,283.00,0.66,69.00,0.16
1427,Exit Long,Closing Bell,2024-01-31 18:15,43477,1,590.00,1.38,-12826.00,0.06,692.00,1.61,196.00,0.46
1427,Entry Long,Long,2024-01-31 16:15,42887,1,590.00,1.38,-12826.00,0.06,692.00,1.61,196.00,0.46
1426,Exit Long,Closing Bell,2024-01-24 18:15,40061,1,-107.00,-0.27,-13416.00,-0.01,13.00,0.03,107.00,0.27
1426,Entry Long,Long,2024-01-24 18:00,40168,1,-107.00,-0.27,-13416.00,-0.01,13.00,0.03,107.00,0.27
1425,Exit Long,Closing Bell,2024-01-23 18:15,39258,1,14.00,0.04,-13309.00,0.00,178.00,0.45,352.00,0.90
1425,Entry Long,Long,2024-01-23 16:45,39244,1,14.00,0.04,-13309.00,0.00,178.00,0.45,352.00,0.90
1424,Exit Long,Long SL,2024-01-18 17:30,42101,1,-426.00,-1.00,-13323.00,-0.04,234.00,0.55,426.00,1.00
1424,Entry Long,Long,2024-01-18 15:30,42527,1,-426.00,-1.00,-13323.00,-0.04,234.00,0.55,426.00,1.00
1423,Exit Long,Long SL,2024-01-12 15:45,45284,1,-610.00,-1.33,-12897.00,-0.06,0,0.00,618.00,1.35
1423,Entry Long,Long,2024-01-12 15:30,45894,1,-610.00,-1.33,-12897.00,-0.06,0,0.00,618.00,1.35
1422,Exit Long,Long Profit,2024-01-11 15:30,48296,1,947.00,2.00,-12287.00,0.10,947.00,2.00,87.00,0.18
1422,Entry Long,Long,2024-01-11 15:00,47349,1,947.00,2.00,-12287.00,0.10,947.00,2.00,87.00,0.18
1421,Exit Long,Long SL,2024-01-05 15:30,43589,1,-441.00,-1.00,-13234.00,-0.04,67.00,0.15,441.00,1.00
1421,Entry Long,Long,2024-01-05 15:00,44030,1,-441.00,-1.00,-13234.00,-0.04,67.00,0.15,441.00,1.00
1420,Exit Long,Long SL,2024-01-03 17:30,43058,1,50.00,0.12,-12793.00,0.01,598.00,1.39,107.00,0.25
1420,Entry Long,Long,2024-01-03 17:00,43008,1,50.00,0.12,-12793.00,0.01,598.00,1.39,107.00,0.25
1419,Exit Long,Long SL,2023-12-20 17:45,43813,1,50.00,0.11,-12843.00,0.01,528.00,1.21,145.00,0.33
1419,Entry Long,Long,2023-12-20 15:00,43763,1,50.00,0.11,-12843.00,0.01,528.00,1.21,145.00,0.33
1418,Exit Long,Long SL,2023-12-14 16:15,42570,1,46.00,0.11,-12893.00,0.00,242.00,0.57,152.00,0.36
1418,Entry Long,Long,2023-12-14 15:00,42524,1,46.00,0.11,-12893.00,0.00,242.00,0.57,152.00,0.36
1417,Exit Long,Closing Bell,2023-12-08 18:15,43690,1,-243.00,-0.55,-12939.00,-0.02,106.00,0.24,275.00,0.63
1417,Entry Long,Long,2023-12-08 15:45,43933,1,-243.00,-0.55,-12939.00,-0.02,106.00,0.24,275.00,0.63
1416,Exit Long,Long SL,2023-11-06 16:15,35159,1,50.00,0.14,-12696.00,0.01,125.00,0.36,43.00,0.12
1416,Entry Long,Long,2023-11-06 15:15,35109,1,50.00,0.14,-12696.00,0.01,125.00,0.36,43.00,0.12
1415,Exit Long,Long SL,2023-10-25 18:30,34598,1,50.00,0.14,-12746.00,0.01,590.00,1.71,33.00,0.10
1415,Entry Long,Long,2023-10-25 16:30,34548,1,50.00,0.14,-12746.00,0.01,590.00,1.71,33.00,0.10
1414,Exit Long,Long Profit,2023-10-23 18:45,31236,1,613.00,2.00,-12796.00,0.06,613.00,2.00,29.00,0.09
1414,Entry Long,Long,2023-10-23 16:00,30623,1,613.00,2.00,-12796.00,0.06,613.00,2.00,29.00,0.09
1413,Exit Long,Long SL,2023-10-20 19:00,29374,1,-297.00,-1.00,-13409.00,-0.03,68.00,0.23,297.00,1.00
1413,Entry Long,Long,2023-10-20 16:00,29671,1,-297.00,-1.00,-13409.00,-0.03,68.00,0.23,297.00,1.00
1412,Exit Long,Long SL,2023-10-19 17:30,28606,1,7.00,0.02,-13112.00,0.00,230.00,0.80,92.00,0.32
1412,Entry Long,Long,2023-10-19 16:15,28599,1,7.00,0.02,-13112.00,0.00,230.00,0.80,92.00,0.32
1411,Exit Long,Closing Bell,2023-10-10 19:15,27365,1,-187.00,-0.68,-13119.00,-0.02,70.00,0.25,204.00,0.74
1411,Entry Long,Long,2023-10-10 16:15,27552,1,-187.00,-0.68,-13119.00,-0.02,70.00,0.25,204.00,0.74
1410,Exit Long,Closing Bell,2023-10-06 19:15,27861,1,128.00,0.46,-12932.00,0.01,331.00,1.19,89.00,0.32
1410,Entry Long,Long,2023-10-06 17:15,27733,1,128.00,0.46,-12932.00,0.01,331.00,1.19,89.00,0.32
1409,Exit Long,Long SL,2023-10-02 16:15,28267,1,-286.00,-1.00,-13060.00,-0.03,39.00,0.14,286.00,1.00
1409,Entry Long,Long,2023-10-02 16:00,28553,1,-286.00,-1.00,-13060.00,-0.03,39.00,0.14,286.00,1.00
1408,Exit Long,Closing Bell,2023-09-21 19:15,26657,1,103.00,0.39,-12774.00,0.01,116.00,0.44,13.00,0.05
1408,Entry Long,Long,2023-09-21 16:45,26554,1,103.00,0.39,-12774.00,0.01,116.00,0.44,13.00,0.05
1407,Exit Long,Closing Bell,2023-09-12 19:15,26103,1,-180.00,-0.68,-12877.00,-0.02,246.00,0.94,225.00,0.86
1407,Entry Long,Long,2023-09-12 16:00,26283,1,-180.00,-0.68,-12877.00,-0.02,246.00,0.94,225.00,0.86
1406,Exit Long,Long SL,2023-09-07 19:00,25798,1,50.00,0.19,-12697.00,0.01,193.00,0.75,23.00,0.09
1406,Entry Long,Long,2023-09-07 17:00,25748,1,50.00,0.19,-12697.00,0.01,193.00,0.75,23.00,0.09
1405,Exit Long,Closing Bell,2023-08-08 19:15,29754,1,184.00,0.62,-12747.00,0.02,235.00,0.79,56.00,0.19
1405,Entry Long,Long,2023-08-08 17:45,29570,1,184.00,0.62,-12747.00,0.02,235.00,0.79,56.00,0.19
1404,Exit Long,Closing Bell,2023-07-14 19:15,31101,1,-162.00,-0.52,-12931.00,-0.02,103.00,0.33,188.00,0.60
1404,Entry Long,Long,2023-07-14 16:00,31263,1,-162.00,-0.52,-12931.00,-0.02,103.00,0.33,188.00,0.60
1403,Exit Long,Long SL,2023-07-13 18:00,30876,1,50.00,0.16,-12769.00,0.01,349.00,1.13,66.00,0.21
1403,Entry Long,Long,2023-07-13 17:30,30826,1,50.00,0.16,-12769.00,0.01,349.00,1.13,66.00,0.21
1402,Exit Long,Long SL,2023-07-12 17:45,30493,1,-308.00,-1.00,-12819.00,-0.03,31.00,0.10,308.00,1.00
1402,Entry Long,Long,2023-07-12 16:15,30801,1,-308.00,-1.00,-12819.00,-0.03,31.00,0.10,308.00,1.00
1401,Exit Long,Long SL,2023-07-11 17:30,30560,1,50.00,0.16,-12511.00,0.01,294.00,0.96,18.00,0.06
1401,Entry Long,Long,2023-07-11 16:30,30510,1,50.00,0.16,-12511.00,0.01,294.00,0.96,18.00,0.06
1400,Exit Long,Closing Bell,2023-07-10 19:15,30343,1,-22.00,-0.07,-12561.00,0.00,0,0.00,27.00,0.09
