time,open,high,low,close,Account Equity,Daily High,Daily Low
2024-02-13T23:00:00+01:00,49564,49659,49476,49511,1000000,50333,47720
2024-02-13T23:15:00+01:00,49508,49551,49385,49504,1000000,50333,47720
2024-02-13T23:30:00+01:00,49505,49602,49439,49555,1000000,50333,47720
2024-02-13T23:45:00+01:00,49556,49592,49489,49552,1000000,50333,47720
2024-02-14T00:00:00+01:00,49542,49568,49409,49497,1000000,50333,47720
2024-02-14T00:15:00+01:00,49482,49560,49451,49538,1000000,50333,47720
2024-02-14T00:30:00+01:00,49536,49629,49530,49629,1000000,50333,47720
2024-02-14T00:45:00+01:00,49629,49796,49629,49720,1000000,50385,48325
2024-02-14T01:00:00+01:00,49728,49746,49594,49618,1000000,50385,48325
2024-02-14T01:15:00+01:00,49597,49629,49516,49574,1000000,50385,48325
2024-02-14T01:30:00+01:00,49572,49580,49427,49496,1000000,50385,48325
2024-02-14T01:45:00+01:00,49505,49583,49442,49525,1000000,50385,48325
2024-02-14T02:00:00+01:00,49521,49568,49437,49452,1000000,50385,48325
2024-02-14T02:15:00+01:00,49452,49530,49375,49456,1000000,50385,48325
2024-02-14T02:30:00+01:00,49444,49501,49374,49389,1000000,50385,48325
2024-02-14T02:45:00+01:00,49383,49467,49380,49463,1000000,50385,48325
2024-02-14T03:00:00+01:00,49456,49531,49410,49491,1000000,50385,48325
2024-02-14T03:15:00+01:00,49490,49519,49443,49499,1000000,50385,48325
2024-02-14T03:30:00+01:00,49502,49556,49483,49543,1000000,50385,48325
2024-02-14T03:45:00+01:00,49543,49588,49483,49528,1000000,50385,48325
2024-02-14T04:00:00+01:00,49516,49599,49505,49591,1000000,50385,48325
2024-02-14T04:15:00+01:00,49581,49635,49566,49567,1000000,50385,48325
2024-02-14T04:30:00+01:00,49557,49628,49502,49513,1000000,50385,48325
2024-02-14T04:45:00+01:00,49517,49545,49491,49540,1000000,50385,48325
2024-02-14T05:00:00+01:00,49539,49599,49516,49590,1000000,50385,48325
2024-02-14T05:15:00+01:00,49588,49591,49409,49418,1000000,50385,48325
2024-02-14T05:30:00+01:00,49418,49419,49267,49376,1000000,50385,48325
2024-02-14T05:45:00+01:00,49380,49444,49353,49411,1000000,50385,48325
2024-02-14T06:00:00+01:00,49409,49469,49409,49469,1000000,50385,48325
2024-02-14T06:15:00+01:00,49469,49516,49462,49515,1000000,50385,48325
2024-02-14T06:30:00+01:00,49513,49594,49513,49554,1000000,50385,48325
2024-02-14T06:45:00+01:00,49563,49653,49536,49567,1000000,50385,48325
2024-02-14T07:00:00+01:00,49568,49677,49533,49656,1000000,50385,48325
2024-02-14T07:15:00+01:00,49654,49669,49599,49618,1000000,50385,48325
2024-02-14T07:30:00+01:00,49631,49658,49579,49600,1000000,50385,48325
2024-02-14T07:45:00+01:00,49599,49677,49584,49666,1000000,50385,48325
2024-02-14T08:00:00+01:00,49665,49737,49665,49687,1000000,50385,48325
2024-02-14T08:15:00+01:00,49688,49862,49654,49862,1000000,50385,48325
2024-02-14T08:30:00+01:00,49867,49892,49781,49805,1000000,50385,48325
2024-02-14T08:45:00+01:00,49825,49904,49801,49871,1000000,50385,48325
2024-02-14T09:00:00+01:00,49868,49922,49769,49793,1000000,50385,48325
2024-02-14T09:15:00+01:00,49787,49887,49787,49801,1000000,50385,48325
2024-02-14T09:30:00+01:00,49823,49919,49813,49876,1000000,50385,48325
2024-02-14T09:45:00+01:00,49874,50818,49845,50803,1000000,50385,48325
2024-02-14T10:00:00+01:00,50818,51403,50652,50984,1000000,50385,48325
2024-02-14T10:15:00+01:00,50982,51287,50926,51276,1000000,50385,48325
2024-02-14T10:30:00+01:00,51275,51596,51152,51450,1000000,50385,48325
2024-02-14T10:45:00+01:00,51450,51700,51362,51568,1000118,50385,48325
2024-02-14T11:00:00+01:00,51572,51584,51442,51507,1000057,50385,48325
2024-02-14T11:15:00+01:00,51505,51576,51256,51318,1000050,50385,48325
2024-02-14T11:30:00+01:00,51320,51529,51320,51414,1000050,50385,48325
2024-02-14T11:45:00+01:00,51413,51440,51276,51327,1000050,50385,48325
2024-02-14T12:00:00+01:00,51319,51329,51028,51235,1000050,50385,48325
2024-02-14T12:15:00+01:00,51237,51421,51176,51411,1000050,50385,48325
2024-02-14T12:30:00+01:00,51411,51440,51271,51315,1000050,50385,48325
2024-02-14T12:45:00+01:00,51327,51746,51315,51575,1000050,50385,48325
2024-02-14T13:00:00+01:00,51575,51814,51438,51480,1000050,50385,48325
2024-02-14T13:15:00+01:00,51479,51833,51454,51661,1000050,50385,48325
2024-02-14T13:30:00+01:00,51662,51800,51597,51683,1000050,50385,48325
2024-02-14T13:45:00+01:00,51674,51725,51520,51583,1000050,50385,48325
2024-02-14T14:00:00+01:00,51589,51648,51524,51528,1000050,50385,48325
2024-02-14T14:15:00+01:00,51521,51713,51521,51700,1000050,50385,48325
2024-02-14T14:30:00+01:00,51702,51830,51654,51780,1000050,50385,48325
2024-02-14T14:45:00+01:00,51778,51815,51650,51800,1000050,50385,48325
2024-02-14T15:00:00+01:00,51783,51786,51624,51723,1000050,50385,48325
2024-02-14T15:15:00+01:00,51711,51711,51573,51692,1000050,50385,48325
2024-02-14T15:30:00+01:00,51690,52093,51690,51814,1000050,50385,48325
2024-02-14T15:45:00+01:00,51831,52055,51721,51943,1000050,50385,48325
2024-02-14T16:00:00+01:00,51954,52055,51515,51604,1000050,50385,48325
2024-02-14T16:15:00+01:00,51571,51951,51368,51896,1000050,50385,48325
2024-02-14T16:30:00+01:00,51903,52052,51746,51761,1000050,50385,48325
2024-02-14T16:45:00+01:00,51763,51924,51541,51628,1000050,50385,48325
2024-02-14T17:00:00+01:00,51594,51758,51387,51519,1000050,50385,48325
2024-02-14T17:15:00+01:00,51529,51614,51252,51547,1000050,50385,48325
2024-02-14T17:30:00+01:00,51553,51772,51553,51710,1000050,50385,48325
2024-02-14T17:45:00+01:00,51718,51789,51575,51625,1000050,50385,48325
2024-02-14T18:00:00+01:00,51596,51764,51531,51739,1000050,50385,48325
2024-02-14T18:15:00+01:00,51727,51759,51629,51716,1000050,50385,48325
2024-02-14T18:30:00+01:00,51718,51720,51575,51575,1000050,50385,48325
2024-02-14T18:45:00+01:00,51572,51716,51567,51697,1000050,50385,48325
2024-02-14T19:00:00+01:00,51696,51717,51439,51460,1000050,50385,48325
2024-02-14T19:15:00+01:00,51476,51607,51402,51477,1000050,50385,48325
2024-02-14T19:30:00+01:00,51489,51556,51450,51474,1000050,50385,48325
2024-02-14T19:45:00+01:00,51474,51525,51445,51475,1000050,50385,48325
2024-02-14T20:00:00+01:00,51483,51530,51374,51374,1000050,50385,48325
2024-02-14T20:15:00+01:00,51373,51490,51236,51482,1000050,50385,48325
2024-02-14T20:30:00+01:00,51498,51599,51379,51568,1000050,50385,48325
2024-02-14T20:45:00+01:00,51591,51742,51566,51715,1000050,50385,48325
2024-02-14T21:00:00+01:00,51713,51876,51675,51824,1000050,50385,48325
2024-02-14T21:15:00+01:00,51808,51923,51776,51824,1000050,50385,48325
2024-02-14T21:30:00+01:00,51824,51866,51755,51805,1000050,50385,48325
2024-02-14T21:45:00+01:00,51810,51821,51674,51736,1000050,50385,48325
2024-02-14T22:00:00+01:00,51737,51745,51576,51597,1000050,50385,48325
2024-02-14T22:15:00+01:00,51592,51615,51531,51532,1000050,50385,48325
2024-02-14T22:30:00+01:00,51532,51682,51506,51650,1000050,50385,48325
2024-02-14T22:45:00+01:00,51654,51825,51654,51763,1000050,50385,48325
2024-02-14T23:00:00+01:00,51775,51843,51653,51723,1000050,50385,48325
2024-02-14T23:15:00+01:00,51718,51785,51708,51736,1000050,50385,48325
2024-02-14T23:30:00+01:00,51737,51813,51694,51747,1000050,50385,48325
2024-02-14T23:45:00+01:00,51747,51868,51740,51843,1000050,50385,48325
2024-02-15T00:00:00+01:00,51842,51881,51785,51825,1000050,50385,48325
2024-02-15T00:15:00+01:00,51824,51886,51778,51847,1000050,50385,48325
2024-02-15T00:30:00+01:00,51849,51930,51809,51874,1000050,50385,48325
2024-02-15T00:45:00+01:00,51880,51880,51798,51844,1000050,52093,49267
2024-02-15T01:00:00+01:00,51841,51933,51815,51919,1000050,52093,49267
2024-02-15T01:15:00+01:00,51920,52439,51920,52313,1000050,52093,49267
2024-02-15T01:30:00+01:00,52296,52544.51,52190,52404,1000050,52093,49267
2024-02-15T01:45:00+01:00,52405,52473,52354,52374,1000050,52093,49267
2024-02-15T02:00:00+01:00,52365,52399,52057,52159,1000050,52093,49267
2024-02-15T02:15:00+01:00,52160,52174,51896,51977,1000050,52093,49267
2024-02-15T02:30:00+01:00,51974,51984,51778,51886,1000050,52093,49267
2024-02-15T02:45:00+01:00,51885,52010,51848,51954,1000050,52093,49267
2024-02-15T03:00:00+01:00,51947,52143,51926,52125,1000050,52093,49267
2024-02-15T03:15:00+01:00,52117,52245,52110,52113,1000050,52093,49267
2024-02-15T03:30:00+01:00,52112,52257,52050,52226,1000050,52093,49267
2024-02-15T03:45:00+01:00,52204,52230,52083,52089,1000050,52093,49267
2024-02-15T04:00:00+01:00,52092,52222,52080,52203,1000050,52093,49267
2024-02-15T04:15:00+01:00,52204,52339,52203,52326,1000050,52093,49267
2024-02-15T04:30:00+01:00,52326,52433,52255,52378,1000050,52093,49267
2024-02-15T04:45:00+01:00,52350,52433,52315,52394,1000050,52093,49267
2024-02-15T05:00:00+01:00,52392,52399,52250,52289,1000050,52093,49267
2024-02-15T05:15:00+01:00,52288,52342,52243,52327,1000050,52093,49267
2024-02-15T05:30:00+01:00,52332,52403,52242,52402,1000050,52093,49267
2024-02-15T05:45:00+01:00,52389,52397,52169,52190,1000050,52093,49267
2024-02-15T06:00:00+01:00,52185,52284,52169,52243,1000050,52093,49267
2024-02-15T06:15:00+01:00,52242,52256,52146,52171,1000050,52093,49267
2024-02-15T06:30:00+01:00,52170,52191,52037,52087,1000050,52093,49267
2024-02-15T06:45:00+01:00,52068,52070,51870,52004,1000050,52093,49267
2024-02-15T07:00:00+01:00,52003,52028,51889,51997,1000050,52093,49267
2024-02-15T07:15:00+01:00,51998,52028,51887,51949,1000050,52093,49267
2024-02-15T07:30:00+01:00,51945,52099,51945,52095,1000050,52093,49267
2024-02-15T07:45:00+01:00,52099,52129,51988,52024,1000050,52093,49267
2024-02-15T08:00:00+01:00,52023,52130,52011,52120,1000050,52093,49267
2024-02-15T08:15:00+01:00,52120,52149,52074,52110,1000050,52093,49267
2024-02-15T08:30:00+01:00,52114,52119,51690,51783,1000050,52093,49267
2024-02-15T08:45:00+01:00,51765,51872,51765,51834,1000050,52093,49267
2024-02-15T09:00:00+01:00,51823,51853,51699,51853,1000050,52093,49267
2024-02-15T09:15:00+01:00,51833,52019,51820,51984,1000050,52093,49267
2024-02-15T09:30:00+01:00,51993,52009,51892,51958,1000050,52093,49267
2024-02-15T09:45:00+01:00,51960,52011,51890,51986,1000050,52093,49267
2024-02-15T10:00:00+01:00,51991,52026,51933,52026,1000050,52093,49267
2024-02-15T10:15:00+01:00,52026,52301,52026,52132,1000050,52093,49267
2024-02-15T10:30:00+01:00,52128,52297,52128,52229,1000050,52093,49267
2024-02-15T10:45:00+01:00,52230,52283,52186,52229,1000050,52093,49267
2024-02-15T11:00:00+01:00,52223,52325,52153,52323,1000050,52093,49267
2024-02-15T11:15:00+01:00,52326,52350,52245,52249,999973,52093,49267
2024-02-15T11:30:00+01:00,52248,52364,52199,52344,1000068,52093,49267
2024-02-15T11:45:00+01:00,52341,52391,52320,52340,1000064,52093,49267
2024-02-15T12:00:00+01:00,52339,52395,52287,52291,1000015,52093,49267
2024-02-15T12:15:00+01:00,52307,52414,52286,52414,1000138,52093,49267
2024-02-15T12:30:00+01:00,52414,52528,52213,52268,999992,52093,49267
2024-02-15T12:45:00+01:00,52280,52406,52264,52378,1000102,52093,49267
2024-02-15T13:00:00+01:00,52366,52526,52258,52321,1000045,52093,49267
2024-02-15T13:15:00+01:00,52322,52391,52130,52391,1000115,52093,49267
2024-02-15T13:30:00+01:00,52391,52458,52329,52439,1000163,52093,49267
2024-02-15T13:45:00+01:00,52441,52476,52311,52368,1000092,52093,49267
2024-02-15T14:00:00+01:00,52369,52397,52240,52318,1000093,52093,49267
2024-02-15T14:15:00+01:00,52318,52339,52177,52205,1000093,52093,49267
2024-02-15T14:30:00+01:00,52194,52269,52130,52262,1000093,52093,49267
2024-02-15T14:45:00+01:00,52263,52354,52233,52279,1000093,52093,49267
2024-02-15T15:00:00+01:00,52246,52290,52126,52274,1000093,52093,49267
2024-02-15T15:15:00+01:00,52274,52521,52174,52464,1000093,52093,49267
2024-02-15T15:30:00+01:00,52466,52844,52447,52631,1000093,52093,49267
2024-02-15T15:45:00+01:00,52660,52884,52628,52654,1000093,52093,49267
2024-02-15T16:00:00+01:00,52652,52707,52266,52423,1000093,52093,49267
2024-02-15T16:15:00+01:00,52423,52498,52195,52252,1000093,52093,49267
2024-02-15T16:30:00+01:00,52251,52279,51759,52007,1000093,52093,49267
2024-02-15T16:45:00+01:00,51996,52036,51836,51980,1000093,52093,49267
2024-02-15T17:00:00+01:00,51981,52028,51770,51796,1000093,52093,49267
2024-02-15T17:15:00+01:00,51786,52314,51783,52295,1000093,52093,49267
2024-02-15T17:30:00+01:00,52287,52407,52181,52364,1000093,52093,49267
2024-02-15T17:45:00+01:00,52346,52383,52203,52283,1000093,52093,49267
2024-02-15T18:00:00+01:00,52277,52342,52173,52259,1000093,52093,49267
2024-02-15T18:15:00+01:00,52263,52323,52121,52232,1000093,52093,49267
2024-02-15T18:30:00+01:00,52228,52230,52069,52127,1000093,52093,49267
2024-02-15T18:45:00+01:00,52120,52167,51881,51891,1000093,52093,49267
2024-02-15T19:00:00+01:00,51898,52084,51859,52072,1000093,52093,49267
2024-02-15T19:15:00+01:00,52052,52084,51977,52014,1000093,52093,49267
2024-02-15T19:30:00+01:00,52013,52038,51928,51932,1000093,52093,49267
2024-02-15T19:45:00+01:00,51940,52093,51937,52003,1000093,52093,49267
2024-02-15T20:00:00+01:00,51997,51997,51874,51951,1000093,52093,49267
2024-02-15T20:15:00+01:00,51934,51934,51802,51895,1000093,52093,49267
2024-02-15T20:30:00+01:00,51893,52036,51770,51988,1000093,52093,49267
2024-02-15T20:45:00+01:00,51981,52088,51981,52049,1000093,52093,49267
2024-02-15T21:00:00+01:00,52046,52059,51899,51899,1000093,52093,49267
2024-02-15T21:15:00+01:00,51886,51896,51630,51805,1000093,52093,49267
2024-02-15T21:30:00+01:00,51798,51962,51757,51854,1000093,52093,49267
2024-02-15T21:45:00+01:00,51866,51881,51708,51717,1000093,52093,49267
2024-02-15T22:00:00+01:00,51725,51850,51652,51818,1000093,52093,49267
2024-02-15T22:15:00+01:00,51799,51841,51717,51717,1000093,52093,49267
2024-02-15T22:30:00+01:00,51700,51727,51424,51521,1000093,52093,49267
2024-02-15T22:45:00+01:00,51536,51660,51364,51385,1000093,52093,49267
2024-02-15T23:00:00+01:00,51371,51627,51371,51626,1000093,52093,49267
2024-02-15T23:15:00+01:00,51627,51789,51625,51754,1000093,52093,49267
2024-02-15T23:30:00+01:00,51752,51860,51692,51700,1000093,52093,49267
2024-02-15T23:45:00+01:00,51697,51743,51574,51693,1000093,52093,49267
2024-02-16T00:00:00+01:00,51686,51870,51665,51870,1000093,52093,49267
2024-02-16T00:15:00+01:00,51870,51913,51832,51879,1000093,52093,49267
2024-02-16T00:30:00+01:00,51861,51998,51861,51985,1000093,52093,49267
2024-02-16T00:45:00+01:00,51982,52041,51924,51942,1000093,52884,51364
2024-02-16T01:00:00+01:00,51935,52025,51924,51985,1000093,52884,51364
2024-02-16T01:15:00+01:00,51982,52062,51882,51903,1000093,52884,51364
2024-02-16T01:30:00+01:00,51894,52027,51860,52027,1000093,52884,51364
2024-02-16T01:45:00+01:00,52023,52036,51955,51968,1000093,52884,51364
2024-02-16T02:00:00+01:00,51968,52012,51928,52012,1000093,52884,51364
2024-02-16T02:15:00+01:00,52011,52189,51932,52080,1000093,52884,51364
2024-02-16T02:30:00+01:00,52083,52120,51951,52053,1000093,52884,51364
2024-02-16T02:45:00+01:00,52041,52046,51964,52003,1000093,52884,51364
2024-02-16T03:00:00+01:00,51982,52192,51899,52192,1000093,52884,51364
2024-02-16T03:15:00+01:00,52171,52200,52068,52103,1000093,52884,51364
2024-02-16T03:30:00+01:00,52101,52149,52055,52147,1000093,52884,51364
2024-02-16T03:45:00+01:00,52147,52251,52137,52221,1000093,52884,51364
2024-02-16T04:00:00+01:00,52221,52332,52144,52320,1000093,52884,51364
2024-02-16T04:15:00+01:00,52322,52324,52183,52183,1000093,52884,51364
2024-02-16T04:30:00+01:00,52183,52376,52163,52366,1000093,52884,51364
2024-02-16T04:45:00+01:00,52369,52376,52272,52336,1000093,52884,51364
2024-02-16T05:00:00+01:00,52325,52383,52278,52294,1000093,52884,51364
2024-02-16T05:15:00+01:00,52313,52352,52271,52278,1000093,52884,51364
2024-02-16T05:30:00+01:00,52274,52301,52239,52253,1000093,52884,51364
2024-02-16T05:45:00+01:00,52239,52248,52157,52162,1000093,52884,51364
2024-02-16T06:00:00+01:00,52170,52223,52166,52187,1000093,52884,51364
2024-02-16T06:15:00+01:00,52185,52206,52164,52200,1000093,52884,51364
2024-02-16T06:30:00+01:00,52211,52226,52157,52176,1000093,52884,51364
2024-02-16T06:45:00+01:00,52157,52159,52000,52085,1000093,52884,51364
2024-02-16T07:00:00+01:00,52091,52123,52063,52102,1000093,52884,51364
2024-02-16T07:15:00+01:00,52102,52182,52101,52182,1000093,52884,51364
2024-02-16T07:30:00+01:00,52179,52179,51995,52013,1000093,52884,51364
2024-02-16T07:45:00+01:00,51995,52023,51870,51918,1000093,52884,51364
2024-02-16T08:00:00+01:00,51911,51960,51847,51928,1000093,52884,51364
2024-02-16T08:15:00+01:00,51927,51980,51860,51966,1000093,52884,51364
2024-02-16T08:30:00+01:00,51966,51966,51856,51856,1000093,52884,51364
2024-02-16T08:45:00+01:00,51857,51877,51752,51768,1000093,52884,51364
2024-02-16T09:00:00+01:00,51752,51901,51745,51830,1000093,52884,51364
2024-02-16T09:15:00+01:00,51833,51856,51758,51806,1000093,52884,51364
2024-02-16T09:30:00+01:00,51806,51951,51799,51948,1000093,52884,51364
2024-02-16T09:45:00+01:00,51951,52026,51851,51859,1000093,52884,51364
2024-02-16T10:00:00+01:00,51860,51869,51615,51770,1000093,52884,51364
2024-02-16T10:15:00+01:00,51746,51875,51709,51807,1000093,52884,51364
2024-02-16T10:30:00+01:00,51808,52012,51790,51940,1000093,52884,51364
2024-02-16T10:45:00+01:00,51940,51966,51853,51859,1000093,52884,51364
2024-02-16T11:00:00+01:00,51862,51942,51833,51942,1000093,52884,51364
2024-02-16T11:15:00+01:00,51956,52093,51933,51965,1000093,52884,51364
2024-02-16T11:30:00+01:00,51966,52119,51946,52105,1000093,52884,51364
2024-02-16T11:45:00+01:00,52105,52314,52071,52314,1000093,52884,51364
2024-02-16T12:00:00+01:00,52314,52345,52251,52273,1000093,52884,51364
2024-02-16T12:15:00+01:00,52269,52317,52250,52293,1000093,52884,51364
2024-02-16T12:30:00+01:00,52286,52451,52273,52356,1000093,52884,51364
2024-02-16T12:45:00+01:00,52350,52386,52202,52242,1000093,52884,51364
2024-02-16T13:00:00+01:00,52220,52298,52133,52297,1000093,52884,51364
2024-02-16T13:15:00+01:00,52302,52302,52212,52229,1000093,52884,51364
2024-02-16T13:30:00+01:00,52233,52383,52233,52301,1000093,52884,51364
2024-02-16T13:45:00+01:00,52302,52427,52296,52413,1000093,52884,51364
2024-02-16T14:00:00+01:00,52413,52471,52350,52403,1000093,52884,51364
2024-02-16T14:15:00+01:00,52404,52471,52312,52376,1000093,52884,51364
2024-02-16T14:30:00+01:00,52372,52379,52182,52316,1000093,52884,51364
2024-02-16T14:45:00+01:00,52311,52515,52226,52515,1000093,52884,51364
2024-02-16T15:00:00+01:00,52494,52600,52213,52232,1000093,52884,51364
2024-02-16T15:15:00+01:00,52230,52283,51986,52212,1000093,52884,51364
2024-02-16T15:30:00+01:00,52214,52429,52148,52284,1000093,52884,51364
2024-02-16T15:45:00+01:00,52286,52286,51789,51956,1000093,52884,51364
2024-02-16T16:00:00+01:00,51937,51938,51621,51685,1000093,52884,51364
2024-02-16T16:15:00+01:00,51675,51899,51658,51851,1000093,52884,51364
2024-02-16T16:30:00+01:00,51837,51861,51665,51831,1000093,52884,51364
2024-02-16T16:45:00+01:00,51834,51924,51752,51907,1000093,52884,51364
2024-02-16T17:00:00+01:00,51905,52198,51857,52186,1000093,52884,51364
2024-02-16T17:15:00+01:00,52173,52275,52116,52144,1000093,52884,51364
2024-02-16T17:30:00+01:00,52144,52207,52035,52139,1000093,52884,51364
2024-02-16T17:45:00+01:00,52141,52161,51999,52063,1000093,52884,51364
2024-02-16T18:00:00+01:00,52061,52099,51937,51982,1000093,52884,51364
2024-02-16T18:15:00+01:00,51977,52060,51952,51995,1000093,52884,51364
2024-02-16T18:30:00+01:00,51995,52026,51835,51916,1000093,52884,51364
2024-02-16T18:45:00+01:00,51916,52053,51905,52053,1000093,52884,51364
2024-02-16T19:00:00+01:00,52053,52055,51855,51890,1000093,52884,51364
2024-02-16T19:15:00+01:00,51890,52019,51871,51962,1000093,52884,51364
2024-02-16T19:30:00+01:00,51961,51990,51854,51982,1000093,52884,51364
2024-02-16T19:45:00+01:00,51999,52061,51968,51993,1000093,52884,51364
2024-02-16T20:00:00+01:00,51992,52000,51895,51995,1000093,52884,51364
2024-02-16T20:15:00+01:00,51997,52058,51908,51913,1000093,52884,51364
2024-02-16T20:30:00+01:00,51915,51926,51820,51925,1000093,52884,51364
2024-02-16T20:45:00+01:00,51932,51940,51683,51777,1000093,52884,51364
2024-02-16T21:00:00+01:00,51780,51898,51702,51817,1000093,52884,51364
2024-02-16T21:15:00+01:00,51827,51858,51751,51791,1000093,52884,51364
2024-02-16T21:30:00+01:00,51793,51922,51773,51904,1000093,52884,51364
2024-02-16T21:45:00+01:00,51906,51924,51821,51861,1000093,52884,51364
2024-02-16T22:00:00+01:00,51858,51901,51783,51892,1000093,52884,51364
2024-02-16T22:15:00+01:00,51896,51945,51869,51945,1000093,52884,51364
2024-02-16T22:30:00+01:00,51939,52034,51928,52034,1000093,52884,51364
2024-02-16T22:45:00+01:00,52029,52045,51972,52011,1000093,52884,51364
2024-02-16T23:00:00+01:00,52007,52033,51944,51953,1000093,52884,51364
2024-02-16T23:15:00+01:00,51953,52014,51926,51939,1000093,52884,51364
2024-02-16T23:30:00+01:00,51936,52024,51936,51972,1000093,52884,51364
2024-02-16T23:45:00+01:00,51968,52041,51968,52024,1000093,52884,51364
2024-02-17T00:00:00+01:00,52027,52076,51994,52040,1000093,52884,51364
2024-02-17T00:15:00+01:00,52036,52145,52030,52145,1000093,52884,51364
2024-02-17T00:30:00+01:00,52149,52245,52102,52220,1000093,52884,51364
2024-02-17T00:45:00+01:00,52229,52251,52152,52161,1000093,52600,51615
2024-02-17T01:00:00+01:00,52163,52197,52117,52162,1000093,52600,51615
2024-02-17T01:15:00+01:00,52162,52210,52103,52115,1000093,52600,51615
2024-02-17T01:30:00+01:00,52111,52156,52079,52149,1000093,52600,51615
2024-02-17T01:45:00+01:00,52130,52148,52030,52035,1000093,52600,51615
2024-02-17T02:00:00+01:00,52035,52062,51994,51996,1000093,52600,51615
2024-02-17T02:15:00+01:00,51998,52029,51938,51961,1000093,52600,51615
2024-02-17T02:30:00+01:00,51977,52013,51926,51927,1000093,52600,51615
2024-02-17T02:45:00+01:00,51927,52002,51889,51998,1000093,52600,51615
2024-02-17T03:00:00+01:00,52001,52049,51957,52037,1000093,52600,51615
2024-02-17T03:15:00+01:00,52031,52036,51965,51992,1000093,52600,51615
2024-02-17T03:30:00+01:00,51984,51984,51910,51930,1000093,52600,51615
2024-02-17T03:45:00+01:00,51931,51993,51922,51962,1000093,52600,51615
2024-02-17T04:00:00+01:00,51963,51979,51929,51957,1000093,52600,51615
2024-02-17T04:15:00+01:00,51953,52002,51924,51924,1000093,52600,51615
2024-02-17T04:30:00+01:00,51924,51985,51924,51981,1000093,52600,51615
2024-02-17T04:45:00+01:00,51991,51998,51949,51996,1000093,52600,51615
2024-02-17T05:00:00+01:00,51996,51996,51947,51962,1000093,52600,51615
2024-02-17T05:15:00+01:00,51979,52025,51968,51996,1000093,52600,51615
2024-02-17T05:30:00+01:00,52004,52037,52003,52020,1000093,52600,51615
2024-02-17T05:45:00+01:00,52032,52064,52020,52038,1000093,52600,51615
2024-02-17T06:00:00+01:00,52035,52053,51951,51952,1000093,52600,51615
2024-02-17T06:15:00+01:00,51951,51951,51826,51889,1000093,52600,51615
2024-02-17T06:30:00+01:00,51901,51924,51850,51913,1000093,52600,51615
2024-02-17T06:45:00+01:00,51917,51941,51906,51940,1000093,52600,51615
2024-02-17T07:00:00+01:00,51946,51972,51925,51972,1000093,52600,51615
2024-02-17T07:15:00+01:00,51973,51978,51906,51936,1000093,52600,51615
2024-02-17T07:30:00+01:00,51947,51956,51908,51908,1000093,52600,51615
2024-02-17T07:45:00+01:00,51910,51970,51910,51949,1000093,52600,51615
2024-02-17T08:00:00+01:00,51955,51981,51955,51981,1000093,52600,51615
2024-02-17T08:15:00+01:00,51980,51981,51930,51962,1000093,52600,51615
2024-02-17T08:30:00+01:00,51966,51982,51951,51951,1000093,52600,51615
2024-02-17T08:45:00+01:00,51951,51969,51934,51934,1000093,52600,51615
2024-02-17T09:00:00+01:00,51927,51927,51845,51886,1000093,52600,51615
2024-02-17T09:15:00+01:00,51880,51881,51821,51828,1000093,52600,51615
2024-02-17T09:30:00+01:00,51826,51851,51774,51802,1000093,52600,51615
2024-02-17T09:45:00+01:00,51797,51797,51739,51753,1000093,52600,51615
2024-02-17T10:00:00+01:00,51757,51797,51681,51747,1000093,52600,51615
2024-02-17T10:15:00+01:00,51751,51808,51691,51757,1000093,52600,51615
2024-02-17T10:30:00+01:00,51758,51814,51758,51773,1000093,52600,51615
2024-02-17T10:45:00+01:00,51773,51773,51701,51709,1000093,52600,51615
2024-02-17T11:00:00+01:00,51702,51715,51596,51678,1000093,52600,51615
2024-02-17T11:15:00+01:00,51659,51659,51522,51606,1000093,52600,51615
2024-02-17T11:30:00+01:00,51592,51708,51585,51644,1000093,52600,51615
2024-02-17T11:45:00+01:00,51639,51734,51639,51734,1000093,52600,51615
2024-02-17T12:00:00+01:00,51739,51764,51698,51752,1000093,52600,51615
2024-02-17T12:15:00+01:00,51755,51764,51723,51729,1000093,52600,51615
2024-02-17T12:30:00+01:00,51723,51808,51715,51752,1000093,52600,51615
2024-02-17T12:45:00+01:00,51750,51774,51699,51710,1000093,52600,51615
2024-02-17T13:00:00+01:00,51715,51715,51671,51671,1000093,52600,51615
2024-02-17T13:15:00+01:00,51665,51730,51652,51652,1000093,52600,51615
2024-02-17T13:30:00+01:00,51652,51653,51578,51632,1000093,52600,51615
2024-02-17T13:45:00+01:00,51644,51752,51644,51729,1000093,52600,51615
2024-02-17T14:00:00+01:00,51732,51732,51587,51592,1000093,52600,51615
2024-02-17T14:15:00+01:00,51588,51617,51358,51389,1000093,52600,51615
2024-02-17T14:30:00+01:00,51426,51463,51072,51254,1000093,52600,51615
2024-02-17T14:45:00+01:00,51272,51319,51122,51218,1000093,52600,51615
2024-02-17T15:00:00+01:00,51221,51323,51211,51228,1000093,52600,51615
2024-02-17T15:15:00+01:00,51229,51361,51189,51210,1000093,52600,51615
2024-02-17T15:30:00+01:00,51219,51244,50696,50796,1000093,52600,51615
2024-02-17T15:45:00+01:00,50782,50914,50649,50862,1000093,52600,51615
2024-02-17T16:00:00+01:00,50848,50849,50647,50770,1000093,52600,51615
2024-02-17T16:15:00+01:00,50778,51000,50773,51000,1000093,52600,51615
