day_of_week,day_of_month,next_2_days
4,15,0.0
5,16,0.8306716780171178
1,19,2.069855718205895
2,20,1.837769117619774
3,21,4.055769037723864
4,22,2.053515432314166
5,23,-0.609015718666775
1,26,-2.3170681073507007
2,27,-0.9191153268087673
3,28,1.0611739790029735
4,29,-0.06184433416606342
5,30,0.30882789012494133
1,2,1.0519806800689384
2,3,-0.12315552983714602
3,4,-0.3674186541500367
4,5,4.562267585972685
5,6,5.900424446605142
1,9,1.8868020014566025
2,10,-0.2901871061457808
3,11,0.3472191178137635
5,13,-0.7567000337949309
1,16,-0.8073782492299657
2,17,2.228745367268106
3,18,2.9651063890188176
4,19,4.245552255661313
5,20,1.4680984885526767
2,24,0.0
3,25,0.3338974712504597
4,26,-3.5773231469509765
5,27,-2.939548898842082
1,2,-1.0273989753009245
2,3,1.0857173374720983
3,4,-0.11534289266247168
4,5,0.3957020503727632
5,6,2.309466660382254
1,9,-1.3513500451867637
2,10,-1.8058674222580489
3,11,-1.1415568362660995
4,12,2.1264416514087907
5,13,1.5011560823498886
1,16,0.2250928933501263
2,17,2.4459630662224288
3,18,1.4037058253598982
4,19,-1.3881176947409812
5,20,-0.9966794601252703
1,23,0.11261518865943786
2,24,-1.901556270680946
3,25,-3.205858156130318
4,26,-5.017109590548598
5,27,-3.0214908662266944
1,30,-0.840332478575529
2,31,-1.4379854010694637
3,1,-0.12106814291444248
4,2,-1.0334350663189147
1,6,0.0
2,7,0.7985206098500962
3,8,-0.2424297910748106
4,9,1.8890887801639458
5,10,0.3037736767333582
1,13,-3.2296592724582607
2,14,-3.21017976558443
3,15,-2.781216034931121
4,16,-0.12515334582141438
5,17,-1.2078803935952855
1,20,-4.636590033517828
2,21,-1.6087516127007082
3,22,0.45991914320697863
4,23,-3.466316117027378
5,24,-4.054937129535106
1,27,-2.642278707825595
2,28,2.862986190249899
3,29,1.9485019846978078
4,30,-0.19880538547275323
5,1,1.9795219754560027
1,4,-0.33200656933405226
2,5,0.06693593817075175
3,6,2.8647524646540092
4,7,1.6053496600677293
5,8,-2.5906711748779943
1,11,-1.316654475247128
2,12,-2.526596511999588
3,13,-3.6691140702655027
4,14,-5.593449545423911
5,15,-4.224374476478025
1,18,-0.6502901126851637
2,19,0.4338425158907794
3,20,1.3818151300603694
4,21,-3.5277229134701584
5,22,-3.802006807209805
1,25,-1.0447715942830214
2,26,-0.7457078965941097
3,27,-1.80995299378213
4,28,-6.836970491340014
5,29,-6.298007831555632
1,1,5.806453944989295
2,2,11.06557707029213
3,3,2.1341443247982146
4,4,0.0738024261333504
5,5,-0.44775722127194817
1,8,1.0324438445142383
2,9,2.9235336220950465
3,10,0.3649649009560481
4,11,-0.7283279761793958
5,12,-0.6545465642755681
1,15,-0.880410011383219
2,16,-2.8550468082349427
3,17,-2.146557786380063
4,18,10.097958950179251
5,19,9.001509503378799
1,22,3.285424416086612
2,23,4.024982164106107
3,24,1.722996860521878
4,25,0.6671139626192745
5,26,-3.3876250478235037
1,29,-0.13254113692133962
2,30,0.7417374055505518
3,1,1.260786581985617
4,2,1.0709558606448153
5,3,-4.914809886965222
1,6,-4.834440248137209
2,7,-0.1378391278303456
3,8,1.8093265897873758
4,9,-1.7943425327036582
5,10,-3.691045506691463
1,13,-3.0217805012935925
2,14,0.35486295382104605
3,15,3.405798989367845
4,16,2.2630812380095184
5,17,2.4526938792422466
1,20,-1.2448153852069286
2,21,-2.3255824572456127
3,22,-2.1708646480337315
4,23,-1.750700312849259
5,24,1.503221432590826
1,27,-2.06699905468646
2,28,-2.6798314969162287
3,29,-0.07278187080364205
4,30,0.9420298017691212
5,31,0.8011698034889061
1,3,-2.0818374407736084
2,4,-2.0953754238131372
3,5,-0.2199463774954681
4,6,0.0
5,7,2.7920655696305245
1,10,1.8450184242133332
2,11,0.21444379654274992
3,12,3.550722930041286
4,13,0.21397811691638602
5,14,-1.3295981867774824
1,17,0.6405704723565794
2,18,0.4964517229106789
3,19,-1.9802028277724253
4,20,-2.964008991055652
5,21,-1.1544000820737916
1,24,1.3090931285511362
2,25,1.0948947028681442
3,26,0.43072121053787504
4,27,0.07219693091776243
5,28,-0.5003552249423944
1,31,-1.4430001025922397
2,1,-4.094825371408872
3,2,-2.708637552651061
4,3,-3.595509229924085
5,4,-3.987958875037449
