10y,next_10_years
-36.26126380102574,34.01060499347929
-32.642491399087916,25.641026059028853
-33.872831879228,25.17482709859
-40.429131924774424,39.43127746163901
-40.01138221443506,35.76850542133087
-37.32798182069327,28.453792953734318
-36.66666264734953,27.67694292527728
-32.378730087102625,22.385481598124105
-35.51564329752063,25.336924221279517
-39.81797514436123,30.8128568278845
-43.167878377326105,44.25908159568531
-49.865948671764315,61.283415063728896
-52.83218562571942,70.93153538784684
-49.341758812498185,58.83575794952486
-46.465166166997356,48.80383229239856
-49.4050710213551,59.40695887781588
-47.402923119999166,52.06135371642206
-49.30829869117622,59.74657918145745
-50.3241874456691,65.96386168007349
-53.012659579892706,80.6034559390635
-52.472249135534156,78.55625858382808
-50.15259274264512,74.08162381538813
-48.80889153658192,73.31954598396604
-39.95692083054815,49.68610856560364
-36.850480053138774,40.97398094573105
-38.36184666143802,41.126999176824285
-36.675464290912224,33.000000317891434
-34.051499012598825,29.800802135075386
-35.78125294918804,28.953768993626856
-34.8094758101149,24.328593687429244
-38.07792168158989,33.64094130214627
-36.774520525158636,30.13809838897221
-37.5,27.760002136230465
-40.4275982782703,31.076667168136513
-42.95206154788722,31.613969154270222
-45.982984935731544,36.04549234957978
-46.36449720021397,35.21126866979135
-42.803738367735576,29.24836593668506
-39.35818755258373,25.214005252407528
-37.913128285853745,23.80229018185373
-39.19229259619637,25.207548321418045
-40.245563983220535,21.232875867243024
-39.25276803086667,13.895215741115008
-43.95460393668102,18.30217601143696
-45.143349446089495,15.054604922923476
-47.56302545252649,22.115387260561256
-48.473443021967775,23.782470598653585
-43.2717689165748,17.36434721730394
-43.568281986445555,17.72052638353683
-44.1801196589784,13.77472921347491
-46.32443741245093,19.433818065496048
-48.986347187481485,23.60097214451113
-47.37928088783106,21.333335427676932
-52.69246190247948,28.16189080332268
-51.49842312813592,22.682926167388448
-52.02334802461771,18.08597331475383
-50.36028884802707,19.59677725751253
-48.58548472463172,14.992026476554404
-48.45691677982072,13.919129157391641
-48.262241155762894,13.511446202650982
-51.10132008847592,22.604424408345064
-53.63042882662451,24.02651736145569
-54.90760012228964,37.15847948523125
-56.841248572295676,41.298215390975514
-56.264963001926304,34.30657131199742
-57.71760099078828,34.40072433874511
-56.78488894620902,33.898306670862496
-57.000382932982774,32.64941868829032
-57.649327753340366,34.66788443098444
-55.291831011587924,26.71889216408378
-52.56198685821071,23.17073960935239
-53.97815728693487,18.050848135692014
-55.64294299015259,22.783694231715977
-56.47236954280449,22.695649188497793
-59.628253491883875,30.38674304842971
-59.9207780663565,30.458223795741983
-59.15841615877665,28.051945607041766
-57.801046025954186,23.242344338109014
-57.8910843723576,23.887969823043143
-58.245615373577984,27.142862180272658
-60.72035236240324,33.13148602665058
-61.632239552131566,36.804943551402374
-63.85267261318448,37.240757958665746
-63.60708383771085,35.48672709023253
-60.11942268356643,21.43420297060917
-57.974278024087425,19.433818065496048
-59.113924302765994,19.96903953924835
-58.474025069249755,22.126660923742815
-57.30486862515789,23.74999934807421
-58.147176256241885,25.353222558395338
-57.64320817171858,22.874807837198503
-53.047238829079134,24.039931265134634
-43.05189120664462,25.79151471394299
-44.75524122834257,27.689865120728452
-31.92738755145921,26.588230507046568
-37.829767664241324,28.903127914376082
-42.24624264431651,32.4654250380558
-43.945577848804774,32.847900747500134
-44.593386579441116,34.35484161238029
-41.92343820693557,33.76205748341132
-38.89161151974999,34.75121078751072
-40.97902378966062,34.123220749542824
-43.02489622912981,37.42786413042239
-43.87990839440447,39.094651433203786
-43.82801622771927,38.436215826473024
-46.04026749988074,43.36650343231803
-46.93264620776779,39.36944163794529
-47.298455734625314,39.54434232516042
-47.46563925467569,41.29191605419927
-47.313233983437314,43.36650343231803
-48.17332483102059,40.08197065387743
-49.114670977124604,44.573332262984664
-49.83525551597275,42.036114972091326
-48.32298244567907,42.46795944560954
-51.87500190921125,45.779216959054544
-53.206373198378344,49.169428084520575
-52.6274512795841,48.67549004886634
-50.99069911077292,50.33002875737258
-50.50505001853163,54.59183632094514
-59.25471016306737,87.73870013325562
-61.60938971879958,103.8209649268565
-61.741639979791394,102.69687149573572
-61.373035423044875,106.20984918876421
-56.80139295302244,90.84507157114972
-51.8464534297845,93.13824101265395
-48.53017093149441,77.25452249964356
-51.41739968147463,77.76660786954042
-50.175262136282115,69.54775037809114
-53.236395826735446,76.42928466871489
-53.236395826735446,77.43229749510799
-52.655888311300444,76.97560380144817
-52.276950560850885,77.99415649321247
-50.50301525159397,89.83739853157418
-50.86788961987572,81.94309792925384
-49.95233446568145,76.66665940057665
-49.25163326769425,72.81105383205664
-52.61948386410247,87.09990427182251
-50.09424837293359,83.56940749719482
-48.23874927949534,83.8374376483581
-42.01183623190815,86.64194190743184
-43.17937998470229,86.29488872026822
-41.09890210082916,86.19401667239731
-36.50887701517313,82.75863417478281
-36.866094556242004,74.72924858898375
-32.43081242374766,78.18344652307144
-29.25902404509508,77.7976765864163
-34.52669744195375,88.3225186901164
-38.00586411846369,85.99811177893378
-37.912734071951135,84.23551861815939
-33.103880559390284,80.82320563583181
-27.908586219392518,92.79538894338747
-29.838713037029034,95.68966596094155
-27.1739125505287,94.68283880013185
-32.67203830306269,94.38306885555127
-32.779548152144756,103.04182206178577
-33.776932914449915,103.44498198011813
-38.29656934357754,118.0734831179753
-37.43842370317615,118.20866544541285
-43.80896080533302,132.21405856080835
-42.756594336572654,124.6926208083523
-44.796881161137,119.65726560425554
-42.90657709681302,119.19193534434676
-43.03653378151671,116.03206868595906
-44.24480290319675,116.6163098471432
-44.094492708039105,113.88331113050228
-38.61985434414803,113.51083713509848
-41.90358812587086,134.57446948820356
-38.23916259125463,138.61703420667584
-35.073068907383224,142.55090402806277
-37.04197424939606,134.70900267563678
-37.625079891697204,129.51869742169316
-31.345457597212356,124.68220367877862
-22.213115414058425,127.71339443146638
-26.161917025474114,123.85785160518388
-28.550509971412115,118.135250166551
-31.367103066979574,113.34681141558724
-31.92053328961168,111.38132399499376
-27.969077092541127,115.60975981921683
-28.492391941148664,118.85878942760726
-26.30078154393417,122.53384805920824
-26.56138321522286,122.87390280837056
-25.977862791253365,128.61416665644535
-27.758010813241178,125.12316492853644
-25.236365578391336,126.45915653070716
-27.019298032976817,131.34182909876097
-23.024833923250387,130.88955910226707
-14.958680682263314,126.43342394011702
-7.685271080826209,132.60653080698802
-3.5238084338960194,134.45211976002804
11.564631440545648,141.5650415565515
-8.81516861006807,136.48648929976412
-6.387036138348054,131.05907575553928
-10.714288595283488,140.2105231034128
-8.437201233869828,138.6387482760215
-16.291624859363075,144.40859221574124
-15.266482628481556,139.1257999095738
-10.23622025071122,152.30263725459747
0.10740359566956079,151.28756269487906
-3.215087592126838,168.15579696371057
2.1660570687404053,177.2673916388933
9.06736146536757,182.30404088340595
11.823906372451935,168.95386866178043
8.990154017229795,172.9943367912018
4.550762627894741,172.9910600483798
-0.8968601235628331,178.3936672574269
7.795375643715641,172.54237061657358
11.460961179990592,172.42937368492628
7.213929433556597,175.40603348370482
4.310349586238057,173.31757837890908
-1.3777254309244718,171.12922586515688
-2.1582770009893513,189.21569635757177
-7.912849918899408,197.8829498347103
-4.812215716641437,195.06783376338834
0.37406148701837666,202.7329225070332
11.142064204198942,200.1253221265049
23.003187343980564,207.6623522191816
17.60124767931825,211.92051181615082
29.36241591944844,206.8741858670415
35.33447632483031,201.01394679210367
29.392445270996966,199.61929273432096
43.03572080877374,198.87640262152084
48.722620258461404,191.77916318643784
73.29192583375422,189.48625894297564
64.10255252709108,192.42789442458132
74.27384480019485,192.85716069798974
68.30265372074874,205.22481453756646
90.0900781894794,194.54978490914274
95.55555979410806,185.90908297822511
89.56522712635429,187.95871377773898
80.54392752394735,193.97451335812593
58.51852348966027,197.1962533524826
44.63372975533785,197.76208914215366
16.102842743167436,190.79255227035623
13.411461364982408,186.337547931441
5.64417251138383,193.14751193449797
1.6528853038342097,187.10801741070435
-4.152636272676792,187.82201444381076
11.025636354455305,186.258676123827
16.79789701043122,175.05618642126305
11.316113940266675,171.60220337752446
16.024843866932464,155.99571152883996
45.63863349464591,154.5454360005002
32.258066673470346,156.09754864244516
38.46152869473309,164.6367667342084
37.643676310332744,157.93318665198393
39.09883045985814,164.68130335892675
27.590844700680066,169.19833006388006
30.99579246388644,175.26765165361405
37.35293956776396,178.15844879871753
43.272170339649506,177.9082308811961
36.9165497898578,170.76444481575567
43.35260067810102,162.90322301539126
41.51472637639746,158.57284200234932
44.050993749583355,156.93214321281152
48.50639073690602,153.0651450018923
50.573068770233554,143.95812398927313
59.75976857502725,143.8909767444195
76.08347084179056,135.00455842402584
99.81916404154744,136.38009401243573
62.26138448724776,137.46605717816837
77.77778297208243,139.8897068652366
86.16144763043755,123.45132366195064
94.28572756617338,115.22489842255179
73.79096113115001,123.60860933314967
44.884906329854594,113.50397790775133
37.81213273332363,115.70318956741201
33.90023614793414,109.2294513675778
30.872487230737672,113.07692915886985
30.054646061741813,107.05882503794261
23.71663730903259,100.66389977128436
19.178082063952726,93.76026100295843
15.377264714570385,94.9503260413563
13.043479436600217,101.67224717643428
12.63837515013332,97.70679209032991
4.219409146871151,98.46153418470578
4.549283631501847,94.7622914865239
8.10344439199236,93.141940885425
18.13031207393092,92.40606918018925
12.964734413970302,109.6202477042203
7.585565800128751,112.81169180100039
16.078435039117007,107.43242524852721
9.554737589604914,103.9796722832779
5.135132209326522,99.82861647272566
10.467288836671505,99.74620321428594
7.380744138958678,90.36042333226109
13.189905111632088,89.09089619373617
25.388609946003253,93.80165308797369
17.492713288705577,94.21008474685902
14.453130165930023,101.10920783109809
30.42999252201547,104.22654271533894
23.468330239091,104.45751693854672
30.592105228760012,107.05289809697531
18.265305377701246,112.76962487274741
16.51187255682457,115.94330596228906
11.881185781604058,115.57522300154386
15.067080509504216,122.06278991914039
10.09803678658498,122.17276740842094
11.661805769813046,114.88251545591525
18.56410686786358,115.83044859237759
19.56745222518932,111.45564136981807
17.404432283124233,115.42415788597128
16.48675539113798,111.20471724118647
11.571020968902591,117.11636378929072
7.014386160058626,118.57143750139245
3.0541045401804374,120.23708132709791
0.8695685345193614,125.34481491401885
1.7331006059468121,120.27258189536194
10.19644710359107,119.94906990440994
6.594403938890409,123.05084126600426
10.9040086319528,123.27731551730743
11.829951226872955,120.0
16.90409052026875,115.02841926124563
12.732340673021067,122.09398417057893
10.579582192382345,125.54076187943335
7.078852801563616,131.29706971391286
9.259259095734858,135.2542354251694
15.019382137309883,138.33193924411628
26.492143271638096,137.74834018826226
21.82740644939417,139.33332761128742
24.94845488535409,140.67657055879886
28.76712920709566,138.54336318781318
20.943953770520643,128.86178196756964
19.94135881536305,136.67481525766928
31.352452809245012,127.22308778624365
31.498461434666364,126.43410812597078
31.37651206364212,130.66257003040883
32.52768824742901,128.64742022398303
39.70432068833733,126.98414002793984
48.60464146615665,139.28012959822325
42.696633186624645,143.30708726458042
41.20939782464013,143.61617882430028
41.611471627821984,142.32268384618416
36.974782928909995,135.04601003215652
39.89071829918693,134.68750365544105
47.81609124843754,138.9580121511163
46.517112823721476,152.13538517530546
39.106146084793906,157.02811638748778
39.31717758613265,156.9170037949454
41.55555301242405,157.14284858780593
44.11111407809788,148.8049328711089
44.186055844761675,145.0844756183135
47.954547449576914,145.31489563053105
43.74295563135014,154.43136177810968
39.65331508781037,157.40883957666924
42.63735162767047,158.62866624601153
33.08822969605439,168.5872026391563
35.494157351197416,168.5490327722886
36.75214380594113,172.8124816296625
42.74809207938647,162.41404181595905
45.66411589310347,166.6164268850195
37.96003753726199,172.40855175467718
40.23230579208592,174.2469796781909
46.7829871991324,165.89896592938288
46.982766549666856,153.51906862658387
48.180816235890454,164.28572594308565
49.72191747311731,172.1396802697042
50.77604979236967,171.76469152773993
48.85746387167092,169.66373221271957
60.38812584058877,162.5622696715349
62.38531437840068,158.26271249224467
71.0336546176637,163.66831809375577
69.77885886897745,159.1895838336328
67.33966775436883,156.77785602103523
60.88992778094614,168.9956310054934
53.85475699685287,171.16920051760204
50.90329478772892,167.32394080530005
54.31309096194047,162.31883313963675
56.05095212534723,158.23128963952215
52.24489577459032,153.95441820306027
47.82608066773014,156.0875439109297
48.255237103123385,153.79960974389644
49.09274040427715,156.4570683097119
49.85044998120701,155.28941858670032
46.08610484426415,162.89349764040665
44.221585447531474,165.56289709323866
