oil,eqnr
75.73999786376953,171.0
77.05000305175781,174.0
75.3499984741211,171.0
75.76000213623047,170.5
74.75,169.75
71.16999816894531,162.75
71.80000305175781,162.75
70.98999786376953,166.25
70.20999908447266,161.75
70.38999938964844,158.0
70.2300033569336,162.75
70.51000213623047,162.0
71.63999938964844,158.5
69.7699966430664,153.0
70.44000244140625,158.0
69.8499984741211,162.0
68.69000244140625,158.5
68.69999694824219,160.5
69.86000061035156,162.25
70.62000274658203,164.25
70.94999694824219,162.5
70.55000305175781,158.75
72.12999725341797,159.5
71.9000015258789,164.5
72.69000244140625,168.0
73.91999816894531,171.25
74.33999633789062,174.75
74.7699966430664,176.75
75.06999969482422,174.0
75.4800033569336,172.5
76.37999725341797,175.5
77.68000030517578,176.25
77.12000274658203,183.0
76.22000122070312,179.5
76.9800033569336,181.0
77.58999633789062,180.5
78.47000122070312,189.5
79.08999633789062,190.75
79.30000305175781,191.5
78.91000366210938,190.25
77.62000274658203,186.25
77.43000030517578,184.0
80.02999877929688,182.0
79.16999816894531,183.75
77.63999938964844,182.0
77.37999725341797,177.5
77.37999725341797,174.25
78.97000122070312,174.0
78.9000015258789,174.25
76.58000183105469,171.25
77.48999786376953,169.75
78.5999984741211,173.0
80.1500015258789,179.5
80.55000305175781,182.0
82.75,186.0
83.55000305175781,185.5
83.12999725341797,184.5
84.5999984741211,180.75
83.79000091552734,180.0
83.2699966430664,174.60000610351562
82.8499984741211,177.8000030517578
84.37000274658203,175.5
87.4800033569336,180.89999389648438
88.69000244140625,182.8000030517578
90.31999969482422,187.0
87.44000244140625,182.3000030517578
90.62999725341797,181.60000610351562
89.72000122070312,178.10000610351562
92.08000183105469,178.0
90.48999786376953,176.6999969482422
93.26000213623047,181.10000610351562
93.23999786376953,183.5
92.79000091552734,181.89999389648438
93.18000030517578,178.8000030517578
91.9800033569336,173.5
88.83000183105469,169.0
91.36000061035156,172.6999969482422
90.2300033569336,169.60000610351562
91.62000274658203,168.10000610351562
92.27999877929688,166.0
95.48999786376953,172.1999969482422
94.83999633789062,172.1999969482422
95.76000213623047,173.6999969482422
95.31999969482422,177.1999969482422
92.5199966430664,172.10000610351562
89.80999755859375,178.3000030517578
