oil,eqnr
76.44000244140625,205.5
75.38999938964844,207.60000610351562
77.5,211.10000610351562
77.58999633789062,215.3000030517578
77.58999633789062,215.89999389648438
75.29000091552734,215.0
75.37999725341797,212.3000030517578
75.36000061035156,214.60000610351562
77.31999969482422,217.39999389648438
76.45999908447266,216.6999969482422
76.45999908447266,218.39999389648438
75.87999725341797,217.0
76.73999786376953,215.10000610351562
75.94000244140625,218.8000030517578
73.44000244140625,216.1999969482422
75.33999633789062,215.10000610351562
75.08000183105469,214.39999389648438
74.73999786376953,213.60000610351562
73.05000305175781,209.0
75.55000305175781,214.3000030517578
74.7300033569336,209.1999969482422
76.30999755859375,210.0
77.62000274658203,215.1999969482422
77.8499984741211,215.0
79.44000244140625,216.39999389648438
79.41000366210938,213.6999969482422
77.76000213623047,214.39999389648438
77.38999938964844,219.89999389648438
77.11000061035156,216.6999969482422
78.06999969482422,220.10000610351562
78.86000061035156,225.39999389648438
73.4000015258789,221.1999969482422
74.44999694824219,218.1999969482422
75.33000183105469,218.1999969482422
71.83999633789062,214.1999969482422
72.16000366210938,213.10000610351562
72.9000015258789,212.0
72.58000183105469,214.10000610351562
73.06999969482422,212.8000030517578
73.05999755859375,213.1999969482422
73.44000244140625,213.8000030517578
73.93000030517578,214.5
74.54000091552734,210.60000610351562
74.29000091552734,213.1999969482422
74.97000122070312,212.60000610351562
74.25,216.60000610351562
74.25,215.1999969482422
73.44999694824219,214.89999389648438
73.20999908447266,215.8000030517578
73.75,215.89999389648438
74.6500015258789,219.89999389648438
72.27999877929688,218.1999969482422
72.06999969482422,216.0
72.80999755859375,215.0
72.61000061035156,216.60000610351562
72.45999908447266,214.89999389648438
70.76000213623047,211.1999969482422
71.43000030517578,211.0
71.83000183105469,212.1999969482422
72.20999908447266,216.0
72.62999725341797,215.8000030517578
74.77999877929688,216.1999969482422
74.7300033569336,215.39999389648438
75.81999969482422,215.3000030517578
76.20999908447266,217.89999389648438
75.94999694824219,218.10000610351562
77.13999938964844,218.8000030517578
77.7699966430664,218.1999969482422
77.41999816894531,215.10000610351562
78.16999816894531,215.60000610351562
77.2699966430664,210.10000610351562
76.5,210.8000030517578
76.83000183105469,209.3000030517578
77.37000274658203,210.10000610351562
79.05999755859375,214.60000610351562
79.73999786376953,216.8000030517578
78.18000030517578,216.89999389648438
78.08999633789062,216.6999969482422
78.05000305175781,217.0
79.02999877929688,216.1999969482422
79.4000015258789,215.3000030517578
78.69999694824219,215.1999969482422
78.80000305175781,216.6999969482422
81.19999694824219,225.1999969482422
81.87000274658203,234.39999389648438
81.33999633789062,231.0
81.72000122070312,230.1999969482422
82.72000122070312,229.5
82.66999816894531,230.5
84.80000305175781,229.1999969482422
86.29000091552734,230.0
84.58000183105469,228.6999969482422
84.16000366210938,228.3000030517578
83.91000366210938,225.6999969482422
85.0,231.3000030517578
83.08999633789062,229.0
80.26000213623047,221.3000030517578
80.43000030517578,221.0
80.77999877929688,221.39999389648438
81.41000366210938,222.3000030517578
80.05000305175781,222.6999969482422
79.29000091552734,218.5
79.77999877929688,223.10000610351562
79.83000183105469,216.5
76.44000244140625,212.39999389648438
76.16999816894531,213.89999389648438
76.88999938964844,214.0
77.62000274658203,212.3000030517578
77.33999633789062,215.1999969482422
75.91000366210938,212.0
75.47000122070312,219.3000030517578
75.5,214.89999389648438
72.83000183105469,211.3000030517578
73.16999816894531,215.3000030517578
72.12999725341797,214.60000610351562
72.06999969482422,216.39999389648438
70.6500015258789,213.60000610351562
70.18000030517578,208.1999969482422
70.12000274658203,212.5
65.47000122070312,203.3000030517578
66.12000274658203,204.3000030517578
66.62000274658203,205.10000610351562
66.76000213623047,208.6999969482422
66.79000091552734,205.3000030517578
62.529998779296875,201.3000030517578
63.47999954223633,203.5
58.79999923706055,194.0
60.47999954223633,199.1999969482422
60.209999084472656,200.1999969482422
58.7599983215332,199.0
59.5099983215332,199.8000030517578
58.709999084472656,200.5
58.689998626708984,206.89999389648438
62.08000183105469,204.6999969482422
60.060001373291016,194.35000610351562
61.66999816894531,200.60000610351562
59.970001220703125,196.60000610351562
60.20000076293945,196.85000610351562
60.150001525878906,198.14999389648438
61.45000076293945,195.89999389648438
60.279998779296875,194.35000610351562
59.61000061035156,190.35000610351562
56.2599983215332,188.35000610351562
57.2400016784668,189.9499969482422
54.349998474121094,185.6999969482422
53.81999969482422,183.35000610351562
52.15999984741211,180.0500030517578
52.20000076293945,183.75
54.90999984741211,184.5500030517578
55.95000076293945,187.3000030517578
57.060001373291016,191.75
57.33000183105469,191.35000610351562
58.720001220703125,193.10000610351562
61.439998626708984,194.5
61.68000030517578,191.75
60.47999954223633,191.35000610351562
58.9900016784668,189.0
60.63999938964844,191.89999389648438
61.31999969482422,189.6999969482422
61.18000030517578,189.5
62.70000076293945,193.5500030517578
61.5,190.5
61.13999938964844,188.35000610351562
61.09000015258789,188.35000610351562
61.63999938964844,189.8000030517578
59.93000030517578,186.39999389648438
