day_of_week,day_of_month,1_days_dater,2_days_dater,3_days_dater,4_days_dater,5_days_dater,6_days_dater,7_days_dater,8_days_dater,9_days_dater,10_days_dater,11_days_dater,12_days_dater,13_days_dater,14_days_dater,15_days_dater
5,17,2.5316455696202533,0.31645569620253167,1.5822784810126582,2.689873417721519,3.9556962025316458,2.848101265822785,0.4746835443037975,0.949367088607595,4.113924050632911,6.329113924050633,6.170886075949367,8.38607594936709,10.601265822784809,11.867088607594937,10.126582278481013
1,20,-2.1604938271604937,-0.9259259259259258,0.15432098765432098,1.3888888888888888,0.30864197530864196,-2.006172839506173,-1.5432098765432098,1.5432098765432098,3.7037037037037033,3.5493827160493825,5.709876543209877,7.87037037037037,9.104938271604938,7.4074074074074066,6.481481481481481
2,21,1.2618296529968454,2.365930599369085,3.627760252365931,2.5236593059936907,0.15772870662460567,0.6309148264984227,3.7854889589905363,5.993690851735016,5.83596214511041,8.04416403785489,10.25236593059937,11.514195583596216,9.779179810725552,8.832807570977918,10.725552050473187
3,22,1.0903426791277258,2.336448598130841,1.2461059190031152,-1.0903426791277258,-0.6230529595015576,2.4922118380062304,4.672897196261682,4.517133956386292,6.697819314641744,8.878504672897195,10.12461059190031,8.411214953271028,7.476635514018691,9.345794392523365,9.813084112149532
4,23,1.2326656394453006,0.15408320493066258,-2.157164869029276,-1.694915254237288,1.386748844375963,3.5439137134052388,3.389830508474576,5.546995377503852,7.704160246533127,8.936825885978427,7.24191063174114,6.317411402157165,8.166409861325114,8.628659476117104,12.788906009244993
5,24,-1.06544901065449,-3.34855403348554,-2.89193302891933,0.15220700152207,2.28310502283105,2.13089802130898,4.26179604261796,6.392694063926941,7.610350076103501,5.93607305936073,5.0228310502283104,6.8493150684931505,7.30593607305936,11.415525114155251,9.28462709284627
1,27,-2.307692307692308,-1.8461538461538463,1.2307692307692308,3.3846153846153846,3.230769230769231,5.384615384615385,7.538461538461538,8.76923076923077,7.076923076923077,6.153846153846154,8.0,8.461538461538462,12.615384615384615,10.461538461538462,11.384615384615385
2,28,0.47244094488188976,3.622047244094488,5.826771653543307,5.669291338582677,7.874015748031496,10.078740157480315,11.338582677165354,9.606299212598426,8.661417322834646,10.551181102362204,11.023622047244094,15.275590551181104,13.070866141732285,14.015748031496065,13.700787401574804
3,29,3.1347962382445136,5.329153605015674,5.172413793103448,7.366771159874608,9.561128526645767,10.815047021943574,9.090909090909092,8.150470219435736,10.031347962382444,10.501567398119123,14.733542319749215,12.539184952978054,13.479623824451412,13.166144200626958,18.808777429467085
4,30,2.127659574468085,1.9756838905775076,4.103343465045593,6.231003039513678,7.446808510638298,5.775075987841945,4.86322188449848,6.68693009118541,7.142857142857142,11.246200607902736,9.118541033434651,10.030395136778116,9.72644376899696,15.19756838905775,15.957446808510639
5,31,-0.1488095238095238,1.9345238095238095,4.017857142857143,5.208333333333334,3.571428571428571,2.6785714285714284,4.464285714285714,4.910714285714286,8.928571428571429,6.845238095238096,7.738095238095238,7.440476190476191,12.797619047619047,13.541666666666666,13.988095238095239
1,3,2.086438152011923,4.172876304023846,5.365126676602086,3.7257824143070044,2.8315946348733236,4.619970193740686,5.067064083457526,9.090909090909092,7.004470938897168,7.898658718330849,7.600596125186289,12.965722801788376,13.710879284649776,14.157973174366617,13.412816691505217
2,4,2.0437956204379564,3.2116788321167884,1.6058394160583942,0.7299270072992701,2.4817518248175183,2.9197080291970803,6.86131386861314,4.817518248175182,5.693430656934306,5.401459854014599,10.656934306569344,11.386861313868613,11.824817518248175,11.094890510948906,8.75912408759124
3,5,1.144492131616595,-0.4291845493562232,-1.2875536480686696,0.4291845493562232,0.8583690987124464,4.721030042918455,2.7181688125894135,3.5765379113018603,3.290414878397711,8.44062947067239,9.15593705293276,9.585121602288984,8.869814020028613,6.580829756795422,5.293276108726753
4,6,-1.5558698727015559,-2.4045261669024045,-0.7072135785007072,-0.2828854314002829,3.536067892503536,1.5558698727015559,2.4045261669024045,2.1216407355021216,7.213578500707214,7.920792079207921,8.345120226308344,7.637906647807638,5.374823196605375,4.101838755304102,2.9702970297029703
5,7,-0.8620689655172413,0.8620689655172413,1.293103448275862,5.172413793103448,3.1609195402298855,4.022988505747127,3.7356321839080464,8.908045977011495,9.626436781609195,10.057471264367816,9.339080459770114,7.040229885057471,5.747126436781609,4.597701149425287,5.603448275862069
1,10,1.7391304347826086,2.1739130434782608,6.086956521739131,4.057971014492753,4.9275362318840585,4.63768115942029,9.855072463768117,10.579710144927535,11.014492753623188,10.289855072463768,7.971014492753622,6.666666666666667,5.507246376811594,6.521739130434782,5.507246376811594
2,11,0.4273504273504274,4.273504273504273,2.2792022792022792,3.133903133903134,2.849002849002849,7.977207977207977,8.68945868945869,9.116809116809117,8.404558404558404,6.1253561253561255,4.843304843304843,3.7037037037037033,4.700854700854701,3.7037037037037033,1.1396011396011396
3,12,3.829787234042553,1.8439716312056738,2.6950354609929077,2.4113475177304964,7.5177304964539005,8.226950354609928,8.652482269503546,7.9432624113475185,5.673758865248227,4.397163120567376,3.2624113475177303,4.25531914893617,3.2624113475177303,0.7092198581560284,-1.1347517730496455
4,13,-1.912568306010929,-1.092896174863388,-1.366120218579235,3.551912568306011,4.2349726775956285,4.644808743169399,3.9617486338797816,1.7759562841530054,0.546448087431694,-0.546448087431694,0.4098360655737705,-0.546448087431694,-3.0054644808743167,-4.781420765027322,-4.918032786885246
5,14,0.8356545961002786,0.5571030640668524,5.571030640668524,6.267409470752089,6.685236768802229,5.988857938718663,3.7604456824512535,2.5069637883008355,1.392757660167131,2.3676880222841223,1.392757660167131,-1.1142061281337048,-2.9247910863509747,-3.064066852367688,-2.9247910863509747
1,17,-0.2762430939226519,4.696132596685083,5.386740331491713,5.801104972375691,5.110497237569061,2.9005524861878453,1.6574585635359116,0.5524861878453038,1.5193370165745856,0.5524861878453038,-1.9337016574585635,-3.7292817679558015,-3.867403314917127,-3.7292817679558015,-5.386740331491713
2,18,4.986149584487535,5.678670360110803,6.094182825484765,5.401662049861495,3.1855955678670362,1.9390581717451523,0.8310249307479225,1.8005540166204987,0.8310249307479225,-1.662049861495845,-3.4626038781163437,-3.6011080332409975,-3.4626038781163437,-5.124653739612189,-5.955678670360111
3,19,0.6596306068601583,1.0554089709762533,0.395778364116095,-1.7150395778364116,-2.9023746701846966,-3.95778364116095,-3.034300791556728,-3.95778364116095,-6.33245382585752,-8.047493403693931,-8.179419525065963,-8.047493403693931,-9.630606860158311,-10.422163588390502,-8.70712401055409
4,20,0.39318479685452157,-0.2621231979030144,-2.3591087811271296,-3.5386631716906947,-4.587155963302752,-3.669724770642202,-4.587155963302752,-6.946264744429882,-8.650065530799477,-8.781127129750983,-8.650065530799477,-10.222804718217562,-11.009174311926607,-9.305373525557012,-5.897771952817824
5,21,-0.6527415143603132,-2.741514360313316,-3.91644908616188,-4.960835509138381,-4.046997389033943,-4.960835509138381,-7.310704960835509,-9.007832898172325,-9.138381201044385,-9.007832898172325,-10.574412532637076,-11.357702349869452,-9.660574412532636,-6.266318537859007,-4.960835509138381
1,24,-2.102496714848883,-3.28515111695138,-4.336399474375821,-3.416557161629435,-4.336399474375821,-6.701708278580814,-8.409986859395532,-8.541392904073588,-8.409986859395532,-9.986859395532194,-10.775295663600525,-9.067017082785808,-5.650459921156373,-4.336399474375821,-2.2339027595269383
2,25,-1.2080536912751678,-2.2818791946308723,-1.342281879194631,-2.2818791946308723,-4.697986577181208,-6.442953020134229,-6.577181208053691,-6.442953020134229,-8.053691275167784,-8.859060402684564,-7.114093959731544,-3.6241610738255035,-2.2818791946308723,-0.1342281879194631,-0.4026845637583893
3,26,-1.0869565217391304,-0.1358695652173913,-1.0869565217391304,-3.532608695652174,-5.298913043478261,-5.434782608695652,-5.298913043478261,-6.929347826086957,-7.744565217391304,-5.978260869565218,-2.4456521739130435,-1.0869565217391304,1.0869565217391304,0.8152173913043478,0.2717391304347826
4,27,0.9615384615384616,0.0,-2.4725274725274726,-4.258241758241758,-4.395604395604396,-4.258241758241758,-5.906593406593406,-6.730769230769231,-4.945054945054945,-1.3736263736263736,0.0,2.197802197802198,1.9230769230769231,1.3736263736263736,-0.6868131868131868
5,28,-0.9523809523809524,-3.4013605442176873,-5.170068027210884,-5.3061224489795915,-5.170068027210884,-6.802721088435375,-7.6190476190476195,-5.850340136054422,-2.312925170068027,-0.9523809523809524,1.2244897959183674,0.9523809523809524,0.40816326530612246,-1.6326530612244898,-2.0408163265306123
1,1,-2.4725274725274726,-4.258241758241758,-4.395604395604396,-4.258241758241758,-5.906593406593406,-6.730769230769231,-4.945054945054945,-1.3736263736263736,0.0,2.197802197802198,1.9230769230769231,1.3736263736263736,-0.6868131868131868,-1.098901098901099,-4.065930712354052
2,2,-1.8309859154929577,-1.971830985915493,-1.8309859154929577,-3.5211267605633805,-4.366197183098591,-2.535211267605634,1.1267605633802817,2.535211267605634,4.788732394366197,4.507042253521127,3.943661971830986,1.8309859154929577,1.4084507042253522,-1.6337993783010565,0.1690158038072183
3,3,-0.1434720229555237,0.0,-1.721664275466284,-2.582496413199426,-0.7173601147776184,3.012912482065997,4.447632711621234,6.743185078909613,6.456241032998565,5.88235294117647,3.7302725968436152,3.2998565279770444,0.20086433487266855,2.037304477335904,0.7173601147776184
4,4,0.14367816091954022,-1.5804597701149428,-2.442528735632184,-0.5747126436781609,3.1609195402298855,4.597701149425287,6.896551724137931,6.609195402298851,6.0344827586206895,3.8793103448275863,3.4482758620689653,0.3448310939744971,2.1839097998608117,0.8620689655172413,3.96551373361171
5,5,-1.721664275466284,-2.582496413199426,-0.7173601147776184,3.012912482065997,4.447632711621234,6.743185078909613,6.456241032998565,5.88235294117647,3.7302725968436152,3.2998565279770444,0.20086433487266855,2.037304477335904,0.7173601147776184,3.8163523078819943,4.906744936446377
1,8,-0.8759124087591241,1.0218978102189782,4.817518248175182,6.2773722627737225,8.613138686131387,8.321167883211679,7.737226277372263,5.547445255474453,5.109489051094891,1.9562079436587592,3.8248193002965327,2.4817518248175183,5.635032932253649,6.744527329493613,9.197080291970803
2,9,1.914580265095729,5.743740795287187,7.216494845360824,9.572901325478647,9.278350515463918,8.689248895434462,6.480117820324007,6.0382916053019144,2.8571464527338,4.742269839032585,3.3873343151693667,6.568479467737482,7.68777793917986,10.1620029455081,7.393227129165132
3,10,3.7572254335260116,5.202312138728324,7.514450867052023,7.225433526011561,6.6473988439306355,4.479768786127168,4.046242774566474,0.9248590193731936,2.7745682380102963,1.4450867052023122,4.566470460395593,5.66474164841492,8.092485549132949,5.375724307374458,4.971101793939668
4,11,1.392757660167131,3.6211699164345403,3.3426183844011144,2.785515320334262,0.6963788300835655,0.2785515320334262,-2.72980161364032,-0.9470735087700209,-2.2284122562674096,0.779940889406337,1.838441811564241,4.178272980501393,1.5598902795308147,1.1699198348276463,-0.779940889406337
5,12,2.197802197802198,1.9230769230769231,1.3736263736263736,-0.6868131868131868,-1.098901098901099,-4.065930712354052,-2.307690630902301,-3.571428571428571,-0.6043989579756182,0.4395621163504464,2.7472527472527473,0.1648368416251717,-0.21977686620020606,-2.142853789277129,-2.197802197802198
1,15,-0.2688172043010753,-0.8064516129032258,-2.82258064516129,-3.225806451612903,-6.129028976604502,-4.408600509807627,-5.64516129032258,-2.741938765330981,-1.720428466796875,0.5376344086021506,-1.9892456710979505,-2.365588116389449,-4.247308546496976,-4.301075268817205,-5.000001640730007
2,16,-0.5390835579514826,-2.560646900269542,-2.964959568733154,-5.87600749136624,-4.1509417510739555,-5.3908355795148255,-2.4797876568817387,-1.4555239613165432,0.8086253369272237,-1.7250657402922844,-2.1024225857058627,-3.9892150385360514,-4.0431266846361185,-4.7439369551255055,-2.3719643646816038
3,17,-2.0325203252032518,-2.4390243902439024,-5.365850350398035,-3.631434660293868,-4.878048780487805,-1.9512228203336721,-0.9214075600228658,1.3550135501355014,-1.1924102700499661,-1.5718124100186315,-3.4688313802083335,-3.523035230352303,-4.2276439304920395,-1.8428151200457317,-0.5420054200542005
4,18,-0.4149377593360996,-3.402486249783886,-1.63208683166926,-2.904564315352697,0.0829841750950899,1.1341648972380705,3.4578146611341634,0.8575397243473375,0.4702661706863762,-1.4661100395487552,-1.5214384508990317,-2.240665588801003,0.19364099779564317,1.5214384508990317,0.6362345208765561
5,19,-2.999996609157986,-1.2222205268012152,-2.5,0.49999660915798616,1.5555572509765625,3.888888888888889,1.2777794731987848,0.8888922797309028,-1.0555521647135417,-1.1111111111111112,-1.8333350287543404,0.611114501953125,1.9444444444444444,1.0555521647135417,-0.6666649712456597
1,22,1.8327587837224906,0.5154604037933384,3.608240305119839,4.696447114314894,7.101943564155865,4.410078281255654,4.009163662829364,2.004581831414682,1.9473045690895399,1.2027438552788678,3.7227948297701237,5.097361732741183,4.18097797123832,2.405496449840971,-0.6300149284436227
2,23,-1.2935899956583683,1.7435268793691479,2.8121484331721263,5.174351400637523,2.5309335898549135,2.137234525610006,0.16873062238951775,0.11248422092769489,-0.6186760880962481,1.8560196822927935,3.2058474974170337,2.305956566003573,0.5624296866344253,-2.4184493689272184,-4.949382958782132
3,24,3.076919599136396,4.1595458984375,6.552706552706552,3.874645613537215,3.475786953570157,1.4814849592681625,1.4245014245014245,0.6837589448673433,3.190886668669872,4.5584045584045585,3.6467201689369655,1.8803436192352208,-1.1396011396011396,-3.7037037037037033,-1.595443334334936
4,25,1.0503091317740294,3.3720322329066548,0.7739133236646535,0.38696087929766043,-1.5478097774679722,-1.6030923130621144,-2.321723101132626,0.11056507118828436,1.4372615761410226,0.5527916162187522,-1.160857333100979,-4.090654586046499,-6.578216859030883,-4.5328895660076345,-6.246538515327366
5,26,2.2975912900028805,-0.27352297136364406,-0.6564534618210163,-2.5711142613665245,-2.625822194542713,-3.3369835895399165,-0.9299764331846603,0.3829304904573722,-0.4923463568097478,-2.1881837709091525,-5.087528936815509,-7.549235679088307,-5.525167360449069,-7.221004774548474,-8.041573688639406
1,29,-2.51336735200117,-2.8876972708472595,-4.759355024857954,-4.81283422459893,-5.508023022330381,-3.1550769499916442,-1.8716577540106951,-2.727275991184826,-4.385025106011866,-7.219251336898395,-9.62566844919786,-7.6470604554854615,-9.3048095703125,-10.106948607745656,-11.229946524064172
2,30,-0.38398076605815934,-2.303892966501895,-2.3587509488614624,-3.0718628687711518,-0.6582539375501215,0.6582539375501215,-0.21942355928533291,-1.9199122004437352,-4.827209492289122,-7.295668035716782,-5.266048240706849,-6.9665368818652516,-7.789356396341137,-8.941307064668555,-5.540321412198812
3,31,-1.927312710554057,-1.9823821489650995,-2.698242836225641,-0.27533038722200814,1.04625211047699,0.1651915103999231,-1.541851848926566,-4.4603556339631725,-6.938329118961247,-4.900885934001707,-6.607929293328195,-7.43392045499422,-8.590311442293295,-5.1762163212237144,-5.1762163212237144
4,1,-0.05615165642245923,-0.7860803522149918,1.6844468821951273,3.0320009609352736,2.1336258634152507,0.3930358923375522,-2.58282197971515,-5.1094923030078405,-3.0320095284751614,-4.77259949955286,-5.6148229406504235,-6.793939185202967,-3.312750675507682,-3.312750675507682,-3.930376058455297
5,2,-0.7303387931223666,1.7415764626492276,3.089887640449438,2.1910078070136936,0.4494399167178722,-2.528089887640449,-5.056179775280898,-2.9775298043583214,-4.719097694654143,-5.561794323867626,-6.741573033707865,-3.258428680762816,-3.258428680762816,-3.87640106544066,-2.415732051549333
1,5,2.4901014325213935,3.8483322972267087,2.9428392971423403,1.1884584831830785,-1.810977364747499,-4.357666712635893,-2.263723864789683,-4.018104678748945,-4.867001128045076,-6.055459611228155,-2.5466893478883934,-2.5466893478883934,-3.1692082294528143,-1.6977928985922621,0.2829654830987104
2,6,1.3252312620644273,0.4417381369448889,-1.2700182077537563,-4.196579705895487,-6.681394641477448,-4.638326268455256,-6.350082613153901,-7.1783542583478885,-8.337937931865422,-4.914416816853252,-4.914416816853252,-5.521810967959914,-4.086145171659265,-2.1535113328732947,-4.969629871163923
3,7,-0.8719379310711853,-2.56130623882408,-5.449591280653951,-7.901907356948229,-5.885560246189544,-7.574928553942439,-8.392367246040532,-9.536784741144414,-6.158039810222241,-6.158039810222241,-6.757489861844346,-5.340601118124148,-3.4332441698952656,-6.212530733778951,-2.833785802856778
4,8,-1.7042281191557955,-4.617918734656276,-7.091805568627728,-5.057722516185306,-6.761950635341102,-7.5865795799982525,-8.741063457942028,-5.332598831071023,-5.332598831071023,-5.937321690683952,-4.507969886413873,-2.583835682213855,-5.387569060912518,-1.9791044340415125,-1.2644243376267659
5,9,-2.9642074727613976,-5.480985953294963,-3.4116364649892295,-5.145412075624537,-5.984338235802392,-7.158838273650675,-3.6912785183818477,-3.6912785183818477,-4.3064859154466815,-2.852352358203993,-0.8948579844556637,-3.747201808661445,-0.27964205339261844,0.44742899222783183,0.671139221342642
1,12,-2.5936599423631126,-0.46109685980277376,-2.2478350988382565,-3.1123884129592936,-4.322766570605188,-0.7492812978431196,-0.7492812978431196,-1.383281784717219,0.11527201627791787,2.1325630825603388,-0.8069129086365274,2.7665723641255404,3.51585366196866,3.7463976945244957,2.881844380403458
2,13,2.189347306652182,0.35503319734652367,-0.5325407671505178,-1.7751479289940828,1.8934893184865014,1.8934893184865014,1.242607161843565,2.781063282983543,4.852069200143306,1.8343231381749259,5.50296038565551,6.272192960660133,6.508875739644971,5.621301775147929,5.680476984328772
3,14,-1.7950149968188032,-2.6635732055659327,-3.8795582319843134,-0.2895194029157099,-0.2895194029157099,-0.9264567880716733,0.5790388058314198,2.605674626241389,-0.34741798224025355,3.24262084682835,3.995373061495395,4.226985049655564,3.358426840908434,3.4163342556639753,5.674582064234113
4,15,-0.8844339304353991,-2.122645031815834,1.533013414598378,1.533013414598378,0.8844339304353991,2.4174473450337772,4.4811265160497085,1.4740565507256653,5.129714997139876,5.896226202902661,6.132071652247891,5.247637721812492,5.306603582612395,7.606128202973557,9.080184753699221
5,16,-1.249259980527571,2.4390188553603007,2.4390188553603007,1.7846519280627546,3.331344819391678,5.413438735464892,2.379535904083673,6.067814739971545,6.841165724240559,7.079115683765284,6.186789719733907,6.2462817482196415,8.56632562381758,10.053535563869875,-1.9631189363108517
1,19,3.734937920627824,3.734937920627824,3.0722928334431474,4.638552378459149,6.746986113398908,3.6747024719973647,7.409640392625189,8.192774761153991,8.433734939759036,7.530120481927711,7.590365122599774,9.939759036144578,11.44578313253012,-0.7228897278567394,-2.168678375611822
2,20,0.0,-0.6387867968761838,0.8710801548102536,2.9036005160341785,-0.05806669366934806,3.5423961739959218,4.29733408038192,4.529618577230431,3.6585384224201767,3.7166139771750846,5.98141883524752,7.43321909326461,-4.2973252192963605,-5.691058783644102,-5.51684098046494
3,21,-0.6387867968761838,0.8710801548102536,2.9036005160341785,-0.05806669366934806,3.5423961739959218,4.29733408038192,4.529618577230431,3.6585384224201767,3.7166139771750846,5.98141883524752,7.43321909326461,-4.2973252192963605,-5.691058783644102,-5.51684098046494,-3.948898474023595
4,22,1.5195737884156277,3.5651610912486253,0.5844535150951423,4.208063525074444,4.967854878308709,5.201632717125604,4.324952444482891,4.383401363213567,6.66276650486346,8.123900292601316,-3.682058928709977,-5.084752715770061,-4.909414877630937,-3.3313921704846337,-3.974285686257548
5,23,2.0149683716131,-0.9211231277127285,2.6482476593746287,3.3966662400296284,3.6269448258165715,2.7633869522681,2.8209609909973143,5.0662079483973566,6.505471070978143,-5.1237732025616145,-6.505471070978143,-6.332757739355458,-4.7783553238811995,-5.4116258270777715,-5.181347241290828
1,26,-2.8780987204058492,0.6207709494695547,1.3544069958276856,1.580137189604838,0.7336360463581308,0.790072900329881,2.9909724283493495,4.401807667093862,-6.997739339750808,-8.352146335578494,-8.182844384718168,-6.6591440490850795,-7.27990638749971,-7.054176193722558,-8.860043577104548
2,27,3.602554752097441,4.357931280658329,4.590350735799884,3.718764479668218,3.7768737765705516,6.042994496019327,7.495638256238769,-4.24172155308755,-5.636264882638549,-5.461945858165438,-3.8930923703752174,-4.532250305131439,-4.299830849989884,-6.159213089823993,-6.624060866340992
3,28,0.7291099436383303,0.9534475149440709,0.11216878565287033,0.1682574574441965,2.3555787304294054,3.7577099459147396,-7.571508563620806,-8.917559665244596,-8.7493022078004,-7.235002206662195,-7.851934806717872,-7.627597235412131,-9.422323479647403,-9.871007180188666,-9.5905809370916
4,29,0.2227137432577989,-0.6124755379360161,-0.55679285412921,1.614695878580824,3.006678013903849,-8.24053594030925,-9.576843887810183,-9.409804332374476,-7.906465325422552,-8.518932367373855,-8.296218624116056,-10.077954058132587,-10.523390040632897,-10.244993613568292,-10.968826023133207
5,30,-0.8333333333333334,-0.777774386935764,1.3888888888888888,2.7777777777777777,-8.444442749023438,-9.777781168619791,-9.611112806532118,-8.111114501953125,-8.722220526801214,-8.500001695421007,-10.277777777777777,-10.72222391764323,-10.444446139865452,-11.16667005750868,-9.500003390842014
1,3,0.056025828300070024,2.2408963585434174,3.6414565826330536,-7.675068318342962,-9.01961126247374,-8.85154232591474,-7.338938993566177,-7.955180363160889,-7.731094146643032,-9.523809523809524,-9.971990505186449,-9.691878460368523,-10.420171486563376,-8.739499217655812,-6.554620139071253
2,4,2.183647123855057,3.5834231118530715,-7.726765162459963,-9.070555237070826,-8.90258040980014,-7.390824051473207,-8.006720360059566,-7.782759619401729,-9.574471175328265,-10.022401200198553,-9.74244600259895,-10.47033122506884,-8.790600039471222,-6.606944372061552,-5.375143211334221
3,5,1.36986301369863,-9.69862846479024,-11.01370197452911,-10.849316740689211,-9.369866358090754,-9.972601067529965,-9.753426329730308,-11.506849315068493,-11.945207151648116,-11.67123454890839,-12.38356498822774,-10.739729371789384,-8.602738053831334,-7.397260273972603,-7.342462409032533
4,6,-10.9189172693201,-12.21621951541385,-12.054055703652871,-10.59459789379223,-11.189187539590371,-10.97297462257179,-12.702702702702704,-13.135136784733954,-12.864866514463683,-13.567570866765202,-11.94594924514358,-9.83783618823902,-8.64864864864865,-8.59459129539696,-8.162165461359798
5,7,-1.4563162080280303,-1.2742755246528048,0.36407210777667687,-0.30339805263411784,-0.060683314116333265,-2.0024289991799327,-2.487867735189276,-2.184469682555158,-2.9733064711986197,-1.1529181553939123,1.2135922105364714,2.5485417903318353,2.6092251044481682,3.094654581483738,0.1213573692588923
1,10,0.18473095014340818,1.8472907098212297,1.1699564203706345,1.416258090024228,-0.5541834546237985,-1.0467961897374116,-0.7389144047672067,-1.5394089248510248,0.30788178497020496,2.7093653452216593,4.064043319929276,4.125623435245887,4.618226774553074,1.600989040167636,-0.30788178497020496
2,11,1.6594941603478366,0.9834088097891089,1.2292563229956521,-0.7375519181010975,-1.2292563229956521,-0.921942242246739,-1.7209607278902066,0.12292375660327157,2.519979213533674,3.872159293132597,3.933625860674968,4.425320887088054,1.4136466471412934,-0.49170440489455447,2.3355888893880326
3,12,-0.6650489028524342,-0.4232146155218608,-2.3579165903265915,-2.841594390374453,-2.539296918517879,-3.325272190422314,-1.51148735928287,0.8464384564304359,2.1765454875220187,2.2370086720480193,2.720677246709166,-0.24183428733057347,-2.116082302996018,0.6650581282391486,-1.9347019748047307
4,13,0.24345337130539726,-1.7042014605902076,-2.1911174903518114,-1.88679613264466,-2.6780335201134147,-0.8521053738705084,1.5216067885357554,2.860618905017058,2.921486891418812,3.4083936340296064,0.4260480433598497,-1.4607480892848106,1.339012116481303,-1.278153417230358,-4.443093679954567
5,14,-1.9429247161721581,-2.428658211364157,-2.1250759349436374,-2.914391706556156,-1.0928980480330384,1.2750492668045177,2.6108094301356366,2.671529591258076,3.157253821854237,0.18215121877147938,-1.7000626008740776,1.0928980480330384,-1.517911382102598,-4.675165203956834,-7.710987968162031
1,17,-0.4953579267850232,-0.18576040356520898,-0.9907158535700464,0.8668692857488389,3.281735635763351,4.643962848297214,4.705886132207817,5.201234610826239,2.1671826625387,0.24767423930921054,3.0959752321981426,0.43343464287441946,-2.786377708978328,-5.88235294117647,-5.63467870186726
2,18,0.31113877379912996,-0.4978239371189753,1.3690087056758045,3.7958968384301204,5.164905544105924,5.227137096946485,5.724951538863624,2.675795353712885,0.7467311580775445,3.609211675110275,0.9334163213973898,-2.3024250270731943,-5.413812765064494,-5.164905544105924,-5.538266375543778
3,19,-0.8064535213206084,1.0545886975345413,3.4739492614963665,4.8387116621734325,4.900750189102025,5.397020541529891,2.3573220370332333,0.43424129124949135,3.287843146460808,0.6203474062850499,-2.605457213247166,-5.707194244672415,-5.459059068458483,-5.831261832779382,-9.057066452311597
4,20,1.8761726794949922,4.315202888463115,5.691060944884565,5.7536038512841525,6.253908931649975,3.189497372224575,1.2507817863299948,4.127583711972071,1.4384009628210381,-1.8136297730954043,-4.940584238920391,-4.690431698737481,-5.065660509011847,-8.31769124492829,-10.068787654331826
5,21,2.3941125238787415,3.7446324935972095,3.806023596889193,4.297114955356098,1.2891382333937254,-0.6138735650508711,2.209948580970032,-0.42970962214216174,-3.621850287013243,-6.691218112267598,-6.4456724330341455,-6.813990951884325,-10.006131616755406,-11.724979472291293,-10.251686662956098
4,27,1.318942990402423,1.378898686856813,1.858507666672308,-1.0791385004946756,-2.9376553151218894,-0.17985794140826364,-2.757797373713626,-5.875301482288873,-8.872903345910247,-8.6330988560025,-8.992805590864121,-12.110309699439368,-13.788968572658316,-12.350123337302021,-18.764989495860778
5,28,0.059175209180843194,0.5325407671505178,-2.366863905325444,-4.2011870435003695,-1.4792899408284024,-4.023670444827108,-7.100591715976331,-10.059171597633137,-9.8224888186483,-10.177512987125555,-13.254434258274777,-14.911240797776443,-13.491126066128883,-19.82248520710059,-16.86390532544379
3,2,0.47308560857119814,-2.424604349810479,-4.257842665377385,-1.5375552984451195,-4.080431050398397,-7.155532623759061,-10.112362794976926,-9.875819990691328,-10.230634197119725,-13.30573577048039,-14.961562471068307,-13.542287598295562,-19.869902359995876,-16.913072188778013,-19.98817376213868
4,3,-2.884045952038005,-4.708652317476945,-2.0011736425110773,-4.532076059363248,-7.592698269514949,-10.535605967938041,-10.300176944480818,-10.653320479666654,-13.713942689818353,-15.361972797143597,-13.949380694317137,-20.247201372734242,-17.30429367431115,-20.364915884462853,-17.01000290446884
5,4,-1.8787915778882576,0.9090909090909091,-1.6969715465198865,-4.848484848484849,-7.878787878787878,-7.636367335464016,-7.9999981504498106,-11.151511452414772,-12.84848299893466,-11.393941243489584,-17.87878787878788,-14.84848484848485,-17.999998150449812,-14.545454545454545,-12.303032152580492
1,7,2.8412639141029103,0.18530145958475358,-3.026555948863922,-6.114882192530676,-5.867819862966832,-6.238413357312599,-9.450270765761275,-11.179735347179404,-9.69734252014886,-16.306358796630967,-13.21803255296421,-16.429889961412886,-12.909199928597534,-10.623840393248885,-13.21803255296421
2,8,-2.5825844154701576,-5.7057057057057055,-8.708708708708707,-8.468472134243617,-8.828826995941254,-11.951948286176801,-13.633631800746057,-12.192194025079766,-18.61861861861862,-15.615615615615615,-18.738736905851162,-15.315315315315313,-13.093094925980669,-15.615615615615615,-12.492494325380067
3,9,-3.205916797829225,-6.28853091254804,-6.041925546327217,-6.41183359565845,-9.617750393487677,-11.344016179208555,-9.864365167100205,-16.46115749112013,-13.378543376401314,-16.58446017423054,-13.070281964929432,-10.78914940151585,-13.378543376401314,-10.172626578572087,-11.159057450847083
4,10,-3.1847133757961785,-2.929940193322054,-3.3120999670332405,-6.624199934066481,-8.407641368307125,-6.87898283551453,-13.694267515923567,-10.509554140127388,-13.82165410716063,-10.191082802547772,-7.834396848253383,-10.509554140127388,-7.1974541730941475,-8.21655662196457,-11.33758156162918
5,11,0.2631538792660362,-0.1315769396330181,-3.5526275634765625,-5.39473483436986,-3.8157914814196134,-10.855263157894738,-7.565789473684211,-10.986840097527754,-7.236842105263158,-4.802633586682772,-7.565789473684211,-4.144738849840666,-5.197364405581826,-8.42105463931435,-4.605263157894736
