day_of_month,day_of_week,roc1,roc2,roc3,roc4,roc5,oneDaysLater,twoDaysLater,threeDaysLater,fourDaysLater,fiveDaysLater,sixDaysLater,sevenDaysLater,eightDaysLater,nineDaysLater,tenDaysLater,elevenDaysLater,twelveDaysLater,thirteenDaysLater,fourteenDaysLater,fifteenDaysLater
3.0,5.0,-4.148536263261309,-6.283121733967125,-7.08939971123196,-4.2493792114198925,-4.684490035047628,-8.524332054467349,-10.848590410805528,-8.186926705674102,-6.4879564846586595,-1.8280310774875304,1.5337478775286832,0.5702225094391243,0.775222488642025,5.295238593236665,8.595543020327934,11.503928232520739,9.808022400428369,6.409801834202298,6.74414279407247,8.881481914715085
4.0,6.0,-8.524332054467349,-12.319233311248272,-14.271859628444709,-15.009407793645446,-12.411480071652303,-2.5408487399317075,0.368847100405047,2.226139054837193,7.320308369835568,10.995361015548871,9.942047724999005,10.166151012580315,15.107373313669159,18.715222812025782,21.894631366795277,20.040689362127807,16.325799225168684,16.691296375809056,19.027807459734948,18.451282033198652
5.0,7.0,-2.5408487399317075,-10.848590410805528,-14.54706896682188,-16.450082002842255,-17.1688901847811,2.9855542580832397,4.8912675034982245,10.118246447122162,13.889111058805964,12.80833693248599,13.038282796659681,18.108327258573027,21.810236675708346,25.072535304069365,23.170259344657143,19.35851864208731,19.733544635967608,22.13097068956718,21.539414720648626,19.448687889860597
6.0,1.0,2.9855542580832397,0.368847100405047,-8.186926705674102,-11.995825345703896,-13.955653868453059,1.8504665621736038,6.925915231921068,10.587462367195947,9.53801991470252,9.761299641485799,14.684363364780179,18.278954318632096,21.446678813453627,19.599549890260096,15.898311663180637,16.26246564242755,18.590390243961068,18.01598350004424,15.985866901799174,17.085605077427214
7.0,2.0,1.8504665621736038,4.8912675034982245,2.226139054837193,-6.4879564846586595,-10.36733752040929,4.983235561959068,8.578258008949748,7.547882314153297,7.767105391199269,12.600724607159508,16.130007363716775,19.240179169250744,17.42660974189229,13.792617329280144,14.150155189967917,16.435784976565373,15.871814321049339,13.878581823674569,14.95833944555715,13.971681280328127
8.0,3.0,4.983235561959068,6.925915231921068,10.118246447122162,7.320308369835568,-1.8280310774875304,3.424377642532238,2.4429107547181883,2.6517279776514555,7.255909959742807,10.617668375422758,13.580209764898612,11.852724973969183,8.39122715180744,8.731793775396369,10.9089316530421,10.371730972859988,8.473111172560156,9.50161597725855,8.561791480568584,1.5518189233885493
9.0,4.0,3.424377642532238,8.578258008949748,10.587462367195947,13.889111058805964,10.995361015548871,-0.9489705523839971,-0.7470672606329881,3.7046704118960916,6.955121120238051,9.819572864598888,8.149285036616813,4.802397290165211,5.131687764376267,7.2367406805955135,6.717326696748446,4.8815701337628115,5.876021179195483,4.967314239775166,-1.8105583633443278,-1.8302805109733393
10.0,5.0,-0.9489705523839971,2.4429107547181883,7.547882314153297,9.53801991470252,12.80833693248599,0.20383765103399284,4.698225743066312,7.979817793617375,10.871712769707177,9.185422544055942,5.806469528507898,6.138914810548307,8.264135444759406,7.739745151449265,5.886400897257046,6.890379403062072,5.972966485207548,-0.8698423587974812,-0.8897534568839899,-3.9525766429567883
11.0,6.0,0.20383765103399284,-0.7470672606329881,2.6517279776514555,7.767105391199269,9.761299641485799,4.485245473017013,7.760162010624493,10.64617420724415,8.963314283731197,5.591234835720978,5.923003847600712,8.043901294275669,7.520577731423353,5.671003605683175,6.672939788308678,5.75739309931911,-1.071495897762549,-1.0913664920963215,-4.147959191409164,-2.0963350672441465
12.0,7.0,4.485245473017013,4.698225743066312,3.7046704118960916,7.255909959742807,12.600724607159508,3.1343339653187843,5.8964581136177525,4.285838436270536,1.0585124796300378,1.376039619828424,3.405893152806601,2.9050343373028724,1.1348570099999242,2.0937830077229704,1.217538055773267,-5.318206743567994,-5.337224351502794,-8.262606481271726,-6.299052570021317,-6.752097297919575
13.0,1.0,3.1343339653187843,7.760162010624493,7.979817793617375,6.955121120238051,10.617668375422758,2.678181011211837,1.116509339497913,-2.0127356292297263,-1.7048583899146774,0.263306289037688,-0.2223310309959614,-1.9387112695091708,-1.0089277911521894,-1.8585429660990318,-8.195661312680928,-8.21410096047193,-11.050578413996435,-9.146698458839406,-9.58597479920013,-8.400310917944271
14.0,2.0,2.678181011211837,5.8964581136177525,10.64617420724415,10.871712769707177,9.819572864598888,-1.5209381938149051,-4.568562273156498,-4.268715473882337,-2.351886932931213,-2.824857251698957,-4.496468709566321,-3.5909370092575137,-4.418391456326526,-10.590217139418751,-10.608175821204307,-13.370668714621244,-11.51644814272668,-11.944266727000935,-10.789528817175292,-16.284329706476424
15.0,3.0,-1.5209381938149051,1.116509339497913,4.285838436270536,8.963314283731197,9.185422544055942,-3.0946924386216925,-2.790214721455494,-0.8437821440172567,-1.3240571487675945,-3.0214854418571786,-2.101968456519759,-2.9422023416653253,-9.209347428037987,-9.22758346873149,-12.03274107558781,-10.149883402203569,-10.584309336435393,-9.411737331131095,-14.991401463305051,-12.530749644285116
16.0,4.0,-3.0946924386216925,-4.568562273156498,-2.0127356292297263,1.0585124796300378,5.591234835720978,0.3142012804338366,2.3227936129078834,1.8271809196133093,0.07554487840425604,1.0244268421243665,0.15735990194322647,-6.309927849455889,-6.32874626214392,-9.223487197855388,-7.280500048063135,-7.728799470627441,-6.518781118885861,-12.2766330596992,-9.737399780385376,-11.563009175073063
17.0,5.0,0.3142012804338366,-2.790214721455494,-4.268715473882337,-1.7048583899146774,1.376039619828424,2.002301076852436,1.5082407275016378,-0.23790888925328083,0.7080010134408145,-0.15635012439779236,-6.603381221539721,-6.622140691732204,-9.507814802438684,-7.5709134215858125,-8.017808693483616,-6.8115803267153785,-12.551397687885357,-10.020117722633719,-11.840008995639119,-15.116037541843003
18.0,6.0,2.002301076852436,2.3227936129078834,-0.8437821440172567,-2.351886932931213,0.263306289037688,-0.4843619645193634,-2.1962347343692343,-1.2688930051062735,-2.1162769647949586,-8.436753100215167,-8.455144322760576,-11.28417276647412,-9.385292682000793,-9.823415417644862,-8.640865265311122,-14.268010242016482,-11.78641920090411,-13.57058608125147,-16.78230631855827,-16.745773351687653
19.0,7.0,-0.4843619645193634,1.5082407275016378,1.8271809196133093,-1.3240571487675945,-2.824857251698957,-1.720204787552617,-0.7883495057401919,-1.6398578479633157,-7.99109696996618,-8.009577706168516,-10.852375581518418,-8.944253278372141,-9.384508442578458,-8.196202588666209,-13.850735974362935,-11.357066547023681,-13.14991731456963,-16.377269618899643,-16.34055883897419,-15.913911575905413
20.0,1.0,-1.720204787552617,-2.1962347343692343,-0.23790888925328083,0.07554487840425604,-3.0214854418571786,0.9481656731152848,0.08175326313574302,-6.380652471708995,-6.3994566787816565,-9.292012436762983,-7.350492006219178,-7.798453017182454,-6.589348082293715,-12.342853544401724,-9.805537077727378,-11.629768359111731,-14.913609455192143,-14.876256121431016,-14.442141192572539,-13.67472388544818
21.0,2.0,0.9481656731152848,-0.7883495057401919,-1.2688930051062735,0.7080010134408145,1.0244268421243665,-0.858274545359358,-7.259981492438455,-7.278609079128392,-10.143996219839636,-8.22071171278804,-8.664465205460543,-7.466716908771335,-13.166181999339388,-10.652697529606137,-12.459794537481917,-15.712791829888362,-15.67578934102484,-15.24575187975565,-14.485542615914875,-12.158357702254412
22.0,3.0,-0.858274545359358,0.08175326313574302,-1.6398578479633157,-2.1162769647949586,-0.15635012439779236,-6.457126822962153,-6.475915669539632,-9.366108600488989,-7.426174129677768,-7.873769217051479,-6.665651957444975,-12.414457583362465,-9.87921376124115,-11.701954892272367,-14.983113534094429,-14.94579071295748,-14.512030397311227,-13.745239966385567,-11.397908504290731,-8.839168668009364
23.0,4.0,-6.457126822962153,-7.259981492438455,-6.380652471708995,-7.99109696996618,-8.436753100215167,-0.020085812996057426,-3.1097845070691164,-1.0359392156809322,-1.5144311329931148,-0.22291931752852034,-6.368556532495592,-3.6583085616820927,-5.6068708295755805,-9.114523021968889,-9.074623861434967,-8.610921709775244,-7.791200864260434,-5.281836567044214,-2.5464706868036804,-4.464627512472107
24.0,5.0,-0.020085812996057426,-6.475915669539632,-7.278609079128392,-6.3994566787816565,-8.009577706168516,-3.0903194098507023,-1.0160574860914633,-1.4946455317035094,-0.20287425347563318,-6.349746117630447,-3.6389536621136207,-5.587907393208916,-9.096264267603251,-9.056357091388541,-8.592561782670424,-7.7726762564820415,-5.26280783178759,-2.526892420693855,-4.445434601156899,-3.5878816741154105
25.0,6.0,-3.0903194098507023,-3.1097845070691164,-9.366108600488989,-10.143996219839636,-9.292012436762983,2.1404073474679106,1.6465577725878817,2.9795218999706137,-3.3633654428854443,-0.5661294608772924,-2.577232705905842,-6.197466363709222,-6.156286601303973,-5.677701483807197,-4.831670910601776,-2.24176615659769,0.5813939182605443,-1.3983279926772787,-0.5134288558529044,4.605340398278429
26.0,7.0,2.1404073474679106,-1.0160574860914633,-1.0359392156809322,-7.426174129677768,-8.22071171278804,-0.48350069057392614,0.8215304542972386,-5.388438261882255,-2.6498198691708064,-4.618779360576639,-8.163149068725376,-8.122832250460533,-7.65427614232921,-6.82597459627473,-4.290342693815619,-1.5263434616075224,-3.4645792317108035,-2.5982236337601643,2.41327904873646,3.4451263238796446
27.0,1.0,-0.48350069057392614,1.6465577725878817,-1.4946455317035094,-1.5144311329931148,-7.873769217051479,1.3113716357861813,-4.928768199590135,-2.1768442355082813,-4.155369912224218,-7.716959932717453,-7.676447235280732,-7.205614648340103,-6.373288801066229,-3.8253375366481697,-1.0479094203174202,-2.9955621045991854,-2.124997319902645,2.9108537372314975,3.947714240066176,4.166133529020786
28.0,2.0,1.3113716357861813,0.8215304542972386,2.9795218999706137,-0.20287425347563318,-0.22291931752852034,-6.159367635263675,-3.4430645000391267,-5.395980194270102,-8.911469090518718,-8.871480788334475,-8.406742645578626,-7.585190401407971,-5.0702197487768625,-2.32874258635566,-4.2511849073258725,-3.3918886894973186,1.5787784486774548,2.602217857396731,2.8178099330225805,18.439505575279004
29.0,3.0,-6.159367635263675,-4.928768199590135,-5.388438261882255,-3.3633654428854443,-6.349746117630447,2.8945916782262517,0.8134934961078132,-2.9327396735331845,-2.890126680444201,-2.394884767591864,-1.5194087360818926,1.160635706559982,4.082053746205889,2.0334291019279878,2.949126488203767,8.246050659446526,9.33666501586029,9.56640779379458,26.213456357511188,25.371354138343637
