day_of_month,day_of_week,roc1,roc2,roc3,roc4,roc5,oneDaysLater,twoDaysLater,threeDaysLater,fourDaysLater,fiveDaysLater,sixDaysLater,sevenDaysLater,eightDaysLater,nineDaysLater,tenDaysLater,elevenDaysLater,twelveDaysLater,thirteenDaysLater,fourteenDaysLater,fifteenDaysLater
22.0,1.0,0.9366820136180131,0.8691757137383003,1.9323151582600668,2.1651763842686202,2.361585724049789,-0.5688957275192308,-1.1198892874198734,-1.5325025243512649,-1.2103883334871124,-2.8642323948928996,-2.1884853798791077,-2.155250385375105,-1.5764725781128992,-1.9226158260362842,-2.4627078916520455,-1.9115374945349497,1.9529486097526143,3.729164024944034,3.380815512909585,4.036278258977272
23.0,2.0,-0.5688957275192308,0.36245754214286835,0.29533528271897747,1.3524265723632882,1.58396306080603,-0.5541460732354947,-0.9691200795591772,-0.6451629101995455,-2.308469451454078,-1.6288561453783692,-1.5954309966312263,-1.013341708277228,-1.361465417106625,-1.904647623084841,-1.3503237008575772,2.536273086499159,4.322651130057724,3.9723095396839168,4.6315225202332,5.335658063762212
24.0,3.0,-0.5541460732354947,-1.1198892874198734,-0.19369707532955696,-0.2604473793885835,0.790786080383649,-0.41728638242604277,-0.09152401369199245,-1.7640990639092198,-1.0806987216725288,-1.0470873166442625,-0.4617544290784626,-0.8118180014479731,-1.3580270031608397,-0.8006141997718843,3.1076400249029477,4.903972373634267,4.551678560931113,5.214564900098909,5.922624126024569,7.951637869565026
25.0,4.0,-0.41728638242604277,-0.9691200795591772,-1.5325025243512649,-0.610175186237092,-0.6766469503670522,0.3271274269398511,-1.3524562974406604,-0.6661922688652356,-0.632440020299944,-0.04465438331314185,-0.3961848444269597,-0.944682652802081,-0.38493409490519576,3.5396970812280872,5.343556690466844,4.989786643532731,5.655450708195067,6.36647694980243,8.403992970235905,7.80600242804908
26.0,5.0,0.3271274269398511,-0.09152401369199245,-0.6451629101995455,-1.2103883334871124,-0.2850438096838038,-1.6741072603754321,-0.990080869731311,-0.9564386740152314,-0.37056957553552167,-0.7209538336413954,-1.267663205714814,-0.7097397684027023,3.2020947242087554,5.00007265450718,4.647456112992289,5.310949708128945,6.0196575719369125,8.050530051483616,7.454489321998668,7.566271966669061
27.0,6.0,-1.6741072603754321,-1.3524562974406604,-1.7640990639092198,-2.308469451454078,-2.8642323948928996,0.6956726977862098,0.729887689156964,1.3257318581299744,0.9693819198347571,0.41336421499565434,0.9807869169583419,4.95922472577675,6.787815222340686,6.42919499353824,7.1039853022249275,7.8247597026005105,9.890210036140456,9.284021052875065,9.397706920916358,6.451822936188131
28.0,7.0,0.6956726977862098,-0.990080869731311,-0.6661922688652356,-1.0806987216725288,-1.6288561453783692,0.03397861144782491,0.6257062924985223,0.27181825664943876,-0.2803581079773272,0.28314446046538044,4.234096574126442,6.050053951015923,5.693911309336812,6.3640397176467784,7.079834528947969,9.13101535748158,8.52901433099783,8.64191478142979,5.716382923104966,5.981926569189705
29.0,1.0,0.03397861144782491,0.729887689156964,-0.9564386740152314,-0.632440020299944,-1.0470873166442625,0.5915266884956033,0.23775885804305663,-0.31422994845191493,0.24908121467943004,4.198691305673967,6.014031855051722,5.658010184592686,6.327910969917721,7.043462646694951,9.093946749202571,8.492150204828341,8.605012306285376,5.680474165412082,5.945927614100916,6.119770971582586
30.0,2.0,0.5915266884956033,0.6257062924985223,1.3257318581299744,-0.37056957553552167,-0.04465438331314185,-0.35168750500036516,-0.9004303511093914,-0.34043172928136683,3.585952749627476,5.390618221103385,5.036690129762713,5.702651575401702,6.413995463235413,8.452421730347758,7.854164039878632,7.966362457749887,5.0590220115413445,5.322914465933523,5.495735540634988,5.74560319279326
31.0,3.0,-0.35168750500036516,0.23775885804305663,0.27181825664943876,0.9693819198347571,-0.7209538336413954,-0.5506795171634866,0.011295500583176618,3.95153731762937,5.762571971694854,5.407394766502912,6.075706581288945,6.78956100593804,8.835181464603242,8.234812350977611,8.347406749279024,5.429805463904088,5.694629270534452,5.868060280427507,6.118809787270194,5.50557546969396
1.0,4.0,-0.5506795171634866,-0.9004303511093914,-0.31422994845191493,-0.2803581079773272,0.41336421499565434,0.5650868352023097,4.52714690551342,6.348209779822392,5.991065856196247,6.663078305895562,7.38088554799964,9.437833196041383,8.834139665798265,8.94735753169695,6.013600648080565,6.279890860366197,6.454282207688662,6.706420186736958,6.089790214205301,6.057987682544612
2.0,5.0,0.5650868352023097,0.011295500583176618,-0.34043172928136683,0.24908121467943004,0.28314446046538044,3.9397967972759815,5.750626909015633,5.3954898183358395,6.063726152482853,6.777499952808168,8.822889374499315,8.222588067911273,8.335169749548179,5.417897984622462,5.682691881456665,5.856103303661513,6.106824490291102,5.493659432777516,5.462035603214474,5.290193707091225
3.0,6.0,3.9397967972759815,4.52714690551342,3.95153731762937,3.585952749627476,4.198691305673967,1.74219131414264,1.4005155541135412,2.0434226548945245,2.7301411422487565,4.698000888675308,4.1204537651621935,4.228768082782502,1.422074347739362,1.6768313368747707,1.843669667858879,2.084887367291749,1.4949640882329085,1.464538947394197,1.2992106502277039,1.9494842673351627
4.0,7.0,1.74219131414264,5.750626909015633,6.348209779822392,5.762571971694854,5.390618221103385,-0.3358250452598658,0.2960731795345281,0.9710325827912327,2.905195510686623,2.337538065871168,2.4439976537975516,-0.3146354155228228,-0.06424077997893873,0.0997406802482867,0.33682786730137276,-0.24299380887756236,-0.27289796215530127,-0.43539524576109634,0.20374335417297817,0.0974341895528206
5.0,1.0,-0.3358250452598658,1.4005155541135412,5.3954898183358395,5.991065856196247,5.407394766502912,0.6340274477577864,1.311261171473675,3.251941389589904,2.6823711853783685,2.789189495944557,0.021261029599317634,0.27249938646886895,0.4370333930983256,0.6749194611471034,0.09314403738801862,0.0631391200831605,-0.09990570889333876,0.5413865109281994,0.4347191305295405,0.28387952110059084
6.0,2.0,0.6340274477577864,0.2960731795345281,2.0434226548945245,6.063726152482853,6.663078305895562,0.6729669286737644,2.6014202235830783,2.0354384988556085,2.1415838189578382,-0.6089057883294741,-0.3592503156813413,-0.19575292737014469,0.040634380265209324,-0.537475667115238,-0.5672915435795229,-0.7293091365464156,-0.09205726847976925,-0.19805260932413046,-0.34794187963804607,-2.176638970830334
7.0,3.0,0.6729669286737644,1.311261171473675,0.9710325827912327,2.7301411422487565,6.777499952808168,1.9155621948398645,1.3533638788525497,1.4587996510767192,-1.2733038035041107,-1.0253171986938914,-0.8629127386892177,-0.6281056054070198,-1.202351170048057,-1.2319677368126078,-1.3929022934366133,-0.7599102524668306,-0.8651970479970134,-1.0140843559672963,-2.830557185746824,-2.9690359886972377
8.0,4.0,1.9155621948398645,2.6014202235830783,3.251941389589904,2.905195510686623,4.698000888675308,-0.5516314720538132,-0.44817742641689695,-3.1289294094728866,-2.885603856957046,-2.726251883119927,-2.4958580863087008,-3.0593103719794676,-3.0883702781672304,-3.246279976311596,-2.6251853884608782,-2.728493257507313,-2.8745821420347255,-4.656913309778113,-4.792789323183871,-3.7479482897387637
9.0,5.0,-0.5516314720538132,1.3533638788525497,2.0354384988556085,2.6823711853783685,2.337538065871168,0.10402789625235977,-2.5915939854707837,-2.3469187272261367,-2.186682841815569,-1.9550110706024673,-2.521588777216558,-2.5508098761826976,-2.709595485722377,-2.0850557400792065,-2.1889366489122195,-2.3358358758073896,-4.128053479902656,-4.26468318576613,-3.2140465097592297,-3.248882528144416
10.0,6.0,0.10402789625235977,-0.44817742641689695,1.4587996510767192,2.1415838189578382,2.789189495944557,-2.6928205971061234,-2.4483996048776913,-2.2883302362638367,-2.0568992178704453,-2.622888138117781,-2.6520788705790403,-2.810699470445656,-2.1868087451988734,-2.2905817012088705,-2.4373282707349397,-4.227683406047493,-4.364171126606628,-3.314626270034245,-3.3494260869020436,-3.6379562140970876
11.0,7.0,-2.6928205971061234,-2.5915939854707837,-3.1289294094728866,-1.2733038035041107,-0.6089057883294741,0.25118495236248056,0.41568398480395924,0.6535194865763075,0.07186772796978498,0.04186918866324819,-0.1211409826724735,0.520014920802649,0.4133702141666341,0.26256266797471833,-1.5773376829538683,-1.7176024829374505,-0.6390131506675127,-0.67477599682269,-0.9712907339320701,0.2182288105891021
12.0,1.0,0.25118495236248056,-2.4483996048776913,-2.3469187272261367,-2.885603856957046,-1.0253171986938914,0.16408687091294294,0.4013264625301028,-0.17886793505523532,-0.20879131134329768,-0.37139305157527713,0.2681563999147856,0.16177889755739153,0.011349208109255044,-1.8239411695584735,-1.963854528238706,-0.887967661881502,-0.9236409022249163,-1.219412705072213,-0.03287356831646288,-0.3414696752872147
13.0,2.0,0.16408687091294294,0.41568398480395924,-2.2883302362638367,-2.186682841815569,-2.726251883119927,0.23685095030407827,-0.3423929840344507,-0.372267340425905,-0.5346027096301721,0.1038990443111241,-0.0023041924782141107,-0.15248745091694338,-1.984771291364638,-2.1244554466852437,-1.0503310773953207,-1.085945878525978,-1.3812331537231994,-0.19663778244515895,-0.5047283532387178,-0.7407578088331719
14.0,3.0,0.23685095030407827,0.4013264625301028,0.6535194865763075,-2.0568992178704453,-1.9550110706024673,-0.5778752313614773,-0.6076789972501978,-0.7696307821129831,-0.13263775221636775,-0.23859004000520914,-0.3884184284820058,-2.216372741767559,-2.3557268355926526,-1.2841405286540422,-1.3196711751109171,-1.61426071219007,-0.43246443662137235,-0.7398270162242626,-0.9752987547682777,-0.8172848249558465
15.0,4.0,-0.5778752313614773,-0.3423929840344507,-0.17886793505523532,0.07186772796978498,-2.622888138117781,-0.02997699552094228,-0.19287009928397,0.4478253509278795,0.34125723237740696,0.19055799030683496,-1.6480210156632313,-1.788185082916249,-0.7103703516054279,-0.7461075142737545,-1.0424093060174748,0.14625597177538202,-0.16289310376302774,-0.39973348420347043,-0.24080112364475229,0.4249254194065158
16.0,5.0,-0.02997699552094228,-0.6076789972501978,-0.372267340425905,-0.20879131134329768,0.04186918866324819,-0.16294194886374036,0.4779456201859774,0.3713455461360817,0.22060111541426414,-1.6185292065700476,-1.7587353033984314,-0.6805973787302233,-0.7163452575385791,-1.0127358982914023,0.17628581248643743,-0.13295596444559213,-0.3698673638056096,-0.2108873458140189,0.45503882189471595,1.1549028492316367
17.0,6.0,-0.16294194886374036,-0.19287009928397,-0.7696307821129831,-0.5346027096301721,-0.37139305157527713,0.641933548083375,0.535159494309379,0.38416903679348685,-1.4579628908543756,-1.5983978150851865,-0.5185002843346418,-0.5543065064992071,-0.851180880142121,0.3397814077979204,0.030034923908504478,-0.20726313353092055,-0.04802364761762218,0.6189893640915665,1.319995624691165,0.8099256660813449
18.0,7.0,0.641933548083375,0.4779456201859774,0.4478253509278795,-0.13263775221636775,0.1038990443111241,-0.10609300716880887,-0.2561203885920344,-2.086502479539992,-2.2260416549908646,-1.153032132340343,-1.188609968439307,-1.4835907614117285,-0.300224895958598,-0.6079956958324193,-0.8437801736078308,-0.685556379311173,-0.022797837027690466,0.6737371319320236,0.1669205986764044,0.37039980080414914
19.0,1.0,-0.10609300716880887,0.535159494309379,0.3713455461360817,0.34125723237740696,-0.23859004000520914,-0.15018671902981243,-1.9825127797967756,-2.122200153783346,-1.0480510340302007,-1.083666655813336,-1.3789607351545223,-0.1943380678900875,-0.502435737846983,-0.7384706321397174,-0.5800787951801193,0.08338363434628303,0.78065836303389,0.27330356181263976,0.47699887041874656,0.16036547338471133
20.0,2.0,-0.15018671902981243,-0.2561203885920344,0.38416903679348685,0.22060111541426414,0.19055799030683496,-1.835082110380046,-1.974979591803972,-0.899214816229914,-0.9348840084024778,-1.230622247301583,-0.044217758060334414,-0.35277884579109553,-0.5891687663496339,-0.4305386880800884,0.23392167266136524,0.9322451905286706,0.4241272636642605,0.6281289557184287,0.31101930209989703,0.6902665948533621
21.0,3.0,-1.835082110380046,-1.9825127797967756,-2.086502479539992,-1.4579628908543756,-1.6185292065700476,-0.14251270660790627,0.9533622747002689,0.9170262873237283,0.6157595565435492,1.8243425358267216,1.5100132475592796,1.2692042848050464,1.4307997729690713,2.107681468615775,2.8190593548098266,2.301442738010172,2.509258010960896,2.186220351035279,2.5725572429785943,2.657964700227082
22.0,4.0,-0.14251270660790627,-1.974979591803972,-2.122200153783346,-2.2260416549908646,-1.5983978150851865,1.09743897128953,1.0610511266106613,0.7593544397162424,1.9696622614344323,1.6548843746807749,1.4137317387780604,1.5755578497127765,2.253405564484481,2.9657987014196685,2.4474433623965246,2.6555552211899878,2.332056534530171,2.7189447913998994,2.8044741388363628,3.492045750217047
23.0,5.0,1.09743897128953,0.9533622747002689,-0.899214816229914,-1.0480510340302007,-1.153032132340343,-0.03599284516910715,-0.33441453612816,0.8627550796737823,0.5513941886792529,0.3128593273053671,0.47292877375363257,1.1434182754354756,1.8480781997462177,1.3353497426283767,1.5412024931145332,1.2212154687630195,1.603903953067355,1.6885048572116752,2.368612700077949,2.6982180656138937
24.0,6.0,-0.03599284516910715,1.0610511266106613,0.9170262873237283,-0.9348840084024778,-1.083666655813336,-0.29852914009023024,0.8990715262652977,0.5875985272764986,0.34897777950632647,0.5091048602468368,1.1798357770690728,1.8847494198558392,1.3718363507311762,1.5777632201566065,1.2576609819020952,1.640487256274632,1.7251186216552583,2.405471342823066,2.7351953854231486,2.3442462825399293
25.0,7.0,-0.29852914009023024,-0.33441453612816,0.7593544397162424,0.6157595565435492,-1.230622247301583,1.2011865582587773,0.8887809374566039,0.6494457042728755,0.8100522423303774,1.4827914818193095,2.1898157982180497,1.6753669493687129,1.8819104112147045,1.5608497132192998,1.9448222575265395,2.0297070286845713,2.712096882414783,3.0428081946514673,2.650688500216326,3.0238421980320265
26.0,1.0,1.2011865582587773,0.8990715262652977,0.8627550796737823,1.9696622614344323,1.8243425358267216,-0.308697586882867,-0.5451920800041998,-0.38649182804120025,0.27826247214840694,0.9768949096166429,0.46855220500499034,0.6726441419380523,0.3553942075110691,0.7348092690985113,0.8186865180170961,1.4929768864777249,1.8197628891757294,1.4322973783742248,1.8010220055315218,5.432015512272067
27.0,2.0,-0.308697586882867,0.8887809374566039,0.5875985272764986,0.5513941886792529,1.6548843746807749,-0.2372268065485876,-0.07803513373308803,0.5887776012785276,1.2895733783997139,0.7796565729144179,0.9843804876319852,0.6661481777436952,1.046738111271858,1.1308750890103978,1.807253421060263,2.1350513279868024,1.7463860167484542,2.1162524125442634,5.758489417026199,4.953428632188093
