Draw_down,Next_10_years
0.11514367758979664,-32.73775320052544
1.649596185649903,-32.56217912087669
1.820248556387703,-33.95133564683153
1.0728325044102727,-38.984022254142005
1.2422322118998743,-40.88050149856098
1.7504205644718336,-37.356322658063576
2.0327426403909903,-34.40922268454202
3.7831632048628236,-31.455400952868345
4.2913515574347825,-32.0943969864118
0.4444440205891927,-41.23884102600455
0.26809242940074174,-50.16128888363399
0.5774210362640556,-55.121437379500435
0.8398942457742464,-52.83218562571942
1.9190914214525072,-50.97831553376613
0.15432451554180032,-46.36785198738654
0.25341732499036657,-48.88211248161948
1.0643643656610728,-47.950821674437094
1.9766822032284366,-48.552224763381275
2.9396854392441294,-47.362923631850826
0.6859352802307285,-48.5446469184417
0.8329254167804441,-49.30829869117622
0.9799155533301597,-50.12369925612457
0.24462398778251784,-50.416871214768776
1.908029778899667,-50.3241874456691
2.5440334842322274,-51.25502007551454
3.9628246190178515,-51.40091508042395
5.2837568272394755,-52.014464519769824
8.610568409473775,-48.23340514820752
10.273974200590924,-46.7829871991324
0.6169870083032581,-42.40687625579639
0.8060695830440054,-45.98470291814311
0.09452012243808193,-45.60075528842649
0.7032330945466372,-44.52313583239827
0.09332924628489789,-44.41849741550249
0.13999386942734685,-42.803738367735576
1.3999119931730626,-40.7477474915837
1.4932323390911586,-37.28091241917938
0.6830584006550996,-39.20219828712918
0.3638013848964528,-39.8904602098867
1.546158054237224,-39.491914030994195
1.0909080505371094,-39.3841937424415
1.4545440673828125,-39.25276803086667
1.484940118801036,-46.46855868756668
1.7710061491567013,-48.05031385681162
1.9357545610022786,-47.669045285071725
5.642507415524608,-45.04583048257836
7.907743088944739,-42.486586289609896
8.11367860375171,-42.223215365826654
0.04022618115975387,-49.41650099853729
2.453743344228084,-48.577318486479136
2.7755451211465574,-48.986347187481485
0.6344165415079384,-50.91779547940097
0.5102007971040639,-51.1637083702357
0.7739967560310673,-52.0280792373938
1.3544906323643107,-51.510397145307415
4.373069123229336,-49.8988240666496
5.417955148077128,-48.93617320161182
5.766252950153097,-49.73306127570838
0.15337043058176109,-54.224271669721055
0.19171486659054338,-53.63042882662451
0.23005930259932567,-53.92006318147212
0.6901852212513451,-54.32432394615857
2.0322112277452526,-53.34637795603587
6.0199374977648255,-53.039575188094844
6.6334338469986065,-54.90760012228964
0.18961373840681786,-57.104862869458216
1.1376607313672766,-57.000382932982774
1.327267236749551,-57.955421260882034
2.768302716543193,-57.52729874198303
3.716349709503652,-54.903504984197326
6.105424949233209,-52.94830569128638
8.229048188217766,-52.56198685821071
0.3785025782776382,-57.294833201200646
0.3172370459130468,-59.15841615877665
0.5992247841559775,-57.1985838004421
0.42001726694629543,-58.34797868650256
0.2089117944876959,-57.95533756144478
1.1474267075097475,-57.157931148673356
0.659037580854745,-57.960893092041296
2.2545945898383373,-56.99077447017267
0.0676540959957744,-60.93432767706122
0.4397806600652357,-60.72035236240324
1.4546695295823906,-59.56059020819696
3.9918820246777105,-59.19661639837322
0.42373229081520875,-63.436987380531605
0.06433083842235704,-64.0167350660187
0.12866167684471408,-63.60708383771085
0.32164805718536693,-59.21264783259892
0.31426895797862764,-58.953339408547535
2.5141396754654064,-57.54352069005929
0.5026699585159162,-58.69908464731305
2.29343243476619,-57.974278024087425
0.8160710103607464,-59.113924302765994
1.4752078207758035,-58.2351070035364
1.506595858096138,-59.01848310832434
3.327060116083654,-58.474025069249755
4.990584187469498,-57.746944934146384
5.335846611337194,-57.493369497068336
5.900819309791248,-57.30486862515789
9.133709327257915,-55.924007279417275
10.075332486899999,-55.1832449439782
12.962966067154955,-53.047238829079134
16.509730471168982,-51.76691827176146
19.17765377683758,-50.213593418158375
28.625237490642856,-43.05189120664462
35.87570648527259,-37.24914584765634
37.66478270593977,-35.599196531814115
41.211553096609784,-31.92738755145921
44.56999526335779,-27.576443531355583
46.13936120943861,-37.645688202737375
46.484623633306306,-37.06744854912849
46.955432219799356,-36.50887701517313
47.83427331814479,-32.43081242374766
49.49780337618662,-30.018644362344553
51.224106515541116,-27.34877741591204
51.56936594608082,-32.339602243032054
53.10734684816931,-30.388220143019236
54.67671279425013,-27.908586219392518
54.896423068836484,-35.073068907383224
56.55995013355032,-30.997109209213818
56.59133817087066,-31.742591233119516
56.84243648277735,-31.345457597212356
57.940993842365124,-29.925368577341356
58.38041439153784,-29.411768513472055
59.13370932725792,-27.342552184734476
61.07972573452677,-23.38709441729805
61.7074715142935,-22.213115414058425
62.02134290751287,-14.958680682263314
62.36660533138057,-14.261885494494061
62.900189992514285,-12.690355657596381
64.0301323960944,-11.692845969698288
65.69365946080823,-7.685271080826209
66.10169496598861,-6.203704300567763
66.47834243384865,-4.7752829055133805
67.04331513230271,-3.5238084338960194
68.42435584778951,0.5964161375717804
69.52291320737729,2.9866113358777087
70.08788590583134,4.721928875908155
72.31638566899923,11.564631440545648
72.44193482495257,-2.391800051637447
73.06968060471931,-1.0489528366920529
73.9171366590724,2.1660570687404053
74.8587568253865,4.868906098681596
75.10985663395718,5.800763240123593
75.76899045104425,9.06736146536757
76.27118707485762,16.931219834609408
76.30257361551396,19.470201720428424
76.36534819349063,12.616192642206547
76.45951080878764,13.333333333333334
77.05587004789804,9.30232330590226
77.4639055530784,11.142064204198942
77.84055302093844,12.747876808241152
78.87633430588555,16.344723648069237
79.50408008565229,19.601832953214533
79.72379185690264,21.05263352141582
80.35153763666936,23.003187343980564
80.94789687577976,28.33607481959727
80.9792849131001,28.877888061453138
81.23038322500679,30.26755747502446
81.29315780298346,29.36241591944844
81.70119330816384,35.33447632483031
81.98367965739087,39.37282785712696
82.23477796929755,40.28269030520949
82.42310170322757,43.03572080877374
82.45448824388392,43.11269734574873
82.89391178638462,49.724773082375236
82.95668636436129,50.82872632224621
83.6472067221047,57.00576286531355
84.21217792389476,63.817086032131996
84.83992520032548,73.29192583375422
85.9698691005696,89.4854734806522
86.18957937515596,90.68182185169086
0.5812133211708005,153.26153094951923
1.162426642341601,155.52458696842325
1.2236088344611527,156.3022601106014
0.21367429307286573,155.27684445988424
0.2747257545759194,154.729127287826
1.0683714653643286,156.09379941613122
1.4652001429463555,157.8686524522312
1.4957200515100602,159.65292757028377
2.686200262068318,161.85698103677802
3.20512604046863,164.45917070812862
3.296697410535389,167.48736441749645
0.3351633497087138,160.53195844067395
0.20870510707652482,153.74961818836647
0.5649789930764891,154.00719476574233
0.028938702616462822,145.68615622764221
0.8972433153087503,148.77335318223612
1.6208323327343541,150.48542272825475
0.17181432342429617,144.06196311365085
0.6586470627047997,145.57511044643178
1.030918712860774,146.5567005165846
1.6323016171608076,150.45124483516622
1.6425288640485154,143.4191778739364
2.3663655831028443,140.71855974781883
0.8979641661352041,130.6425157144168
3.3469375298947703,134.9662106105932
4.653058733258929,138.1563777621445
5.90475692230017,144.01385999245443
1.3528138863240828,135.43609021769723
0.6998711320357545,134.7519650499685
1.0228830484718108,135.898821821894
1.4266556452896448,139.10431488941387
1.5612430881076946,139.48592442413928
0.6396633143354227,134.0128774688091
2.5053267996815256,136.35865160365358
3.4648166876329287,136.16785762733
4.530918822490812,140.28475831411254
6.8230312954628385,145.0514885939894
0.13064864505483365,127.86497529130234
0.8089806256780495,126.33518173706327
1.6701445583124066,129.6443685734551
1.7745310819186335,131.24336431170255
2.3486470069060754,135.5692299285952
2.9227529770467116,137.9301083896984
3.3924823784279265,138.51972436494103
3.522960555512307,140.1406433537802
1.8518465483575894,130.1631663270205
2.3773793411036315,130.96642489314496
0.5367192283348889,113.14692310564072
1.3895286472454582,99.90605703662003
2.176930569859934,102.98294142227333
2.5011621663310475,101.11639248868865
0.5941460957626784,95.77012336117097
1.8967048633294863,97.22803998847682
3.1992636308962945,102.28989897716406
3.3135214896219045,102.95438421041764
4.593232172369927,105.31736819330091
4.616080257188712,105.29467895448785
0.022804687850615554,96.98973833350703
0.533455589048504,93.72067584671788
0.06642776660371065,92.35540771995643
6.618453620580672,104.57638329103534
6.881436151976264,108.66086175525086
7.1225069557822005,110.0754991398029
9.818100892762867,117.54554878149396
10.585145119423931,120.63725079998784
0.43094325274083245,98.61501968766866
1.077354022072639,100.26138694615743
1.7668599386344173,101.75477747111259
1.8745936969299044,101.29555627147442
2.5640996134916825,103.89207089634078
2.887309107937028,104.61504735997048
2.9088525717725715,104.7048270141512
2.9950428662325153,103.86494412722618
3.1458717717579736,104.53837793304174
4.093948571699582,106.31319994148112
4.848093099326876,108.06158870220732
