One_day_change,day_after_change
-0.7428523472377232,-0.11514367758979664
-0.11514367758979664,0.6916364798062353
0.6916364798062353,0.6296543484548128
0.6296543484548128,-1.649596185649903
-1.649596185649903,0.05782718914852167
0.05782718914852167,-0.23120814995774064
-0.23120814995774064,0.6952429333341879
0.6952429333341879,0.5753762157564783
0.5753762157564783,0.915330958822437
0.915330958822437,0.39682368053423067
0.39682368053423067,-1.0728325044102727
-1.0728325044102727,0.627846461922812
0.627846461922812,0.34033679039838705
0.34033679039838705,-1.1305865285555097
-1.1305865285555097,0.4574038007602568
0.4574038007602568,-0.22765514441354184
-0.22765514441354184,0.5704419292879628
0.5704419292879628,-1.3045919068910898
-1.3045919068910898,0.28736290520334584
0.28736290520334584,-0.05730789939605366
-0.05730789939605366,0.2866928642743222
0.2866928642743222,0.3430501242284862
0.3430501242284862,-0.05697049554332485
-0.05697049554332485,-0.5701275726912927
-0.5701275726912927,-0.22936304072484495
-0.22936304072484495,-0.2873519434293537
-0.2873519434293537,-1.7867403984236834
-1.7867403984236834,-0.5281698811757685
-0.5281698811757685,0.943951859647954
0.943951859647954,0.11688223086876996
0.11688223086876996,0.29189227588346267
0.29189227588346267,-0.40744874028395733
-0.40744874028395733,0.2922222985211193
0.2922222985211193,0.5827528109495151
0.5827528109495151,0.23174396088233548
0.23174396088233548,0.0
0.0,1.5606963564788447
1.5606963564788447,0.5691541446024313
0.5691541446024313,-0.5093387221239164
-0.5093387221239164,0.34129389193839244
0.34129389193839244,1.643996176652495
1.643996176652495,0.39040543018848817
0.39040543018848817,-0.4444440205891927
-0.4444440205891927,0.055804848433371745
0.055804848433371745,0.7808108603769763
0.7808108603769763,1.0514694923433725
1.0514694923433725,0.5476472081942036
0.5476472081942036,0.5446539803746714
0.5446539803746714,1.0292553818024466
1.0292553818024466,-0.26809242940074174
-0.26809242940074174,0.9677435563663039
0.9677435563663039,1.437691909175677
1.437691909175677,-0.5774210362640556
-0.5774210362640556,-0.26399758711341326
-0.26399758711341326,0.3176356550011107
0.3176356550011107,1.7414243293933584
1.7414243293933584,-1.9190914214525072
-1.9190914214525072,0.5817060351093362
0.5817060351093362,-0.15773231295197995
-0.15773231295197995,1.2638218747278713
1.2638218747278713,0.20801308621711956
0.20801308621711956,-0.8822006863287548
-0.8822006863287548,1.7801054753786762
1.7801054753786762,-0.15432451554180032
-0.15432451554180032,1.6486331650686932
1.6486331650686932,-0.25341732499036657
-0.25341732499036657,-0.8130073421291051
-0.8130073421291051,0.0
0.0,0.5635179324966665
0.5635179324966665,-1.4773256269838055
-1.4773256269838055,-0.9824226088860355
-0.9824226088860355,0.5221952138994423
0.5221952138994423,0.4155840192522321
0.4155840192522321,0.7242596492550635
0.7242596492550635,1.0785875666531184
1.0785875666531184,0.3556895007049824
0.3556895007049824,0.1519022108633307
0.1519022108633307,0.2527767205503887
0.2527767205503887,0.5042883603351893
0.5042883603351893,1.555441350705231
1.555441350705231,0.8399213350611298
0.8399213350611298,-0.6859352802307285
-0.6859352802307285,-0.14800535751353258
-0.14800535751353258,-0.14822473806703218
-0.14822473806703218,0.7422144120439492
0.7422144120439492,0.39292692194410156
0.39292692194410156,-0.24462398778251782
-0.24462398778251782,-1.6674848590750884
-1.6674848590750884,0.34913518621716527
0.34913518621716527,-0.9940395357710803
-0.9940395357710803,-1.4558278836176468
-1.4558278836176468,-1.3754384205714603
-1.3754384205714603,2.01445959376628
2.01445959376628,0.6075991859918908
0.6075991859918908,0.1509752291386032
0.1509752291386032,-1.658291105688107
-1.658291105688107,1.277465528352148
1.277465528352148,0.9081751157785658
0.9081751157785658,0.34999847412109375
0.34999847412109375,-1.3452937811120214
-1.3452937811120214,0.25253104210019517
0.25253104210019517,-0.9571815133816599
-0.9571815133816599,-0.254319620796581
-0.254319620796581,-1.2238641695476287
-1.2238641695476287,-3.562212205277969
-3.562212205277969,-1.8201292667735383
-1.8201292667735383,2.9989053025331542
2.9989053025331542,0.8470082190674287
0.8470082190674287,-1.6272938496464546
-1.6272938496464546,-1.814301796907673
-1.814301796907673,-0.32608406079508034
-0.32608406079508034,1.2540869156092875
1.2540869156092875,-0.05385152959708004
-0.05385152959708004,-0.10775081352634962
-0.10775081352634962,-0.3775706511115912
-0.3775706511115912,1.1369842968507886
1.1369842968507886,0.9635990483678284
0.9635990483678284,1.11346276604782
1.11346276604782,0.36706709986585545
0.36706709986585545,-0.8359448929692377
-0.8359448929692377,1.6333054834968113
1.6333054834968113,0.9849591378507732
0.9849591378507732,-0.46201311449085636
-0.46201311449085636,0.36100926780631487
0.36100926780631487,-0.15415611874725804
-0.15415611874725804,-2.470404192986376
-2.470404192986376,-0.7387930942507985
-0.7387930942507985,0.7974461604949251
0.7974461604949251,-1.371299230421005
-1.371299230421005,0.5347511766912623
0.5347511766912623,1.2234120155258184
1.2234120155258184,-0.21019923323184528
-0.21019923323184528,0.21064200110302808
0.21064200110302808,0.4729382519205537
0.4729382519205537,-0.15690735004544418
-0.15690735004544418,0.5762211077648971
0.5762211077648971,0.2083281593192355
0.2083281593192355,0.9355525328331137
0.9355525328331137,0.25746259971224766
0.25746259971224766,-0.20543918638597786
-0.20543918638597786,-0.05146798108475617
-0.05146798108475617,-0.463440536736939
-0.463440536736939,0.15520272511080235
0.15520272511080235,1.1363600538156036
1.1363600538156036,-0.4596534879396241
-0.4596534879396241,-1.2313995584228525
-1.2313995584228525,0.2597362964184253
0.2597362964184253,-0.2590634146997092
-0.2590634146997092,0.2077969637784091
0.2077969637784091,-0.8294543658209469
-0.8294543658209469,1.7773139963601845
1.7773139963601845,0.7190616432176414
0.7190616432176414,0.15297694218856625
0.15297694218856625,0.6619199193242004
0.6619199193242004,1.2645422064308809
1.2645422064308809,-0.09990238414762764
-0.09990238414762764,0.10000228881835936
0.10000228881835936,1.598400037499121
1.598400037499121,0.19665195613885875
0.19665195613885875,0.785092057652095
0.785092057652095,0.19473712948315125
0.19473712948315125,0.1457759317625171
0.1457759317625171,1.2615246054444484
1.2615246054444484,0.47914935361721295
0.47914935361721295,0.47687355624300154
0.47687355624300154,-0.616987008303258
-0.616987008303258,0.7163305382266267
0.7163305382266267,-0.8060695830440053
-0.8060695830440053,0.7648176234636703
0.7648176234636703,0.37950628081401805
0.37950628081401805,-0.09452012243808193
-0.09452012243808193,0.0
0.0,0.8987726563069544
0.8987726563069544,-0.7032330945466372
-0.7032330945466372,0.0
0.0,0.188852727112267
0.188852727112267,0.6597610816554672
0.6597610816554672,0.32771391771541075
0.32771391771541075,-0.09332924628489789
-0.09332924628489789,-0.04670821556799168
-0.04670821556799168,-1.2616844045636257
-1.2616844045636257,0.047327161755898184
