Draw_down,roc_next_6_months
0.11514367758979664,9.221904013204348
1.649596185649903,8.155001577506304
1.820248556387703,10.254927197520313
1.0728325044102727,9.589042587218195
1.2422322118998743,11.320752247841472
1.7504205644718336,11.264373763169338
2.0327426403909903,12.219013747970763
3.7831632048628236,15.082157023139361
4.2913515574347825,15.870197673327347
0.4444440205891927,16.74107135729674
0.26809242940074174,13.870967047271584
0.5774210362640556,13.146777723900719
0.8398942457742464,13.340394596013653
1.9190914214525072,11.792699948337178
0.15432451554180032,9.119013249243595
0.25341732499036657,9.298779955937146
1.0643643656610728,10.911880690655613
1.9766822032284366,12.926576940411627
2.9396854392441294,14.673626746307189
0.6859352802307285,9.71879264363784
0.8329254167804441,9.881423036644183
0.9799155533301597,10.78674123667168
0.24462398778251784,12.359002124556325
1.908029778899667,14.264342739051674
2.5440334842322274,17.319280872117922
3.9628246190178515,19.052480073161348
5.2837568272394755,21.745862354062222
8.610568409473775,19.432543369717266
10.273974200590924,23.991273620079035
0.6169870083032581,19.149952849140657
0.8060695830440054,20.650094068209597
0.09452012243808193,23.178815834206105
0.7032330945466372,22.28517113005452
0.09332924628489789,19.243348288633435
0.13999386942734685,16.26168039378372
1.3999119931730626,19.11974006619303
1.4932323390911586,18.711505169989845
0.6830584006550996,18.065110639778617
0.3638013848964528,16.52213995638605
1.546158054237224,19.815247072131697
1.0909080505371094,19.990810366334525
1.4545440673828125,21.63284348726669
1.484940118801036,9.000862249749815
1.7710061491567013,7.505236811524128
1.9357545610022786,7.685846135039485
5.642507415524608,11.436057864179126
7.907743088944739,13.014310232464506
8.11367860375171,13.984764293680401
0.04022618115975387,13.963779718659557
2.453743344228084,16.989694182405767
2.7755451211465574,17.004553567969044
0.6344165415079384,14.804473547029959
0.5102007971040639,11.16370761782994
0.7739967560310673,15.210614737586315
1.3544906323643107,14.280107580749352
4.373069123229336,19.263457730651794
5.417955148077128,16.12110695831827
5.766252950153097,21.848047685751666
0.15337043058176109,20.506904982691765
0.19171486659054338,22.397233076897656
0.23005930259932567,21.445041604682725
0.6901852212513451,22.31660529643475
2.0322112277452526,24.18786884428405
6.0199374977648255,28.070171752423818
6.6334338469986065,28.870631084863067
0.18961373840681786,-8.244681236530074
1.1376607313672766,-12.236289111621819
1.327267236749551,-17.870866782182695
2.768302716543193,-22.542897491762098
3.716349709503652,-20.874357481163898
6.105424949233209,-14.095313969533727
8.229048188217766,-12.066115637342103
0.3785025782776382,-20.7826724041724
0.3172370459130468,-23.550211052707365
0.5992247841559775,-23.581565056616462
0.42001726694629543,-23.90158510388245
0.2089117944876959,-24.982553682946477
1.1474267075097475,-23.91839982911015
0.659037580854745,-23.044687900749675
2.2545945898383373,-20.688431016926806
0.0676540959957744,-21.090051646918656
0.4397806600652357,-21.64458298735771
1.4546695295823906,-21.146584362791994
3.9918820246777105,-17.829456009771434
0.42373229081520875,-25.761044610232204
0.06433083842235704,-25.716124395228668
0.12866167684471408,-25.024150535697764
0.32164805718536693,-24.620842907774247
0.31426895797862764,-25.630514933030835
2.5141396754654064,-23.69439159576212
0.5026699585159162,-25.923590060129964
2.29343243476619,-24.115755331208018
0.8160710103607464,-23.607597790396994
1.4752078207758035,-22.746095981139185
1.506595858096138,-21.54237891116648
3.327060116083654,-20.227271742071963
4.990584187469498,-16.187643027516103
5.335846611337194,-16.744029385311364
5.900819309791248,-16.077384150836032
9.133709327257915,-11.57167631497355
10.075332486899999,-11.134382466079984
12.962966067154955,-8.582759466481631
16.509730471168982,-6.917293707520711
19.17765377683758,-3.961166826266687
28.625237490642856,6.86015603185591
35.87570648527259,15.369551359492359
37.66478270593977,22.960721680771698
41.211553096609784,31.179926830316436
44.56999526335779,36.86296877197204
46.13936120943861,-9.440558857600417
46.484623633306306,-10.322576856085226
46.955432219799356,-9.526625402475965
47.83427331814479,-10.048140467153496
49.49780337618662,-5.593539861215198
51.224106515541116,-3.2175032254014164
51.56936594608082,-10.88788251424887
53.10734684816931,-8.768403632771545
54.67671279425013,-5.40166035760014
54.896423068836484,-24.565064447346394
56.55995013355032,-20.014453953930918
56.59133817087066,-22.487343990120955
56.84243648277735,-24.145452325994317
57.940993842365124,-24.179103457866596
58.38041439153784,-26.847664842890428
59.13370932725792,-26.80492013893467
61.07972573452677,-24.91934914494635
61.7074715142935,-22.131146323581543
62.02134290751287,-32.975211562000254
62.36660533138057,-30.942452952198725
62.900189992514285,-32.14889454459549
64.0301323960944,-29.75567047173841
65.69365946080823,-27.355902694160406
66.10169496598861,-27.222222271279545
66.47834243384865,-29.02621997086829
67.04331513230271,-30.38095292590913
68.42435584778951,-28.628235299694037
69.52291320737729,-27.291452986164455
70.08788590583134,-29.380900234555856
72.31638566899923,-26.7573666477806
72.44193482495257,-47.94988256662659
73.06968060471931,-42.657341258241
73.9171366590724,-41.99759412426479
74.8587568253865,-38.32709218399032
75.10985663395718,-35.43505679202834
75.76899045104425,-37.43523244854714
76.27118707485762,-39.15343995437501
76.30257361551396,-40.397352499112955
76.36534819349063,-1.8592342552712509
76.45951080878764,2.0000012715657554
77.05587004789804,11.217512696034051
77.4639055530784,16.434538392066543
77.84055302093844,14.730884520102908
78.87633430588555,20.05943389014168
79.50408008565229,23.430324052826546
79.72379185690264,24.613005312674524
80.35153763666936,18.051111761789837
80.94789687577976,22.405265538979553
80.9792849131001,15.841584937485154
81.23038322500679,7.357860465168202
81.29315780298346,21.30872437580336
81.70119330816384,19.210975989981023
81.98367965739087,23.51917134670449
82.23477796929755,22.96820186893212
82.42310170322757,37.14285641300434
82.45448824388392,32.915914588998795
82.89391178638462,32.110092866883335
82.95668636436129,32.59668576210743
83.6472067221047,37.619962069022954
84.21217792389476,36.18289500814083
84.83992520032548,40.7867556552098
85.9698691005696,51.677864161994925
86.18957937515596,48.86363747198717
0.5812133211708005,13.384610689603365
1.162426642341601,13.030018277723881
1.2236088344611527,13.285849470089065
0.21367429307286573,13.704495963410645
0.2747257545759194,14.294466621922494
1.0683714653643286,15.519897571670347
1.4652001429463555,16.666670605842018
1.4957200515100602,16.85775813306567
2.686200262068318,18.53827449918486
3.20512604046863,19.709871272309243
3.296697410535389,19.823228279044137
0.3351633497087138,15.622136207204193
0.20870510707652482,11.861360206793739
0.5649789930764891,11.483254516406678
0.028938702616462822,9.58308474481178
0.8972433153087503,10.776864619809842
1.6208323327343541,11.532797809270757
0.17181432342429617,14.629943731574881
0.6586470627047997,13.058526299584056
1.030918712860774,12.876148065437508
1.6323016171608076,15.3420689719507
1.6425288640485154,13.501263503682107
2.3663655831028443,16.196180081558598
0.8979641661352041,13.097201256399202
3.3469375298947703,17.37049011663716
4.653058733258929,23.230591258464674
5.90475692230017,22.61422579741289
1.3528138863240828,16.044987481389487
0.6998711320357545,14.421251783259839
1.0228830484718108,13.842806878489391
1.4266556452896448,16.193338280008994
1.5612430881076946,16.516272808124167
0.6396633143354227,16.335837854077184
2.5053267996815256,19.190804515233133
3.4648166876329287,21.093316212483895
4.530918822490812,22.501399893801892
6.8230312954628385,25.5434798027269
0.13064864505483365,7.849293312881819
0.8089806256780495,10.681403716324207
1.6701445583124066,13.136944593547451
1.7745310819186335,12.486718488715022
2.3486470069060754,17.985044591794754
2.9227529770467116,19.919354019998654
3.3924823784279265,22.204216961264954
3.522960555512307,25.534212374931176
1.8518465483575894,16.522180878504717
2.3773793411036315,16.76493513694236
0.5367192283348889,10.91489014710584
1.3895286472454582,5.565990676299747
2.176930569859934,5.066286232510666
2.5011621663310475,5.629460409693064
0.5941460957626784,-0.09195612764906609
1.8967048633294863,1.3277421168699544
3.1992636308962945,4.390936221792764
3.3135214896219045,5.908768420835297
4.593232172369927,6.826343650589446
4.616080257188712,5.797791259298781
0.022804687850615554,4.925883517845215
0.533455589048504,7.240227214450942
0.06642776660371065,8.287165466991036
6.618453620580672,14.104666124020543
6.881436151976264,14.215102052799036
7.1225069557822005,14.700328893864736
9.818100892762867,16.476302619413
10.585145119423931,18.4068683251562
0.43094325274083245,0.34624507808283433
1.077354022072639,0.3049431281066081
1.7668599386344173,2.2373337450093693
1.8745936969299044,1.866487608767873
2.5640996134916825,1.702787344046204
2.887309107937028,2.995337216024268
2.9088525717725715,2.7740789212246413
2.9950428662325153,2.5544151476864863
3.1458717717579736,2.8253624832210606
4.093948571699582,7.930808193911757
4.848093099326876,9.261775739855613
4.8911882465568475,10.376080413197228
5.796161679709599,12.763032617929285
6.873515701782239,14.113832257827633
7.1105349017676405,14.4745947005883
0.1485247045147544,1.062473407159261
1.3095956694013267,-2.9856907326900104
1.9234676637074597,-3.087835453396625
2.3122514387466313,-1.843320144900959
2.660117179197184,-1.9970585853142573
3.2944559966035376,-2.1582663548290104
3.6423139312481787,-1.8262913730406944
4.112949387076411,-1.10968939605349
5.115612962227627,0.2587939386375862
5.7704107969282905,0.4777442439696511
5.89318051230597,-0.543596414168112
7.386946366385639,0.06628942798671379
7.878040839508182,-0.288762920465088
8.737467876181496,0.15694999376476593
9.760590468627022,1.7460328444580924
0.020284193777951206,-8.27585817342233
0.04052004799329912,-9.730393013559691
0.8084028190828921,-9.352078201601923
0.9700880086439746,-8.755103909239477
1.3698636453198336,-10.35539172718681
2.1353698058561905,-12.741873627203738
3.3037860793979603,-10.3333314259847
3.525382799188616,-8.895381866415338
4.47220235293973,-8.308727918275698
4.593067702116711,-7.643578727263647
5.439163569978793,-6.135486445837351
7.151489284266264,-4.426124774948174
7.83642110692618,-3.628414967021004
8.138599849317918,-3.267539284272421
8.642225963487721,-2.6681347854138084
9.951649249494421,-0.6264040027182491
10.012089608807555,5.551832233245306
10.495566374964765,6.031961032562902
10.596290060853798,6.872463189848402
11.583400625905453,7.678284298813611
11.724415323095027,6.503876070217592
12.127317751375797,7.817514743035707
12.731667551434631,8.264085540800266
14.242545893944037,10.218460195690298
14.605157310924266,9.294650856655572
14.947619379891904,-2.108004177915596
15.491536505362248,-1.239571986427862
17.485899298753505,1.8066447632009857
17.526190310054048,1.954086659973398
18.11039076210029,3.9360354589470083
18.755031573459664,5.901307079994567
21.132147447119106,9.655168919465362
21.474617200811384,9.799896715455581
0.42185433833315655,11.862015542294197
0.1598118834598587,12.925168354620611
0.019577680816427384,10.105757361203782
0.039162831179141086,10.538689811006966
0.6974053037595017,12.036680034479625
2.014717400909689,14.511656924029756
2.3246818825450104,14.418882827809007
0.3622544111391195,10.90700525451572
0.41469822652168853,10.088960499002532
0.2066127101495807,9.335590033423296
1.014276668863724,10.398480954273651
2.272732646549322,11.647129570378418
4.16979930637571,14.053308711513859
0.20576246209385354,7.310218626849091
0.44892979401347977,7.647500190663181
0.14774114275223743,5.659333069284131
0.812562195766454,6.367533125933876
1.3481132712151758,6.9262465177139925
0.12576301655788338,6.637882022990431
1.3834000357071017,8.671893221278019
0.5557503861201368,8.004324011177125
0.03582385296026784,6.7729773988249145
0.26867548085135456,6.698993394024106
0.12491023140726522,6.146147135398918
0.48179952418391414,6.993002831576501
1.5703088039590076,8.810733545677438
1.7487500467987924,10.261528460335983
2.1948599609953336,10.582008924901968
2.9800177665233774,10.906750821542117
4.389719921990667,12.430010488637215
0.38986570886647043,4.732253852939312
0.4961878039741804,4.933208491169401
1.0764016505449088,1.658937357106214
1.411680365112381,0.9665311005029706
1.6057876774571376,-1.1119062958173307
2.152810032512773,0.667265873388514
2.17045982350209,2.417027752129718
0.10314175774855078,-2.1338868790958267
0.7564013074765445,-0.6928766921070126
0.9798860456703938,-1.0243058475999263
0.9970741526807545,-1.1286708181224019
2.217633043555358,0.9317840529963918
0.35977229452704973,-1.1519913526532184
0.3769015076779198,-1.6853023752672749
0.479696392702733,-3.219140862407895
0.0852066066811809,-1.586219151003126
0.7668724618253989,0.08586508235206256
1.7893647436943405,1.6831466042476386
1.9938684007460372,2.1213723809940115
3.271987003505907,3.6821709203521973
3.9536463578027394,4.613198094329963
0.09994596004296762,-0.4669044327073931
0.19989827473751476,-0.6843596201908851
1.032815166570669,-1.07725869599765
1.3993006324657624,-1.3684703115168606
1.8657320584038233,-1.7314555430413567
0.19795271197480815,-7.223138730388043
0.1647149985654828,-6.253094996471672
0.6753415476775587,-6.600330999324805
0.7741680334270786,-6.590307287661032
1.383627351763099,-6.497410153746894
3.4425962512037565,-5.629476794933208
4.019105029657371,-5.560325472822459
4.035580299598574,-6.333674447335405
4.957994345124357,-7.331021640043452
5.633335892801916,-5.672892211665423
6.127487171972788,-5.544831995690376
