Tree_day_change,day_after_change
-1.025631941037602,-0.11514367758979664
-1.7553763795066513,0.6916364798062353
-0.1714324951171875,0.6296543484548128
1.2089756725764458,-1.649596185649903
-0.34581823990311766,0.05782718914852167
-0.9730972122248059,-0.23120814995774064
-1.8202485563877029,0.6952429333341879
0.5205219229250276,0.5753762157564783
1.040464237652563,0.915330958822437
2.2016173564745034,0.39682368053423067
1.8987338299244139,-1.0728325044102727
0.22883819550847756,0.627846461922812
-0.05669064188122537,0.34033679039838705
-0.11292236842955518,-1.1305865285555097
-0.1712367914477625,0.4574038007602568
-0.3403259716308113,-0.22765514441354184
-0.9044649100155208,0.5704419292879628
0.800453924988743,-1.3045919068910898
-0.9675587891104178,0.28736290520334584
-0.4563600717197875,-0.05730789939605366
-1.077700713292165,0.2866928642743222
0.5172422675920304,0.3430501242284862
0.5730571332321764,-0.05697049554332485
0.5733966651803784,-0.5701275726912927
-0.2858732859626009,-0.22936304072484495
-0.8546987182399268,-0.2873519434293537
-1.0832413006855581,-1.7867403984236834
-2.2935757240897794,-0.5281698811757685
-2.58620037618616,0.943951859647954
-1.383283952976107,0.11688223086876996
0.5281586878158486,0.29189227588346267
1.3569293916447105,-0.40744874028395733
0.0,0.2922222985211193
0.1751353655300776,0.5827528109495151
0.4656572892024529,0.23174396088233548
1.110453652433157,0.0
0.8158472662780981,1.5606963564788447
1.7960571369150307,0.5691541446024313
2.1387332690788345,-0.5093387221239164
1.6185011502525528,0.34129389193839244
0.3984046445079865,1.643996176652495
1.4714217756606125,0.39040543018848817
2.3890789426431622,-0.4444440205891927
1.5873055347712697,0.055804848433371745
0.0,0.7808108603769763
0.388887193467882,1.0514694923433725
1.8973222719885525,0.5476472081942036
2.398216942872303,0.5446539803746714
2.158270040038489,1.0292553818024466
2.135812621905533,-0.26809242940074174
1.3071882523949898,0.9677435563663039
1.7334865549479685,1.437691909175677
2.144770116417813,-0.5774210362640556
1.8279577721225004,-0.26399758711341326
0.5857225717843023,0.3176356550011107
-0.5249263943620174,1.7414243293933584
1.795143310458242,-1.9190914214525072
0.1058785516670369,0.5817060351093362
0.36939151454345726,-0.15773231295197995
-1.5041540726096336,1.2638218747278713
1.692224735094388,0.20801308621711956
1.31440585690393,-0.8822006863287548
0.5792554590698948,1.7801054753786762
1.0920488654201355,-0.15432451554180032
0.7265147188516712,1.6486331650686932
3.2984248596026666,-0.25341732499036657
1.2345666899427294,-0.8130073421291051
0.5667213354781588,0.0
-1.0643643656610726,0.5635179324966665
-0.2540708517978505,-1.4773256269838055
-0.9221326893165614,-0.9824226088860355
-1.8954960581788223,0.5221952138994423
-1.9358083393405587,0.4155840192522321
-0.05170749122511152,0.7242596492550635
1.6710167164419931,1.0785875666531184
2.2337678190949677,0.3556895007049824
2.172788815062864,0.1519022108633307
1.5922002271380944,0.2527767205503887
0.7621931717695349,0.5042883603351893
0.9113939502571203,1.555441350705231
2.3255766860676865,0.8399213350611298
2.9248609477435528,-0.6859352802307285
1.7059716376401322,-0.14800535751353258
0.0,-0.14822473806703218
-0.9799155533301598,0.7422144120439492
0.4440066628287589,0.39292692194410156
0.988146073128162,-0.24462398778251782
0.8906497443341078,-1.6674848590750884
-1.5226000196355727,0.34913518621716527
-1.565556196004142,-0.9940395357710803
-2.305048197270181,-1.4558278836176468
-2.094763552497371,-1.3754384205714603
-3.777336964121086,2.01445959376628
-0.8534140343516168,0.6075991859918908
1.222627043950542,0.1509752291386032
2.7892509873681504,-1.658291105688107
-0.9113939502571203,1.277465528352148
-0.2516413804595932,0.9081751157785658
0.5025144893802372,0.34999847412109375
2.554931056704296,-1.3452937811120214
-0.10091048472061673,0.25253104210019517
-0.7499980926513672,-0.9571815133816599
-2.042849295697014,-0.254319620796581
-0.9595890607579187,-1.2238641695476287
-2.4181336675661473,-3.562212205277969
-4.9847383003175745,-1.8201292667735383
-6.476289741129711,2.9989053025331542
-2.4780662301920575,0.8470082190674287
1.9807223010710966,-1.6272938496464546
2.1810229836548336,-1.814301796907673
-2.593963933035804,-0.32608406079508034
-3.7270294640820705,1.2540869156092875
-0.9071508984538365,-0.05385152959708004
0.8695644061371431,-0.10775081352634962
1.0905166917963833,-0.3775706511115912
-0.5385050248417527,1.1369842968507886
0.6465562644740378,0.9635990483678284
1.7259961112311348,1.11346276604782
3.248513285194895,0.36706709986585545
2.462521825255011,-0.8359448929692377
0.6362615482573347,1.6333054834968113
1.1536508873822136,0.9849591378507732
1.7763853888719257,-0.46201311449085636
2.1601678466837355,0.36100926780631487
0.8812761061533891,-0.15415611874725804
-0.25666960079818824,-2.470404192986376
-2.2692039224296336,-0.7387930942507985
-3.3401831917295164,0.7974461604949251
-2.4189460284152733,-1.371299230421005
-1.3192611606059954,0.5347511766912623
-0.05316442937673909,1.2234120155258184
0.3692067803430411,-0.21019923323184528
1.550796771909468,0.21064200110302808
1.2234120155258184,0.4729382519205537
0.4729382519205537,-0.15690735004544418
0.5265949587941379,0.5762211077648971
0.893326695533146,0.2083281593192355
0.6276094488371209,0.9355525328331137
1.728653331945202,0.25746259971224766
1.4062423941992763,-0.20543918638597786
0.9875287750410143,-0.05146798108475617
0.0,-0.463440536736939
-0.7190518468709538,0.15520272511080235
-0.36026605107963977,1.1363600538156036
0.8238921049615324,-0.4596534879396241
0.827728132662265,-1.2313995584228525
-0.568184952911347,0.2597362964184253
