AAPL;MSFT;AMZN;GOOGL;META;BRK-B;JNJ;JPM;V;PG;XOM;VZ;INTC;CSCO;KO;HD;MRK;PFE;DIS;WMT;BA;GS;MMM;AXP;CAT;TRV;MCD;IBM;JPM;NKE;GOOG;TSLA;NVDA;ADBE;NFLX;CRM;PYPL;AVGO;AMGN;TXN
percent/trade;1,62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
hitrate;0,63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Number of trades;154;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Return;44,24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06.04.2022;140829,1254;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07.04.2022;140829,1254;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08.04.2022;140829,1254;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.04.2022;140829,1254;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.04.2022;140829,1254;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.04.2022;140829,1254;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.04.2022;140829,1254;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18.04.2022;140829,1254;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19.04.2022;140829,1254;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20.04.2022;140829,1254;0,12381345;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.04.2022;139754,6762;0,117077232;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22.04.2022;139410,1556;0,114895289;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.04.2022;139660,716;0,116483224;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.04.2022;139135,2353;0,113146391;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.04.2022;138613,2353;0,109806612;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28.04.2022;141291,0952;0,126678257;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29.04.2022;140833,4756;0,220912359;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02.05.2022;141784,9308;0,226140467;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03.05.2022;141836,1155;0,096363928;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04.05.2022;142020,3649;0,097536256;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05.05.2022;140973;0,162670714;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06.05.2022;140651,0037;0,160753793;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09.05.2022;139472,2546;0,226201336;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10.05.2022;139492,5546;0,226313945;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.05.2022;138481,3249;0,220664271;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.05.2022;138933,2882;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.05.2022;138933,2882;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16.05.2022;138933,2882;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.05.2022;138933,2882;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18.05.2022;138933,2882;0,083264065;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19.05.2022;138955,5899;0,083411196;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
