AKER BP;AKER SOLUTIONS;DNO;EQUINOR;SEADRILL;SUBSEA 7;TGS;VÅR ENERGI;AKASTOR;BLUENORD;BORR DRILLING;BW ENERGY LIMITED;BW OFFSHORE LTD;NORTHERN OCEAN LTD;ODFJELL DRILLING;OKEA;PANORO ENERGY;PGS;SEACREST PETROLEO;SHELF DRILLING;SIEM OFFSHORE;SOLSTAD OFFSHORE;2020 BULKERS;AMSC;AVANCE GAS HOLDING;AWILCO LNG;BELSHIPS;BW LPG;EQVA;FLEX LNG;FRONTLINE;GC RIEBER SHIPPING;GOLDEN OCEAN GROUP;GRAM CAR CARRIERS;HAFNIA LIMITED;JINHUI SHIPP TRANS;KLAVENESS COMBINAT;MPC CONTAINER SHIP;ODFJELL SER. A;ODFJELL SER. B;OKEANIS ECO TANKER;PHILLY SHIPYARD;SAGA PURE;STOLT-NIELSEN;WALLENIUS WILHELMS;MOWI;SALMAR;BAKKAFROST;LERØY SEAFOOD GP;AUSTEVOLL SEAFOOD;GRIEG SEAFOOD;SALMON EVOLUTION;AKER BIOMARINE;ATLANTIC SAPPHIRE;
percent/trade;3,19
hitrate;0,54
Number of trades;356
Return;263,18
2020-04-01;1000000,0;0,9997205833129883
2020-04-02;954149,9656829834;0,9997071564250262
2020-04-03;942361,9296417236;0,9997034932352181
2020-04-06;975488,2816162109;0,9997546903508843
2020-04-07;1008899,3481292725;0,9997628141117114
2020-04-08;986669,8984222412;0,9998055107481484
2020-04-14;1033290,893573761;0,999854879153404
2020-04-15;1020705,3833303452;0,9998530897831007
2020-04-16;1022177,6752052307;0,9998533013849815
2020-04-17;1030685,3034601212;0,9998545122854163
2020-04-20;988595,3366765976;0,9998483180693938
2020-04-21;980868,0273385048;0,9998471231143478
2020-04-22;997629,9960813522;0,9998496917195309
2020-04-23;1012930,1991071701;0,9998519621101359
2020-04-24;983556,4176187515;0,9998475409782609
2020-04-27;994306,6513204575;0,999849189333033
2020-04-28;1004981,8056659698;0,9998507912795933
2020-04-29;991382,1141958237;0,9998487444476674
2020-04-30;1001705,5401926041;0,9998503032645436
2020-05-04;1003041,9891252518;4,409585946360509E-5
2020-05-05;1003044,1591253281;0,9997350492385499
2020-05-06;954221,0856485367;0,9997214929352062
2020-05-07;986342,618596077;0,99973056288077
2020-05-08;1015396,5386533737;0,9997382723856034
2020-05-11;1007830,3455896378;0,9997363074897563
2020-05-12;986867,8404855728;0,9997307062781602
2020-05-13;952160,5543375015;0,9997208902295756
2020-05-14;916865,4077005386;0,9997101457733095
2020-05-15;953570,0533742905;0,9997213027896714
2020-05-18;1002561,8021745682;0,9997349217642724
2020-05-19;1016982,1485681534;0,9997386804536319
2020-05-20;1063436,484372139;0,9997500957343163
2020-05-22;1018120,6533746719;0,9997389726720036
2020-05-25;1036416,5284929276;0,9997435805909861
2020-05-26;1061925,5605974197;0,9997497401667412
2020-05-27;1059079,8876008987;0,9997490677362117
2020-05-28;1022275,8525247574;0,9997400336581638
2020-05-29;976351,5616731644;0,9997278057165465
2020-06-02;1027752,3867769241;0,6034812511324515
2020-06-03;1058360,350399971;0,9999933533420378
2020-06-04;1056508,8522839546;0,999809852721961
2020-06-05;1093955,2783460617;0,9998163615218442
2020-06-08;1121677,0528035164;0,9998209000692455
2020-06-09;1104747,8766622543;0,9998181555387163
2020-06-10;1097148,9142541885;0,9998168960659068
2020-06-11;1066091,8331360817;0,9998115619346835
2020-06-12;1064885,371043682;0,99981134844374
2020-06-15;1024739,9497938156;0,9998039577918999
2020-06-16;1047120,1123886108;0,9998081478140768
2020-06-17;1042626,520483017;0,9998073209547816
2020-06-18;1027900,9283370972;0,9998045606566277
2020-06-19;1029549,1472759247;0,9998048735380749
2020-06-22;1009872,0115823746;0,9998010715415598
2020-06-23;1021658,6471781731;0,999803366532412
2020-06-24;1007121,9508509636;0,9998005283448382
2020-06-25;1016612,3628759384;0,9998023904785914
2020-06-26;1015010,1602683067;0,9998020785501961
2020-06-29;1021862,0879917145;0,99980340567984
2020-06-30;1018797,6130671501;0,9998028143373038
2020-07-01;1032247,7939343452;0,6912180650919733
2020-07-02;1030705,0710721016;0,6907558912230363
2020-07-03;1027569,4932637215;0,6898122480230289
2020-07-06;1026648,3873677254;0,3848653613838322
2020-07-07;1029879,4272351265;0,9999882341402904
2020-07-08;1024248,7966885567;0,9999881694595123
2020-07-09;994571,7969784737;0,9999878164483494
2020-07-10;988665,3187031746;0,99998774366145
2020-07-13;991839,0451245308;0,9999877828797744
