MOWI;SALMAR;BAKKAFROST;LERØY SEAFOOD GP;AUSTEVOLL SEAFOOD;GRIEG SEAFOOD;SALMON EVOLUTION;AKER BIOMARINE;ATLANTIC SAPPHIRE;
percent/trade;-0,86
hitrate;0,47
Number of trades;90
Return;-12,81
2020-01-02;1000000,0;0,9994331990203857
2020-01-03;1005731,5975952148;0,9994364291815336
2020-01-06;995926,6002807617;0,9994308807702752
2020-01-07;986919,8950195312;0,9994256869453392
2020-01-08;995949,2972869873;0,9994308937401148
2020-01-09;1005008,2119750977;0,999436023534076
2020-01-10;1002837,2993011475;0,9994348026544194
2020-01-13;1016387,1106872559;0,9994423374975397
2020-01-14;1015335,5089263916;0,9994417599161743
2020-01-15;1021586,9882507324;0,9994451759995644
2020-01-16;998040,2939300537;0,9994320860760217
2020-01-17;1003302,8009796143;0,999435064888625
2020-01-20;1009582,4123382568;0,9994385787899162
2020-01-21;1009010,6002807617;0,999438260629317
2020-01-22;1013473,1976776123;0,9994407341201395
2020-01-23;999094,7217102051;0,9994326854428337
2020-01-24;1024062,2190246582;0,9994465170483937
2020-01-27;1010278,9069671631;0,9994389658383389
2020-01-28;1013508,995300293;0,9994407538736779
2020-01-29;1004690,6956634521;0,999435845298398
2020-01-30;988309,7942657471;0,9994264946245571
2020-01-31;987604,4017333984;0,9994260850006141
2020-02-03;982823,91065979;0,9999939957007973
2020-02-04;981639,1471252441;0,9999939884540663
2020-02-05;993834,9494781494;0,9999940622244907
2020-02-06;1005295,2857513428;0,9999941299149545
2020-02-07;986126,2047424316;0,9999940158077183
2020-02-10;993934,4840240479;0,9999940628191112
2020-02-11;990424,9956359863;0,9999940417812058
2020-02-12;973912,4391937256;0,9999939407603952
2020-02-13;976760,8998260498;0,9999939584305388
2020-02-14;979103,0641937256;0,8089991578201035
2020-02-17;983214,2530212402;0,9997762314882431
2020-02-18;999664,5078735352;0,9997799137726668
2020-02-19;1019372,8656158447;0,9999249482904146
2020-02-20;1013023,9230194092;0,9999244779175189
2020-02-21;1019623,4718780518;0,9999249667368596
2020-02-24;975684,6302185059;0,9999215876996521
2020-02-25;983060,8800048828;0,9999221760545806
2020-02-26;963531,1008758545;0,9999205986436763
2020-02-27;909510,5679473877;0,9999158825867827
2020-02-28;891317,6653747559;0,9999141656457158
2020-03-02;875992,4524078369;0,9999688849359325
2020-03-03;903180,1861877441;0,9999698215686126
2020-03-04;922663,4774017334;0,9999704588271381
2020-03-05;907490,7369384766;0,9999699649151558
2020-03-06;876165,998878479;0,9999626137497675
2020-03-09;839725,8924179077;0,9999609913644737
2020-03-10;851253,9949493408;0,8050211182179451
2020-03-11;816098,3155822754;0,9961934095581204
2020-03-12;718144,0988616943;0,9956741940055575
2020-03-13;770930,8591918945;0,9959703882511775
2020-03-16;744415,638748169;0,9958268581609145
2020-03-17;746429,5553436279;0,9958381175752086
2020-03-18;759187,1227264404;0,9959080548724627
2020-03-19;790061,1000518799;0,996067959747005
2020-03-20;769605,3272705078;0,9959634478379363
2020-03-23;747491,7602233887;0,995844031716415
2020-03-24;766618,5900726318;0,9959477214772013
2020-03-25;736455,109085083;0,9957817496145979
2020-03-26;743727,8085632324;0,995822998667038
2020-03-27;710081,3150024414;0,995625075632755
2020-03-30;725176,6239776611;0,9957161442536719
2020-03-31;753948,5922393799;0,9958796235184916
2020-04-01;795652,1384429932;0,826071538852975
2020-04-02;767072,5056610107;0,9999145425663862
2020-04-03;757773,8607330322;0,999913493918006
2020-04-06;778836,9273834229;0,9999158334107889
2020-04-07;808858,146560669;0,9999189573004758
2020-04-08;791399,2358093262;0,9999171694326158
2020-04-14;825836,1961669922;0,9999206234262512
2020-04-15;820177,850189209;0,9999200758131734
2020-04-16;819967,2824401855;0,9999200552886276
