AAPL;MSFT;AMZN;GOOGL;META;BRK-B;JNJ;JPM;V;PG;XOM;VZ;INTC;CSCO;KO;HD;MRK;PFE;DIS;WMT;BA;GS;MMM;AXP;CAT;TRV;MCD;IBM;JPM;NKE;GOOG;TSLA;NVDA;ADBE;NFLX;CRM;PYPL;AVGO;AMGN;TXN;
percent/trade;1,36
hitrate;0,64
Number of trades;427
Return;158,92
2019-01-02;100000,0;0,0
2019-01-03;100000,0;0,4515275967
2019-01-04;101521,29959400001;0,4597464714366056
2019-01-07;102189,01972899999;0,7310122015858876
2019-01-08;102649,108762;0,7322178461117266
2019-01-09;103315,27860399999;0,9980390089274545
2019-01-10;104040,659155;0,7126114898171225
2019-01-11;104481,808795;0,5243658091380767
2019-01-14;104111,67178;0,5226748381198648
2019-01-15;104625,09178;0,5250171852609102
2019-01-16;104243,012377;0,5232762421880601
2019-01-17;103807,19998900002;0,5212748191718303
2019-01-18;104272,85939200001;0,12483910921693502
2019-01-22;104129,01586400002;0,12363016443767894
2019-01-23;103641,07139200001;0,11950419573678811
2019-01-24;103809,89251000002;0,12093610441597016
2019-01-25;104048,05203800002;0,14602791715361413
2019-01-28;103941,46139200003;0,14515217964946964
2019-01-29;103886,55203800002;0,4646922954603564
2019-01-30;105366,38753500002;0,47221051224208116
2019-01-31;106303,09650800002;0,4768612248297499
2019-02-01;107428,67561900002;0,7931644823137879
2019-02-04;108420,99509400003;0,6103106614510481
2019-02-05;108798,99555800002;0,35196307794575304
2019-02-06;109272,68611200002;0,5159949087113
2019-02-07;108404,27587600003;0,8369303490554131
2019-02-08;108871,42746200002;0,6312129986720902
2019-02-11;109780,49772000003;0,6342668497786802
2019-02-12;110948,11539400004;0,16726790839210237
2019-02-13;110675,65550800003;0,30425439086345374
2019-02-14;110349,92988900005;0,7746506995879943
2019-02-15;110827,94165600004;0,7756226531916848
2019-02-19;110768,31621700004;0,6240212802060415
2019-02-20;110581,25525300004;0,2750680237297703
2019-02-21;109442,21007300005;0,38948748986855614
2019-02-22;109920,85686800005;0,5430727177980933
2019-02-25;110520,21092000004;0,423020753062457
2019-02-26;110212,72472400006;0,4214110192113426
2019-02-27;111699,13081200005;0,5773738046587511
2019-02-28;112684,13902700004;0,3999104841649666
2019-03-01;112564,24097900005;0,39927129750188317
2019-03-04;112614,94210900004;0,29097467096580976
2019-03-05;112272,61142000003;0,5281622018318596
2019-03-06;112147,64816100005;0,7669829106582398
2019-03-07;111951,64194400003;0,6669981967960048
2019-03-08;112523,45078200003;0,9417351863594927
2019-03-11;114451,67286100003;0,9427168015450295
2019-03-12;113805,33662500003;0,9994422239599431
2019-03-13;114999,79461400004;0,562050112949778
2019-03-14;115292,23511300003;0,0
2019-03-15;115292,23511300003;0,12497633065988938
2019-03-18;115461,55461500003;0,12625951598010185
2019-03-19;115439,97494700004;0,2506731370418754
2019-03-20;115109,97494700004;0,37241056329599365
2019-03-21;115828,30440800004;0,12555825181358288
2019-03-22;115624,95470200005;0,4515517408898658
2019-03-25;115485,10550800004;0,6338440229846716
2019-03-26;116797,42398300004;0,7267898471061776
2019-03-27;116378,08633500004;0,9977163820752728
2019-03-28;116845,86066100006;0,9977255241863373
2019-03-29;118498,83520500005;0,99775725150766
2019-04-01;120892,30781100004;0,5373008287719169
2019-04-02;120622,29861700005;0,5362650913359686
2019-04-03;121472,62861700004;0,0
2019-04-04;121472,62861700004;0,0
2019-04-05;121472,62861700004;0,0
2019-04-08;121472,62861700004;0,0
2019-04-09;121472,62861700004;0,1240536264635594
2019-04-10;121786,54900100004;0,1263114901127027
2019-04-11;121833,58813700004;0,12664881542066303
2019-04-12;121831,66919300004;0,12663505945699083
2019-04-15;121772,14813700005;0,4554568773197824
2019-04-16;121962,79719200006;0,45630809288826674
2019-04-17;121143,31547700005;0,5614138029754724
2019-04-18;121336,20388300004;0,6706370850324649
2019-04-22;121204,47671300004;0,5643474046174687
2019-04-23;121781,15042800005;0,5664103626347455
2019-04-24;122179,94347200004;0,7112835080981675
2019-04-25;122145,99743400005;0,9482458082720572
2019-04-26;120685,61794700005;0,6668581762604343
2019-04-29;121946,48684300006;0,5979551548941211
2019-04-30;122293,19653300007;0,4455426942765133
2019-05-01;121742,23599600008;0,8178253484458035
2019-05-02;122880,67230700007;0,8577658701904382
2019-05-03;125481,13673900008;0,8607135227635542
2019-05-06;124739,06638700006;0,9888905286760709
2019-05-07;122350,14686800007;0,9995308951033627
2019-05-08;121815,48173200007;0,999933054067643
2019-05-09;120238,00797300007;0,9999321757642401
2019-05-10;120147,80847600006;0,999932124846025
2019-05-13;115802,02231200007;0,9999295776460786
2019-05-14;116830,58470300007;0,9999301976359974
2019-05-15;118527,20947400006;0,6033186334542554
2019-05-16;119962,07567300009;0,2695693627221753
2019-05-17;119204,87629300007;0,6562270311805486
2019-05-20;116590,95486400007;0,8234278648372519
2019-05-21;117582,30364400009;0,9977033681121125
2019-05-22;117066,48397300008;0,8742167415107793
2019-05-23;115852,74481800008;0,9344469237571303
2019-05-24;115171,73384600008;0,9340593081271578
2019-05-28;113667,5727060001;0,9331867160246029
2019-05-29;113705,34484700007;0,9957203095012388
2019-05-30;114867,61510700009;0,6992734262148447
