MOWI;SALMAR;BAKKAFROST;LERØY SEAFOOD GP;AUSTEVOLL SEAFOOD;GRIEG SEAFOOD;ATLANTIC SAPPHIRE;
percent/trade;-1,32
hitrate;0,38
Number of trades;34
Return;-6,47
2019-01-02;60000,0;0,7336404047648112
2019-01-03;59196,14453125;0,7300233682334741
2019-01-04;60086,38803100586;0,7340233580713074
2019-01-07;58726,02963256836;0,727862145387601
2019-01-08;58565,80586242676;0,7271176332542467
2019-01-09;59714,697525024414;0,7323678026265813
2019-01-10;60590,98097229004;0,7362383731430235
2019-01-11;60564,22619628906;0,7361218541401828
2019-01-14;60550,653564453125;0,7360627049698193
2019-01-15;60730,06719970703;0,7368424496953557
2019-01-16;60406,47775268555;0,7354327497864942
2019-01-17;60226,02946472168;0,7346400575274055
2019-01-18;61428,257583618164;0,7398334847385719
2019-01-21;62315,80392456055;0,7435389627090648
2019-01-22;61825,06394958496;0,741503288583034
2019-01-23;61475,126708984375;0,7400318377582835
2019-01-24;61229,17492675781;0,7389875703334489
2019-01-25;60726,83279418945;0,7368284335151347
2019-01-28;59972,00682067871;0,733516075893582
2019-01-29;61022,78466796875;0,7381047783861597
2019-01-30;61529,85694885254;0,7402630770392297
2019-01-31;60928,358322143555;0,7376988949938104
2019-02-01;60536,999084472656;0,73600317234406
2019-02-04;60246,749603271484;0,734731320455444
2019-02-05;60967,460388183594;0,7378671243257363
2019-02-06;61238,353103637695;0,7390266899068194
2019-02-07;62395,59799194336;0,7438669356742938
2019-02-08;61144,51513671875;0,7386261763892211
2019-02-11;61792,9719543457;0,7413690390887989
2019-02-12;60721,49836730957;0,7368053137055776
2019-02-13;62261,47920227051;0,7433151939389111
2019-02-14;62278,421813964844;0,7433850240802387
2019-02-15;62776,32499694824;0,7454203361715066
2019-02-18;63547,1756439209;0,7485084812633971
2019-02-19;62365,88481140137;0,7437449053686853
2019-02-20;61429,788330078125;0,7398399677329476
2019-02-21;61514,28698730469;0,7401973346873125
2019-02-22;61742,51722717285;0,7411576911367351
2019-02-25;62817,45529174805;0,7455870245000081
2019-02-26;61930,76551818848;0,741944482998233
2019-02-27;61708,196868896484;0,741013730346629
2019-02-28;60794,306213378906;0,7371205181942797
2019-03-01;61649,20719909668;0,7407659167051625
2019-03-04;62440,39291381836;0,7440506862894111
2019-03-05;63175,78515625;0,7470300420551201
2019-03-06;63691,660400390625;0,7490789906614946
2019-03-07;62961,088287353516;0,7461674162750865
2019-03-08;63709,28726196289;0,7491484146040196
2019-03-11;63464,61982727051;0,7481813369778652
2019-03-12;63196,44268798828;0,7471127323888289
2019-03-13;63115,033142089844;0,7467865432609017
2019-03-14;63366,88319396973;0,7477929336497301
2019-03-15;60838,5598449707;0,7373117352738838
2019-03-18;60357,04933166504;0,7352160867524892
2019-03-19;60737,082580566406;0,7368728454661595
2019-03-20;60122,1926574707;0,734181755393356
2019-03-21;60410,55772399902;0,7354506179676867
2019-03-22;60103,3356628418;0,7340983568073118
2019-03-25;59834,32092285156;0,7329028646499146
2019-03-26;59362,824935913086;0,7307814152819594
2019-03-27;59327,87615966797;0,730622824402134
2019-03-28;60494,63766479492;0,7358183083488098
2019-03-29;59525,00190734863;0,7315149063079941
2019-04-01;59846,717834472656;0,7329581923220243
2019-04-02;59863,442306518555;0,7330327976750665
2019-04-03;59349,930084228516;0,7307229226482572
2019-04-04;60181,988708496094;0,7344458689871252
2019-04-05;59562,325927734375;0,7316831492863222
2019-04-08;59542,338134765625;0,7315930778878837
2019-04-09;59199,3106842041;0,7300378073764359
2019-04-10;59266,127517700195;0,7303421636694867
2019-04-11;59239,709228515625;0,7302219082058148
2019-04-12;59030,32125854492;0,729264971401491
2019-04-15;60175,362731933594;0,734416628524446
2019-04-16;59897,973571777344;0,7331867046393451
2019-04-17;59897,973571777344;0,7331867046393451
2019-04-23;59048,15740966797;0,7293467499208593
2019-04-24;59861,247009277344;0,7330230071613026
2019-04-25;58533,23287963867;0,7269657777663829
2019-04-26;58127,112854003906;0,7250581539418315
2019-04-29;58779,751403808594;0,7281108658605893
2019-04-30;58679,513580322266;0,7276464179915999
2019-05-02;58647,28884887695;0,7468787435211653
2019-05-03;59094,824310302734;0,7487956751583609
2019-05-06;58646,36493682861;0,7468747558609105
2019-05-07;58886,91593170166;0,7479087636424653
2019-05-08;58885,24624633789;0,7479016156202608
2019-05-09;58496,46961975098;0,746226130585279
2019-05-10;59623,67253112793;0,7510237995696295
2019-05-13;59263,17842102051;0,7495092933247157
2019-05-14;57789,50453186035;0,7431216003189534
2019-05-15;59139,67752075195;0,7489861956501901
2019-05-16;60124,33984375;0,7530970738126445
2019-05-20;60628,2896194458;0,7551493612027682
2019-05-21;60395,41697692871;0,754205266135083
2019-05-22;60596,300201416016;0,755020102000254
2019-05-23;61458,157722473145;0,7584555737980311
2019-05-24;62492,5118560791;0,7624535324057259
2019-05-27;63096,998359680176;0,7647292925428453
2019-05-28;62588,44221496582;0,7628176238750475
2019-05-29;61260,70608520508;0,7576770430648034
2019-05-31;60871,316230773926;0,7561269188557491
2019-06-03;61887,172424316406;0,7674724016794072
2019-06-04;60779,18180847168;0,7632334766199024
2019-06-05;60270,72187805176;0,7612360509005425
2019-06-06;60636,31059265137;0,7626756075686649
2019-06-07;60497,31117248535;0,7621303279140841
2019-06-11;61082,56367492676;0,7644094369178265
2019-06-12;60343,588638305664;0,7615243657957766
2019-06-13;59208,79978942871;0,7569537700163275
2019-06-14;59537,034255981445;0,7582937116281878
2019-06-17;58947,926010131836;0,7558781700274695
2019-06-18;59235,51956176758;0,7570634025472992
2019-06-19;59434,15983581543;0,7578753428931806
2019-06-20;58736,568130493164;0,7549997211497299
2019-06-21;58855,5380859375;0,7554949620940249
2019-06-24;59166,38520812988;0,7567795375692251
2019-06-25;59039,60786437988;0,7562572637044757
2019-06-26;59489,35984802246;0,7581000096917823
2019-06-27;59410,697662353516;0,7577797242432073
2019-06-28;59108,85987854004;0,7565428329991645
2019-07-01;59352,199279785156;0,7796151468611919
2019-07-02;60974,78462982178;0,7854797552602859
2019-07-03;62043,8277053833;0,789176035626735
2019-07-04;63160,70127868652;0,7929040454439246
2019-07-05;63704,17079925537;0,7946708110688787
2019-07-08;64153,29898071289;0,7961082917080663
2019-07-09;64416,030754089355;0,7969398988323984
2019-07-10;64013,58222198486;0,7956632753908216
2019-07-11;63727,86148071289;0,7947471417081922
2019-07-12;64021,10163116455;0,7956872751565804
2019-07-15;64825,0832901001;0,7982212276811943
2019-07-16;64242,8424911499;0,7963924817999348
2019-07-17;64094,537117004395;0,7959213638150998
2019-07-18;64079,301277160645;0,7958728409792625
2019-07-19;64108,943855285645;0,7959672249278167
2019-07-22;64152,715270996094;0,7961064365477538
2019-07-23;64245,81398773193;0,7964018990523106
2019-07-24;64092,44819641113;0,7959147124220298
2019-07-25;63868,13380432129;0,7951979345158866
2019-07-26;63162,737632751465;0,792910722176199
2019-07-29;62652,94249725342;0,7912256759159534
2019-07-30;61747,909729003906;0,788165692099587
2019-07-31;61886,78789520264;0,788641062711308
2019-08-01;62250,00862121582;0,7895679692387954
2019-08-02;62129,35933685303;0,7891593303249335
2019-08-05;60991,757427215576;0,7852267866736405
2019-08-06;61787,87044906616;0,7879940571853303
2019-08-07;61845,830909729004;0,7881927441772916
2019-08-08;63285,66693878174;0,7930116507781073
2019-08-09;63009,89761734009;0,7921057449003054
2019-08-12;62698,10652542114;0,7910719086268777
2019-08-13;64704,53730010986;0,7975505849256309
2019-08-14;64162,8690032959;0,7958414900619226
2019-08-15;63460,3275680542;0,7935813407988277
2019-08-16;64886,997509002686;0,7981198663530782
2019-08-19;64141,08805465698;0,7957721621762565
2019-08-20;64771,5248298645;0,7977599606698599
2019-08-21;63177,90303039551;0,7926585862977646
2019-08-22;62891,30651092529;0,79171372872037
2019-08-23;63208,742042541504;0,7927597464248121
2019-08-26;62980,66442108154;0,7920092484022735
2019-08-27;63102,936531066895;0,7924122640058782
2019-08-28;62554,84325027466;0,7905934209337592
2019-08-29;63247,40372848511;0,7928864276342573
2019-08-30;62339,64100265503;0,7898705299167982
2019-09-02;62196,70461654663;0,7802802326768588
2019-09-03;61599,43878555298;0,7781498381147777
2019-09-04;61808,64358520508;0,7789007382474752
2019-09-05;62339,98007965088;0,7807852128096108
2019-09-06;61686,612731933594;0,7784633511001763
2019-09-09;59944,12115097046;0,7720235912343086
2019-09-10;58834,830600738525;0,7677252517415725
2019-09-11;59807,148876190186;0,7715014722587072
2019-09-12;59274,35272979736;0,7694475799860753
2019-09-13;58776,56246185303;0,7674949861948267
2019-09-16;59277,73825073242;0,7694607474932647
2019-09-17;59956,51468658447;0,7720707159505461
2019-09-18;58880,60527801514;0,7679058256604517
2019-09-19;58467,114486694336;0,7662644105735066
2019-09-20;59648,99551773071;0,7708956312172669
2019-09-23;60077,78394699097;0,7725307997599963
2019-09-24;59744,60119628906;0,7712622531077736
2019-09-25;59390,486850738525;0,7698984098083069
2019-09-26;59189,11193847656;0,7691155515085515
2019-09-27;59522,245613098145;0,7704077639233669
2019-09-30;59729,61491012573;0,7712048623253881
2019-10-01;59350,3062171936;0,7831696780184968
2019-10-02;58876,685859680176;0,7814254348920854
2019-10-03;58930,24596405029;0,781624091393994
2019-10-04;60142,14637756348;0,7860244972637729
2019-10-07;61630,36605453491;0,7911914721488503
2019-10-08;61181,44614028931;0,7896593359812654
2019-10-09;60789,94650268555;0,7883046992613099
2019-10-10;60675,865825653076;0,7879066770344453
2019-10-11;60617,12582778931;0,7877011515964146
2019-10-14;60392,86598587036;0,786912811692266
2019-10-15;61057,006046295166;0,7892306413285758
2019-10-16;62850,4461479187;0,7952449537671092
2019-10-17;64138,4257850647;0,7993566906381483
2019-10-18;64463,666454315186;0,8003690029654921
2019-10-21;64793,62585449219;0,8013856172260703
2019-10-22;64078,12642288208;0,7991678795062359
2019-10-23;63790,34572982788;0,7982618551515785
2019-10-24;64257,08571624756;0,7997272073059336
2019-10-25;63650,085945129395;0,7978173035324918
2019-10-28;64297,326694488525;0,7998525495792034
2019-10-29;63998,74562072754;0,7989187775173052
2019-10-30;64316,326526641846;0,7999116755922903
2019-10-31;63039,72563934326;0,7958597396124555
2019-11-01;62877,28645706177;0,7915002810753903
2019-11-04;62222,67725753784;0,7893067747828003
2019-11-05;63043,196323394775;0,792048986764737
2019-11-06;63873,496421813965;0,7947521697189841
2019-11-07;64461,24668121338;0,7966235959122351
2019-11-08;65377,696296691895;0,7994744798968557
2019-11-11;65394,737102508545;0,7995267335888311
2019-11-12;64873,14699554443;0,7979148976087139
2019-11-13;64216,72627258301;0,7958491920408476
2019-11-14;64485,076179504395;0,7966987506295863
2019-11-15;60853,93665313721;0,784567814769898
2019-11-18;61542,74596405029;0,7869790119424052
2019-11-19;60686,107246398926;0,7839720300428813
2019-11-20;60941,697078704834;0,7848780526064377
2019-11-21;60630,746562957764;0,7837747793617139
2019-11-22;60797,12635421753;0,7843665097482011
2019-11-25;62009,496421813965;0,7885824380210948
2019-11-26;62560,45718002319;0,7904443614388131
2019-11-27;62594,086097717285;0,7905569460256462
2019-11-28;62419,02643585205;0,7899695445184078
2019-11-29;63370,1964302063;0,7931220464579382
2019-12-02;62874,196102142334;0,7979251100661606
2019-12-03;62926,03624343872;0,7980915847318475
2019-12-04;63685,99588012695;0,8005009408829281
2019-12-05;64212,25592422485;0,802135961832392
2019-12-06;64509,61670303345;0,803048027466863
2019-12-09;64914,69594192505;0,8042770427764825
2019-12-10;64749,87660598755;0,8037788344473207
2019-12-11;64176,99617385864;0,8020272525283083
2019-12-12;64004,95595550537;0,8014951175679045
2019-12-13;64287,95658111572;0,8023689516248964
2019-12-16;64508,87604141235;0,8030457661537506
2019-12-17;63193,09630203247;0,7989448689728089
2019-12-18;63911,715785980225;0,8012055207598402
2019-12-19;64267,77621841431;0,802306894611694
2019-12-20;64640,896324157715;0,8034480185221257
2019-12-23;64925,776264190674;0,8043104451255279
2019-12-27;64928,31563949585;0,8043180986310628
2019-12-30;64226,49592971802;0,8021798313437146
2020-01-02;64840,77632522583;0,7994028278712004
2020-01-03;65140,07623672485;0,8003245141714577
2020-01-06;64589,67631149292;0,7986229826149182
2020-01-07;64182,2760887146;0,7973447318774137
2020-01-08;64660,22616195679;0,7988427022061827
2020-01-09;65106,626903533936;0,8002219284259938
2020-01-10;65039,57632064819;0,8000159732690785
2020-01-13;65728,27682113647;0,802111404732679
2020-01-14;65723,12677383423;0,8020958982332741
2020-01-15;66070,92582321167;0,8031376705045835
2020-01-16;64783,62606430054;0,7992258667866717
2020-01-17;65075,87636947632;0,8001275265871461
2020-01-20;65359,87688827515;0,8009960087331558
2020-01-21;65392,92636489868;0,8010965850205766
2020-01-22;65539,17623519897;0,8015404355587438
2020-01-23;64789,227336883545;0,7992432244662424
2020-01-24;66097,62720870972;0,8032171967625126
2020-01-27;65361,42663192749;0,8010007271915517
2020-01-28;65549,17612838745;0,8015707116745375
2020-01-29;65048,57612991333;0,8000436421006462
2020-01-30;64151,676067352295;0,7972480663510567
2020-01-31;64146,72639083862;0,7972324216480368
2020-02-03;63932,32683944702;0,7726521602053485
2020-02-04;63933,406688690186;0,7726560001601618
2020-02-05;64537,49585342407;0,7747840041236627
2020-02-06;65118,78663253784;0,7767944221379077
2020-02-07;64153,67656326294;0,7734365794973445
2020-02-10;64531,78652572632;0,7747640785646093
2020-02-11;64375,87614822388;0,774218585133852
2020-02-12;63619,90630722046;0,7715357150982746
2020-02-13;63747,62635421753;0,7719934493053909
2020-02-14;63921,59652328491;0,7726139960428048
2020-02-17;64043,356746673584;0,7730463058410998
2020-02-18;64943,08668136597;0,7761905517163481
2020-02-19;66168,39609909058;0,780335065425688
2020-02-20;65791,06635665894;0,7790752270042394
2020-02-21;66371,79677963257;0,7810082428798403
2020-02-24;64024,366680145264;0,7729789898179291
2020-02-25;64791,84736251831;0,7756681281416552
2020-02-26;63699,07614517212;0,7718196671036723
2020-02-27;60765,59669113159;0,7608041854032319
2020-02-28;59783,316356658936;0,756874036340158
2020-03-02;59085,026165008545;0,7540006776098921
2020-03-03;60397,01686477661;0,7593444650993914
2020-03-04;61402,11642074585;0,7632837881287913
2020-03-05;60603,73640060425;0,760165341887254
2020-03-06;59035,75649642944;0,7537953731333487
2020-03-09;58317,10622024536;0,7507613573091189
2020-03-10;58972,15623855591;0,7535298465059174
2020-03-11;57106,84690475464;0,7454792693381266
2020-03-12;52162,69592666626;0,7213549617828806
2020-03-13;54718,665714263916;0,7343707817019196
2020-03-16;53362,225955963135;0,7276186264795491
2020-03-17;52930,97657394409;0,7253994288261656
2020-03-18;53906,035762786865;0,7303664386683058
2020-03-19;55885,24580001831;0,7399156755612027
2020-03-20;54629,98615646362;0,7339395921067027
2020-03-23;54056,11603927612;0,7311150436810306
2020-03-24;54988,65630722046;0,7356750032445265
2020-03-25;52791,04626083374;0,7246715602456721
2020-03-26;53407,246128082275;0,7278482330817793
2020-03-27;51061,796405792236;0,7153473355209822
2020-03-30;51525,03583908081;0,717906525181503
2020-03-31;53000,456256866455;0,7257594098897812
2020-04-01;55704,77573776245;0,7390730649663013
2020-04-02;53831,695987701416;0,7299940837213342
2020-04-03;53331,176944732666;0,7274600480867607
2020-04-06;54616,635845184326;0,7338745571734904
2020-04-07;55969,03685379028;0,7403050469143534
2020-04-08;55062,786487579346;0,7360308599116653
2020-04-14;56950,006298065186;0,7447783179527462
2020-04-15;56504,77613449097;0,7427672951858366
2020-04-16;56541,75619125366;0,7429355333281589
2020-04-17;56916,46616744995;0,7446279191467746
2020-04-20;55186,72706222534;0,7366236924395749
2020-04-21;54905,80675125122;0,7352761527420291
2020-04-22;55557,04652786255;0,7383792460474933
2020-04-23;56253,53622055054;0,7416184407855232
2020-04-24;54996,156352996826;0,7357110503013932
2020-04-27;55366,926319122314;0,737480886762285
2020-04-28;55855,32648849487;0,7397763595028345
2020-04-29;55256,806133270264;0,7369577176621793
2020-04-30;55690,16572189331;0,7390046121863156
2020-05-04;55713,79688644409;0,7843913460891979
2020-05-05;55745,71644973755;0,7845148019260483
2020-05-06;56373,386615753174;0,7869140480627207
2020-05-07;56608,886501312256;0,7878005116622885
2020-05-08;58180,13613510132;0,7935313055464179
2020-05-11;58106,04690170288;0,793268043663903
2020-05-12;58257,376766204834;0,7938050523772564
2020-05-13;58592,65632247925;0,7949849434230641
2020-05-14;57188,04623031616;0,7899495166775234
2020-05-15;57344,43717575073;0,7905223707378939
2020-05-18;57423,296604156494;0,7908100464215329
2020-05-19;59284,71647262573;0,7973781867289073
2020-05-20;60257,806339263916;0,8006502811716397
2020-05-22;58879,496700286865;0,7959837052940107
2020-05-25;60005,106548309326;0,7998107587514233
2020-05-26;60112,92679977417;0,8001698238557372
2020-05-27;59319,636585235596;0,79749746555366
2020-05-28;59024,95693588257;0,7964864800495355
2020-05-29;58255,107151031494;0,7937970190355517
2020-06-02;59975,27657699585;0,8234493102298853
2020-06-03;60330,37672042847;0,8244884745558602
2020-06-04;60540,11598587036;0,8250965285350074
2020-06-05;60444,79615402222;0,8248207104240948
2020-06-08;60531,31666183472;0,8250711031452215
2020-06-09;60810,95622634888;0,8258755147771539
2020-06-10;60783,746799468994;0,8257975691469792
2020-06-11;59797,95676803589;0,8229257817303544
2020-06-12;59343,68616104126;0,8215702944355786
2020-06-15;57313,04623031616;0,8152484094760774
2020-06-16;56717,7162361145;0,8133091888830358
2020-06-17;58091,99599838257;0,8177257250875518
2020-06-18;57199,6164894104;0,8148820377006838
2020-06-19;57364,37638473511;0,8154137268432031
2020-06-22;56295,1861076355;0,8119079590823869
2020-06-23;56761,976848602295;0,8134547625593707
2020-06-24;56435,806743621826;0,8123766264753766
2020-06-25;56735,546001434326;0,8133678585105301
