MOWI;SALMAR;BAKKAFROST;LERØY SEAFOOD GP;AUSTEVOLL SEAFOOD;GRIEG SEAFOOD;ATLANTIC SAPPHIRE;
percent/trade;-1,32
hitrate;0,38
Number of trades;34
Return;-6,47
2020-06-26;57505,42646408081;0,8158664825234198
2020-06-29;58268,52657699585;0,8182779440144213
2020-06-30;58802,695751190186;0,819928724124732
2020-07-01;58748,34627151489;0,8231545782767439
2020-07-02;58512,1760597229;0,8224407846099318
2020-07-03;58427,89623641968;0,8221846627869179
2020-07-06;58372,69580459595;0,8220165108236799
2020-07-07;58126,28628158569;0,821262001470387
2020-07-08;58119,215618133545;0,821240256575514
2020-07-09;57095,23611831665;0,8180342743412015
2020-07-10;56678,07583999634;0,81669497565056
2020-07-13;56807,07593154907;0,8171112330363767
2020-07-14;56252,526081085205;0,8153082750994299
2020-07-15;57260,76637649536;0,8185603035136008
2020-07-16;56597,725872039795;0,8164347434132074
2020-07-17;56648,366260528564;0,8165988402181152
2020-07-20;56902,95586013794;0,8174193956203957
2020-07-21;56745,165966033936;0,8169116982026501
2020-07-22;55807,3561668396;0,8138350069680735
2020-07-23;56084,746364593506;0,814755762567043
2020-07-24;55515,795513153076;0,8128572962722217
2020-07-27;55497,286350250244;0,8127948814224665
2020-07-28;56518,28619003296;0,8161767319518951
2020-07-29;55958,916316986084;0,8143392196325239
2020-07-30;54928,355976104736;0,8108558705734871
2020-07-31;55280,99576950073;0,812062428917717
2020-08-03;56114,195209503174;0,8148529791233565
2020-08-04;56564,31566238403;0,8163263189827824
2020-08-05;56379,62540817261;0,8157246346226358
2020-08-06;56242,54558181763;0,8152755007005112
2020-08-07;56500,68553543091;0,8161194687555626
2020-08-10;56130,675968170166;0,8149073409017664
2020-08-11;57201,915966033936;0,8183736349303568
2020-08-12;57528,495792388916;0,8194046979878716
2020-08-13;57560,55651473999;0,819505287978419
2020-08-14;57472,535999298096;0,8192288561608484
2020-08-17;57592,51602554321;0,8196054489558665
2020-08-18;56985,23601150513;0,8176830210928256
2020-08-19;57096,38581466675;0,8180379384142885
2020-08-20;56098,50635147095;0,8148011997531996
2020-08-21;55659,906467437744;0,8133418338026144
2020-08-24;56355,36608505249;0,8156453095123167
2020-08-25;56744,15573501587;0,8169084386338165
2020-08-26;56054,12607192993;0,8146545705021242
2020-08-27;56239,49610519409;0,8152654843760166
2020-08-28;55840,01545333862;0,8139438897431616
2020-08-31;55785,86622238159;0,8137632921121218
2020-09-01;55821,58626937866;0,8497073094836987
2020-09-02;55598,41690444946;0,8491040418699163
2020-09-03;55752,57632827759;0,8495212788030825
2020-09-04;55946,576557159424;0,8500430784939755
2020-09-07;56917,52625656128;0,852601176806316
2020-09-08;56806,86687850952;0,8523140449330681
2020-09-09;57219,84734725952;0,8533799585588276
2020-09-10;56663,30654525757;0,8519398725414673
2020-09-11;57192,12607192993;0,8533088911791588
2020-09-14;57322,217212677;0,853641802476242
2020-09-15;57897,29662704468;0,8550955419670865
2020-09-16;58144,21690750122;0,8557109058213079
2020-09-17;57664,66617202759;0,8545109692600211
2020-09-18;57425,95637893677;0,8539061964601438
2020-09-21;56000,005756378174;0,8501861513048647
2020-09-22;55914,126483917236;0,8499560501633542
2020-09-23;55805,30678939819;0,8496634662188332
2020-09-24;55483,876026153564;0,8487925323501528
2020-09-25;54976,596576690674;0,8473973124616847
2020-09-28;55494,48599624634;0,8488214416495322
2020-09-29;55797,95604324341;0,8496436610901872
2020-09-30;57235,476123809814;0,8534199947744874
2020-10-01;57296,25651931763;0,8595060620761228
2020-10-02;57357,41688156128;0,8596558711261747
2020-10-05;57324,97745132446;0,8595764522797982
2020-10-06;57760,45695114136;0,860635162330784
2020-10-07;57076,306354522705;0,8589646523954209
2020-10-08;57982,62601852417;0,8611691594629772
2020-10-09;58092,415912628174;0,861431538347406
2020-10-12;58347,27688217163;0,8620368055401877
2020-10-13;57609,14558792114;0,860269118305005
2020-10-14;57415,786823272705;0,8597985475410626
2020-10-15;55885,757358551025;0,8559601392703705
2020-10-16;55798,806438446045;0,8557356828846223
2020-10-19;55719,1664390564;0,8555294843561576
2020-10-20;55171,61684799194;0,8540956896573434
2020-10-21;53860,686824798584;0,8505444846464663
2020-10-22;53189,23621749878;0,8486577871925287
2020-10-23;53421,16666030884;0,8493148463439226
2020-10-26;51600,48677444458;0,8439980471137289
2020-10-27;51441,37617111206;0,8435155257137916
2020-10-28;50085,55625152588;0,8392794787728785
2020-10-29;50327,79693984985;0,8400530681619863
2020-10-30;50546,80662918091;0,8407460877647535
2020-11-02;50447,55711746216;0,7009691287565246
2020-11-03;50248,107120513916;0,6997821844162354
2020-11-04;51158,61710739136;0,7051253960740824
2020-11-05;51206,02733230591;0,7053984122017151
2020-11-06;52405,1269569397;0,712139291841902
2020-11-09;54620,65681838989;0,7238155336158335
2020-11-10;54069,906269073486;0,721002346816197
2020-11-11;56332,88694381714;0,7322101213810522
2020-11-12;56696,677936553955;0,7339283798281641
2020-11-13;55797,32654953003;0,7296397893983549
2020-11-16;57235,22688674927;0,7364319532306743
2020-11-17;56520,48714065552;0,7330989572082316
2020-11-18;56141,737003326416;0,7312983572979602
2020-11-19;54795,477436065674;0,7246966782150767
2020-11-20;54380,1671333313;0,7225941413539092
2020-11-23;54326,36661911011;0,7223194206469683
2020-11-24;54511,73731613159;0,7232636914605269
2020-11-25;54276,22710800171;0,7220629037659155
2020-11-26;54853,90693283081;0,7249899268722664
2020-11-27;55562,50674819946;0,7284971856056773
2020-11-30;54234,82707595825;0,7218507411148934
2020-12-01;55376,24681472778;0,8875081408499692
2020-12-02;54350,05698013306;0,8853841687927436
2020-12-03;54309,51726150513;0,8852986130047024
2020-12-04;54258,07698440552;0,885189868436913
2020-12-07;53854,756366729736;0,8843300503576678
2020-12-08;53528,3275642395;0,8836246667810833
2020-12-09;53506,2170753479;0,883576576752428
2020-12-10;53430,197246551514;0,8834109309349077
2020-12-11;53016,07751083374;0,8825002291867644
2020-12-14;53044,0073890686;0,8825620977078844
2020-12-15;53236,56749343872;0,8829868781884284
2020-12-16;53985,466678619385;0,8846101119395009
2020-12-17;54636,55772781372;0,8859851861829773
2020-12-18;55546,65701675415;0,8878532518156624
2020-12-21;54568,306842803955;0,8858425830421165
2020-12-22;54788,15704727173;0,8863006661902328
2020-12-23;56261,16630935669;0,8892775005287492
2020-12-28;56445,98665237427;0,8896400377354787
2020-12-29;57542,02727890015;0,8917421361130263
2020-12-30;57513,59694290161;0,8916886216815112
2021-01-04;56606,69636917114;0,8656912111743292
2021-01-05;56653,39622116089;0,8658019229935218
2021-01-06;57742,106327056885;0,8683321875079686
2021-01-07;58483,346393585205;0,8700009951961335
2021-01-08;59156,556674957275;0,8714804029156019
2021-01-11;58413,176975250244;0,8698448325796904
2021-01-12;59056,5170173645;0,8712626952495284
2021-01-13;57692,30673599243;0,8682185327836314
2021-01-14;57000,266635894775;0,8666185743071915
2021-01-15;56769,586933135986;0,8660765871395096
2021-01-18;57495,066608428955;0,8677664488930034
2021-01-19;58599,75679397583;0,87025924261946
2021-01-20;57941,926303863525;0,8687862604205666
2021-01-21;58690,16649246216;0,8704591027230716
2021-01-22;57981,836406707764;0,8688765775641021
2021-01-25;56897,05711746216;0,8663766244874461
2021-01-26;56580,966693878174;0,8656301354853229
2021-01-27;56562,146602630615;0,8655854262007044
2021-01-28;56785,83742904663;0,866114912221459
2021-01-29;57750,676624298096;0,8683517272321088
2021-02-01;58889,17715072632;0,6615205409009519
2021-02-02;58964,97688674927;0,6619556577279825
2021-02-03;59258,626567840576;0,6636307997124032
2021-02-04;59075,18681716919;0,6625863090292802
2021-02-05;59159,24592971802;0,6630657386599167
2021-02-08;58932,61733627319;0,6617700395855796
2021-02-09;58743,116313934326;0,6606789343241285
2021-02-10;59186,19707107544;0,6632191656978903
2021-02-11;59087,41684341431;0,6626561475586403
2021-02-12;59014,74680709839;0,6622407464710444
2021-02-15;59035,93681716919;0,6623619797802734
2021-02-16;59598,086612701416;0,6655466985324687
2021-02-17;59140,19645309448;0,6629572097452359
2021-02-18;58902,89657211304;0,661599378150058
2021-02-19;61165,967014312744;0,6741198120173326
2021-02-22;61803,13748550415;0,677479531950282
2021-02-23;62101,35641860962;0,6790283179258754
2021-02-24;62409,07747268677;0,6806109361656657
2021-02-25;62831,256328582764;0,6827569908116228
2021-02-26;61750,87607192993;0,6772065742751996
2021-03-01;63254,87607192993;0,8234637840431986
2021-03-02;63179,23662185669;0,8232524313424228
2021-03-03;63318,615940093994;0,8236414947364
2021-03-04;63136,6163520813;0,8231331181848041
2021-03-05;63306,19662857056;0,8236068969982113
2021-03-08;64199,896465301514;0,8260623914153771
2021-03-09;63554,53563308716;0,8242961520949043
2021-03-10;63339,45677566528;0,8236995226829108
2021-03-11;62704,556369781494;0,8219144331920286
2021-03-12;62656,016635894775;0,8217764699686058
2021-03-15;63188,09544754028;0,8232772109451256
2021-03-16;63081,27621841431;0,822977955869333
2021-03-17;62901,37517166138;0,8224716640601232
2021-03-18;62429,69711685181;0,8211303757944926
2021-03-19;62084,05540847778;0,8201345516319143
2021-03-22;61829,21694564819;0,8193932090006697
2021-03-23;61636,05619430542;0,8188272067999925
2021-03-24;60588,51723098755;0,8156948383472938
2021-03-25;60158,13667678833;0,8143762908989239
2021-03-26;60746,69631576538;0,8161747528703572
2021-03-29;61258,07643508911;0,8177093191232084
2021-03-30;61370,51704788208;0,818043304835733
2021-03-31;61651,07608413696;0,8188713454520191
2021-04-06;61991,79678726196;0,8263838601179816
2021-04-07;62528,15585708618;0,8278731186770606
2021-04-08;62584,09610366821;0,82802697278352
2021-04-09;62747,375537872314;0,828474476098863
2021-04-12;61773,077182769775;0,8257691383786695
2021-04-13;62256,47647476196;0,8271219787564105
2021-04-14;60230,87679672241;0,8213079896067426
2021-04-15;59951,71593093872;0,8204759230752778
2021-04-16;60666,716327667236;0,8225917419953297
2021-04-19;60490,676738739014;0,8220754495930063
2021-04-20;60636,676303863525;0,8225038521468372
2021-04-21;60377,5965385437;0,8217422176504787
